mission,direction,heure_re_sceaux,delta_sceaux,heure_re_antony,delta_antony,heure_re_bourg_la_reine,delta_bourg_la_reine,heure_re_chatelet,delta_chatelet,heure_re_aulnay,delta_aulnay,heure_re_cdg1,delta_cdg1,heure_re_vert_galant,delta_vert_galant
KFON26,Sud,,,9.0,8.0,9.0,7.0,9.0,4.0,8.0,3.0,,,8.0,6.0
USER28,Sud,,,,,,,9.0,7.0,8.0,2.0,8.0,6.0,,
SORI30,Sud,9.0,18.0,,,9.0,0.0,9.0,1.0,8.0,3.0,,,8.0,5.0
USER32,Sud,,,,,,,9.0,3.0,8.0,3.0,8.0,6.0,,
PLAC34,Sud,,,9.0,7.0,9.0,8.0,9.0,2.0,9.0,4.0,,,8.0,6.0
KOCQ36,Sud,,,9.0,1.0,9.0,1.0,9.0,3.0,9.0,3.0,8.0,7.0,,
ULMS38,Sud,,,9.0,6.0,9.0,6.0,9.0,2.0,9.0,3.0,8.0,5.0,,
SORI40,Sud,9.0,14.0,,,9.0,2.0,9.0,5.0,9.0,4.0,,,9.0,9.0
PIER42,Sud,,,9.0,4.0,9.0,5.0,9.0,2.0,9.0,5.0,9.0,6.0,,
KARI44,Sud,,,10.0,3.0,10.0,3.0,9.0,4.0,9.0,4.0,9.0,6.0,,
SORI46,Sud,10.0,12.0,,,10.0,7.0,9.0,9.0,9.0,6.0,,,9.0,15.0
PIER48,Sud,,,10.0,8.0,10.0,1.0,9.0,4.0,9.0,6.0,9.0,8.0,,
KARI50,Sud,,,10.0,7.0,10.0,7.0,9.0,3.0,9.0,5.0,9.0,10.0,,
SORI52,Sud,10.0,13.0,,,10.0,5.0,10.0,5.0,9.0,3.0,,,9.0,15.0
PIER54,Sud,,,10.0,7.0,10.0,2.0,10.0,9.0,9.0,6.0,9.0,6.0,,
KARI56,Sud,,,10.0,8.0,10.0,7.0,10.0,1.0,9.0,4.0,9.0,6.0,,
SORI58,Sud,10.0,17.0,,,10.0,1.0,10.0,9.0,9.0,6.0,,,9.0,15.0
PIER60,Sud,,,10.0,8.0,10.0,7.0,10.0,2.0,10.0,5.0,9.0,6.0,,
KARI62,Sud,,,10.0,7.0,10.0,8.0,10.0,4.0,10.0,5.0,9.0,6.0,,
SORI64,Sud,10.0,13.0,,,10.0,6.0,10.0,5.0,10.0,5.0,,,10.0,15.0
PIGE66,Sud,,,10.0,7.0,10.0,2.0,10.0,9.0,10.0,6.0,10.0,12.0,,
KAPE68,Sud,,,11.0,13.0,11.0,12.0,10.0,6.0,10.0,9.0,10.0,11.0,,
SORI70,Sud,11.0,16.0,,,11.0,2.0,10.0,2.0,10.0,0.0,,,10.0,15.0
PIER72,Sud,,,11.0,7.0,11.0,5.0,10.0,9.0,10.0,11.0,10.0,8.0,,
KARI74,Sud,,,11.0,7.0,11.0,6.0,11.0,3.0,10.0,1.0,10.0,5.0,,
SORI76,Sud,11.0,14.0,,,11.0,3.0,11.0,2.0,10.0,4.0,,,10.0,15.0
PIER78,Sud,,,11.0,4.0,11.0,2.0,11.0,6.0,10.0,4.0,10.0,6.0,,
KARI80,Sud,,,11.0,7.0,11.0,7.0,11.0,3.0,10.0,6.0,10.0,7.0,,
SORI82,Sud,11.0,14.0,,,11.0,6.0,11.0,6.0,10.0,3.0,,,10.0,15.0
PIER84,Sud,,,11.0,9.0,11.0,3.0,11.0,7.0,11.0,7.0,10.0,8.0,,
KARI86,Sud,,,11.0,8.0,11.0,7.0,11.0,3.0,11.0,3.0,10.0,7.0,,
SORI88,Sud,11.0,16.0,,,11.0,6.0,11.0,6.0,11.0,5.0,,,11.0,14.0
PIER90,Sud,,,11.0,6.0,11.0,1.0,11.0,5.0,11.0,6.0,11.0,9.0,,
KARI92,Sud,,,12.0,8.0,12.0,7.0,11.0,4.0,11.0,7.0,11.0,8.0,,
SORI94,Sud,12.0,14.0,,,12.0,6.0,11.0,5.0,11.0,2.0,,,11.0,16.0
PIER96,Sud,,,12.0,7.0,12.0,1.0,11.0,6.0,11.0,6.0,11.0,7.0,,
KARI98,Sud,,,12.0,8.0,12.0,8.0,11.0,4.0,11.0,7.0,11.0,8.0,,
SOSO02,Sud,12.0,15.0,,,12.0,6.0,12.0,5.0,11.0,2.0,,,11.0,15.0
PIST04,Sud,,,12.0,7.0,12.0,2.0,12.0,6.0,11.0,6.0,11.0,7.0,,
KALI06,Sud,,,12.0,8.0,12.0,7.0,12.0,3.0,11.0,6.0,11.0,7.0,,
SOSO08,Sud,12.0,16.0,,,12.0,7.0,12.0,7.0,11.0,4.0,,,11.0,15.0
PIST10,Sud,,,12.0,10.0,12.0,4.0,12.0,9.0,12.0,7.0,11.0,8.0,,
KALI12,Sud,,,12.0,7.0,12.0,7.0,12.0,3.0,12.0,4.0,11.0,8.0,,
SOSO14,Sud,12.0,14.0,,,12.0,3.0,12.0,3.0,12.0,4.0,,,12.0,15.0
PIST16,Sud,,,13.0,5.0,12.0,3.0,12.0,8.0,12.0,6.0,12.0,7.0,,
KALI18,Sud,,,13.0,8.0,13.0,7.0,12.0,3.0,12.0,5.0,12.0,7.0,,
SOSO20,Sud,13.0,15.0,,,13.0,5.0,12.0,4.0,12.0,4.0,,,12.0,15.0
PIST22,Sud,,,13.0,6.0,13.0,1.0,12.0,6.0,12.0,6.0,12.0,8.0,,
KALI24,Sud,,,13.0,9.0,13.0,8.0,12.0,4.0,12.0,6.0,12.0,7.0,,
SOSO26,Sud,13.0,15.0,,,13.0,5.0,13.0,5.0,12.0,3.0,,,12.0,15.0
PIST28,Sud,,,13.0,7.0,13.0,2.0,13.0,6.0,12.0,6.0,12.0,8.0,,
KALI30,Sud,,,13.0,8.0,13.0,7.0,13.0,3.0,12.0,5.0,12.0,7.0,,
SOSO32,Sud,13.0,15.0,,,13.0,6.0,13.0,6.0,12.0,4.0,,,12.0,15.0
PIST34,Sud,,,13.0,6.0,13.0,1.0,13.0,9.0,13.0,6.0,12.0,8.0,,
KALI36,Sud,,,13.0,8.0,13.0,8.0,13.0,1.0,13.0,5.0,12.0,7.0,,
SOSO38,Sud,13.0,15.0,,,13.0,6.0,13.0,6.0,13.0,4.0,,,13.0,15.0
PIST40,Sud,,,14.0,8.0,13.0,2.0,13.0,7.0,13.0,6.0,13.0,8.0,,
KALI42,Sud,,,14.0,8.0,14.0,7.0,13.0,3.0,13.0,6.0,13.0,7.0,,
SOSO44,Sud,14.0,15.0,,,14.0,6.0,13.0,5.0,13.0,3.0,,,13.0,15.0
PIST46,Sud,,,14.0,7.0,14.0,2.0,13.0,7.0,13.0,6.0,13.0,8.0,,
KALI48,Sud,,,14.0,8.0,14.0,7.0,13.0,3.0,13.0,6.0,13.0,8.0,,
SOSO50,Sud,14.0,14.0,,,14.0,5.0,14.0,5.0,13.0,2.0,,,13.0,15.0
PIST52,Sud,,,14.0,6.0,14.0,2.0,14.0,6.0,13.0,6.0,13.0,7.0,,
KALI54,Sud,,,14.0,11.0,14.0,11.0,14.0,7.0,13.0,8.0,13.0,8.0,,
SOSO56,Sud,14.0,19.0,,,14.0,2.0,14.0,7.0,13.0,2.0,,,13.0,15.0
PIST58,Sud,,,14.0,4.0,14.0,5.0,14.0,3.0,14.0,5.0,13.0,7.0,,
KALI60,Sud,,,14.0,9.0,14.0,6.0,14.0,3.0,14.0,6.0,13.0,7.0,,
SOSO62,Sud,14.0,11.0,,,14.0,5.0,14.0,5.0,14.0,3.0,,,14.0,15.0
PIST64,Sud,,,15.0,7.0,14.0,2.0,14.0,9.0,14.0,6.0,14.0,8.0,,
KALI66,Sud,,,15.0,11.0,15.0,10.0,14.0,4.0,14.0,0.0,14.0,10.0,,
SOSO68,Sud,15.0,19.0,,,15.0,2.0,14.0,5.0,14.0,9.0,,,14.0,15.0
PIST70,Sud,,,15.0,3.0,15.0,4.0,14.0,3.0,14.0,5.0,14.0,5.0,,
KALI72,Sud,,,15.0,8.0,15.0,6.0,14.0,4.0,14.0,6.0,14.0,7.0,,
SOSO74,Sud,15.0,12.0,,,15.0,6.0,15.0,6.0,14.0,4.0,,,14.0,15.0
SOSO80,Sud,15.0,15.0,,,15.0,0.0,15.0,15.0,14.0,15.0,,,14.0,16.0
KALI78,Sud,,,15.0,3.0,15.0,2.0,15.0,2.0,15.0,2.0,14.0,21.0,,
PIST76,Sud,,,15.0,20.0,15.0,15.0,15.0,3.0,15.0,5.0,14.0,2.0,,
SOSO86,Sud,15.0,15.0,,,15.0,0.0,15.0,10.0,15.0,8.0,,,15.0,14.0
PIST82,Sud,,,15.0,12.0,15.0,13.0,15.0,5.0,15.0,6.0,15.0,15.0,,
KALI84,Sud,,,16.0,7.0,15.0,6.0,15.0,1.0,15.0,4.0,15.0,5.0,,
KALI90,Sud,,,16.0,8.0,16.0,8.0,15.0,8.0,15.0,2.0,15.0,8.0,,
SOSO92,Sud,16.0,16.0,,,16.0,1.0,15.0,4.0,15.0,6.0,,,15.0,15.0
PIST88,Sud,,,16.0,0.0,16.0,1.0,15.0,2.0,15.0,3.0,15.0,2.0,,
PIST94,Sud,,,16.0,10.0,16.0,9.0,16.0,10.0,15.0,0.0,15.0,10.0,,
KALI96,Sud,,,16.0,8.0,16.0,7.0,16.0,2.0,15.0,7.0,15.0,0.0,,
SOME06,Sud,16.0,13.0,,,16.0,13.0,16.0,13.0,15.0,8.0,,,15.0,16.0
SOSO98,Sud,16.0,16.0,,,16.0,0.0,16.0,6.0,15.0,10.0,,,15.0,15.0
PINA02,Sud,,,16.0,17.0,16.0,5.0,16.0,4.0,16.0,10.0,15.0,25.0,,
KANE04,Sud,,,16.0,1.0,16.0,0.0,16.0,1.0,16.0,4.0,15.0,5.0,,
PINA08,Sud,,,16.0,5.0,16.0,5.0,16.0,4.0,16.0,1.0,15.0,0.0,,
SOME12,Sud,16.0,15.0,,,16.0,6.0,16.0,0.0,16.0,1.0,,,16.0,15.0
KERN16,Sud,,,17.0,10.0,17.0,9.0,16.0,9.0,,,,,,
PQUL10,Sud,,,17.0,1.0,17.0,1.0,16.0,2.0,16.0,3.0,16.0,0.0,,
STAR18,Sud,17.0,14.0,,,17.0,3.0,16.0,2.0,16.0,10.0,16.0,11.0,,
LOUP14,Sud,,,17.0,5.0,17.0,2.0,16.0,2.0,16.0,1.0,16.0,4.0,,
PGAZ20,Sud,,,17.0,2.0,17.0,2.0,16.0,2.0,16.0,1.0,,,16.0,16.0
KERN24,Sud,,,17.0,5.0,17.0,4.0,16.0,4.0,,,,,,
PGAZ28,Sud,,,17.0,1.0,17.0,1.0,17.0,7.0,16.0,11.0,,,16.0,11.0
LOUP22,Sud,,,17.0,5.0,17.0,6.0,17.0,0.0,16.0,1.0,16.0,13.0,,
STAR26,Sud,17.0,19.0,,,17.0,1.0,17.0,4.0,16.0,4.0,16.0,1.0,,
LOUP30,Sud,,,17.0,3.0,17.0,3.0,17.0,1.0,16.0,1.0,16.0,1.0,,
KERN32,Sud,,,17.0,4.0,17.0,2.0,17.0,1.0,,,,,,
STAR34,Sud,17.0,10.0,,,17.0,8.0,17.0,8.0,16.0,2.0,16.0,5.0,,
LOUP38,Sud,,,17.0,8.0,17.0,1.0,17.0,1.0,16.0,6.0,16.0,6.0,,
KERN40,Sud,,,17.0,3.0,17.0,2.0,17.0,2.0,,,,,,
PGAZ36,Sud,,,17.0,1.0,17.0,2.0,17.0,3.0,17.0,8.0,,,16.0,15.0
STAR42,Sud,17.0,8.0,,,17.0,2.0,17.0,2.0,17.0,1.0,16.0,9.0,,
KERN48,Sud,,,17.0,2.0,17.0,1.0,17.0,8.0,,,,,,
LOUP46,Sud,,,17.0,11.0,17.0,9.0,17.0,1.0,17.0,10.0,16.0,3.0,,
PGAZ44,Sud,,,18.0,2.0,17.0,3.0,17.0,3.0,17.0,2.0,,,17.0,20.0
PGAZ52,Sud,,,18.0,5.0,18.0,0.0,17.0,6.0,17.0,2.0,,,17.0,5.0
STAR50,Sud,18.0,18.0,,,18.0,5.0,17.0,0.0,17.0,1.0,16.0,6.0,,
LOUP54,Sud,,,18.0,3.0,18.0,3.0,17.0,2.0,17.0,4.0,17.0,6.0,,
KERN56,Sud,,,18.0,4.0,18.0,3.0,17.0,4.0,,,,,,
STAR58,Sud,18.0,9.0,,,18.0,3.0,17.0,4.0,17.0,6.0,17.0,6.0,,
PGAZ60,Sud,,,18.0,6.0,18.0,3.0,17.0,1.0,17.0,3.0,,,17.0,10.0
LOUP62,Sud,,,18.0,3.0,18.0,3.0,17.0,4.0,17.0,6.0,17.0,6.0,,
KERN64,Sud,,,18.0,2.0,18.0,2.0,17.0,1.0,,,,,,
STAR66,Sud,18.0,11.0,,,18.0,3.0,17.0,3.0,17.0,2.0,17.0,8.0,,
PGAZ68,Sud,,,18.0,5.0,18.0,3.0,18.0,2.0,17.0,4.0,,,17.0,12.0
LOUP70,Sud,,,18.0,2.0,18.0,2.0,18.0,4.0,17.0,0.0,17.0,4.0,,
KERN72,Sud,,,18.0,4.0,18.0,3.0,18.0,2.0,,,,,,
STAR74,Sud,18.0,10.0,,,18.0,2.0,18.0,3.0,17.0,6.0,17.0,6.0,,
PGAZ76,Sud,,,18.0,3.0,18.0,2.0,18.0,1.0,17.0,3.0,,,17.0,9.0
LOUP78,Sud,,,18.0,5.0,18.0,0.0,18.0,3.0,17.0,3.0,17.0,6.0,,
KERN80,Sud,,,18.0,1.0,18.0,5.0,18.0,2.0,,,,,,
PGAZ84,Sud,,,18.0,8.0,18.0,1.0,18.0,9.0,18.0,11.0,,,17.0,15.0
STAR82,Sud,18.0,15.0,,,18.0,8.0,18.0,0.0,18.0,0.0,17.0,8.0,,
LOUP86,Sud,,,19.0,0.0,18.0,1.0,18.0,9.0,18.0,4.0,17.0,5.0,,
LOUP94,Sud,,,19.0,4.0,18.0,1.0,18.0,3.0,18.0,8.0,18.0,2.0,,
STAR90,Sud,19.0,12.0,,,18.0,3.0,18.0,0.0,18.0,0.0,18.0,10.0,,
PGAZ92,Sud,,,19.0,2.0,19.0,2.0,18.0,3.0,18.0,3.0,,,18.0,9.0
KERN96,Sud,,,19.0,3.0,19.0,2.0,18.0,1.0,,,,,,
STAR98,Sud,19.0,8.0,,,19.0,3.0,18.0,4.0,18.0,5.0,18.0,6.0,,
PGUY02,Sud,,,19.0,7.0,19.0,5.0,18.0,4.0,18.0,4.0,,,18.0,15.0
LOVE04,Sud,,,19.0,1.0,19.0,0.0,18.0,1.0,18.0,0.0,18.0,6.0,,
KENT06,Sud,,,19.0,3.0,19.0,3.0,18.0,2.0,,,,,,
PGUY10,Sud,,,19.0,11.0,19.0,0.0,19.0,12.0,18.0,9.0,,,18.0,9.0
LOVE20,Sud,,,19.0,8.0,19.0,9.0,19.0,9.0,18.0,2.0,18.0,3.0,,
KENT14,Sud,,,19.0,1.0,19.0,12.0,19.0,3.0,,,,,,
STOP16,Sud,19.0,35.0,,,19.0,1.0,19.0,3.0,18.0,12.0,18.0,18.0,,
LOVE12,Sud,,,19.0,2.0,19.0,2.0,19.0,5.0,19.0,1.0,18.0,4.0,,
PGUY18,Sud,,,19.0,3.0,19.0,3.0,19.0,1.0,18.0,1.0,,,18.0,23.0
STOP24,Sud,19.0,13.0,,,19.0,0.0,19.0,0.0,18.0,7.0,18.0,7.0,,
LOVE28,Sud,,,19.0,1.0,19.0,2.0,19.0,5.0,19.0,8.0,18.0,10.0,,
STOP32,Sud,19.0,2.0,,,19.0,2.0,19.0,5.0,19.0,2.0,18.0,2.0,,
PGUY34,Sud,,,20.0,0.0,19.0,2.0,19.0,0.0,19.0,2.0,,,19.0,13.0
LOVE36,Sud,,,20.0,8.0,20.0,3.0,19.0,5.0,19.0,3.0,19.0,6.0,,
KENT38,Sud,,,20.0,3.0,20.0,2.0,19.0,2.0,,,,,,
PGUY26,Sud,,,20.0,0.0,20.0,1.0,19.0,2.0,19.0,7.0,,,19.0,10.0
STOP40,Sud,20.0,13.0,,,20.0,4.0,19.0,4.0,19.0,4.0,19.0,10.0,,
LOVE44,Sud,,,20.0,6.0,20.0,2.0,19.0,2.0,19.0,2.0,19.0,2.0,,
PGUY42,Sud,,,20.0,3.0,20.0,3.0,19.0,5.0,19.0,2.0,,,19.0,6.0
KENT46,Sud,,,20.0,5.0,20.0,4.0,19.0,1.0,,,,,,
STOP48,Sud,20.0,12.0,,,20.0,3.0,20.0,4.0,19.0,6.0,19.0,6.0,,
PUMA52,Sud,,,20.0,6.0,20.0,3.0,20.0,5.0,19.0,5.0,19.0,6.0,,
STOP54,Sud,20.0,9.0,,,20.0,6.0,20.0,3.0,19.0,6.0,19.0,6.0,,
STOP58,Sud,20.0,8.0,,,20.0,8.0,20.0,8.0,19.0,8.0,19.0,6.0,,
PPIT50,Sud,,,20.0,17.0,20.0,4.0,20.0,5.0,20.0,6.0,,,19.0,26.0
KFON56,Sud,,,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,,,19.0,8.0
KOCQ62,Sud,,,20.0,3.0,20.0,3.0,20.0,4.0,20.0,2.0,19.0,13.0,,
SOUS64,Sud,20.0,18.0,,,20.0,6.0,20.0,6.0,20.0,8.0,,,20.0,11.0
PILE66,Sud,,,21.0,6.0,20.0,1.0,20.0,5.0,20.0,5.0,20.0,12.0,,
KASE68,Sud,,,21.0,3.0,21.0,2.0,20.0,4.0,20.0,3.0,20.0,6.0,,
PLAC60,Sud,,,21.0,7.0,21.0,7.0,20.0,3.0,20.0,5.0,,,20.0,12.0
PILE72,Sud,,,21.0,3.0,21.0,4.0,20.0,6.0,20.0,6.0,20.0,8.0,,
KASE74,Sud,,,21.0,7.0,21.0,6.0,20.0,2.0,20.0,4.0,20.0,10.0,,
SOUS70,Sud,21.0,23.0,,,21.0,3.0,20.0,3.0,20.0,0.0,,,20.0,10.0
SOUS76,Sud,21.0,3.0,,,21.0,3.0,21.0,3.0,20.0,3.0,,,20.0,3.0
PILE78,Sud,,,21.0,6.0,21.0,1.0,21.0,6.0,20.0,6.0,20.0,6.0,,
KASE80,Sud,,,21.0,9.0,21.0,8.0,21.0,3.0,20.0,6.0,20.0,6.0,,
SOUS82,Sud,21.0,18.0,,,21.0,1.0,21.0,10.0,20.0,4.0,,,20.0,15.0
PILE84,Sud,,,21.0,7.0,21.0,8.0,21.0,5.0,21.0,8.0,20.0,6.0,,
KASE86,Sud,,,21.0,9.0,21.0,7.0,21.0,2.0,21.0,5.0,20.0,13.0,,
SOUS88,Sud,21.0,13.0,,,21.0,6.0,21.0,5.0,21.0,1.0,,,21.0,15.0
PILO90,Sud,,,22.0,8.0,21.0,3.0,21.0,8.0,21.0,7.0,21.0,6.0,,
KASE92,Sud,,,22.0,8.0,22.0,7.0,21.0,2.0,21.0,6.0,21.0,8.0,,
SOUS94,Sud,22.0,16.0,,,22.0,6.0,21.0,8.0,21.0,4.0,,,21.0,17.0
PILE96,Sud,,,22.0,7.0,22.0,2.0,21.0,6.0,21.0,7.0,21.0,10.0,,
KASE98,Sud,,,22.0,8.0,22.0,7.0,21.0,2.0,21.0,4.0,21.0,5.0,,
SOLE02,Sud,22.0,15.0,,,22.0,0.0,22.0,8.0,21.0,2.0,,,21.0,13.0
PIED04,Sud,,,22.0,4.0,22.0,5.0,22.0,3.0,21.0,5.0,21.0,6.0,,
KANE06,Sud,,,22.0,9.0,22.0,7.0,22.0,3.0,21.0,6.0,21.0,7.0,,
SOLE08,Sud,22.0,13.0,,,22.0,6.0,22.0,6.0,21.0,3.0,,,21.0,15.0
PIED10,Sud,,,22.0,6.0,22.0,1.0,22.0,6.0,22.0,6.0,21.0,8.0,,
KANE12,Sud,,,22.0,9.0,22.0,8.0,22.0,4.0,22.0,6.0,21.0,8.0,,
SOLE14,Sud,22.0,16.0,,,22.0,6.0,22.0,6.0,22.0,3.0,,,22.0,15.0
PIED16,Sud,,,23.0,8.0,22.0,3.0,22.0,9.0,22.0,6.0,22.0,8.0,,
KANE18,Sud,,,23.0,8.0,23.0,7.0,22.0,2.0,22.0,6.0,22.0,8.0,,
SOLE20,Sud,23.0,18.0,,,23.0,7.0,22.0,4.0,22.0,2.0,,,22.0,15.0
POIN22,Sud,,,23.0,11.0,23.0,3.0,22.0,10.0,22.0,7.0,22.0,7.0,,
SOLE26,Sud,23.0,15.0,,,23.0,12.0,23.0,8.0,22.0,9.0,,,22.0,15.0
POIN28,Sud,,,23.0,15.0,23.0,3.0,23.0,8.0,22.0,10.0,22.0,19.0,,
SCAL32,Sud,23.0,12.0,,,23.0,10.0,23.0,5.0,,,,,,
PYRE34,Sud,,,23.0,12.0,23.0,2.0,23.0,6.0,,,,,,
SCAL38,Sud,23.0,14.0,,,23.0,12.0,23.0,9.0,,,,,,
PYRE40,Sud,,,0.0,14.0,23.0,2.0,23.0,6.0,,,,,,
SCAL42,Sud,0.0,15.0,,,0.0,13.0,23.0,9.0,,,,,,
PYRE44,Sud,,,0.0,15.0,0.0,2.0,23.0,6.0,,,,,,
SCAL46,Sud,0.0,16.0,,,0.0,14.0,0.0,9.0,,,,,,
KDIT48,Sud,,,0.0,16.0,0.0,2.0,0.0,6.0,,,,,,
SCAL50,Sud,0.0,14.0,,,0.0,12.0,0.0,9.0,,,,,,
PEPE52,Sud,,,0.0,18.0,0.0,7.0,0.0,12.0,,,,,,
KNUT54,Sud,,,1.0,20.0,1.0,19.0,0.0,14.0,,,,,,
SCAL56,Sud,1.0,43.0,,,1.0,17.0,0.0,10.0,,,,,,
PAUL72,Sud,,,8.0,8.0,8.0,2.0,,,,,,,,
LORE66,Sud,,,8.0,4.0,8.0,4.0,,,,,,,,
PAUL64,Sud,,,8.0,6.0,8.0,3.0,,,,,,,,
LJZZ01,Sud,,,10.0,5.0,9.0,2.0,,,,,,,,
AIZZ32,Sud,,,,,,,,,22.0,7.0,,,22.0,17.0
PAUL48,Sud,,,,,,,,,,,,,,
RATPKENT30,Sud,,,19.0,2.0,19.0,3.0,,,,,,,,
KENT30,Sud,,,19.0,5.0,19.0,4.0,,,,,,,,
RATPKENT22,Sud,,,19.0,2.0,19.0,2.0,,,,,,,,
KENT22,Sud,,,19.0,4.0,19.0,3.0,,,,,,,,
RATPKERN88,Sud,,,19.0,6.0,18.0,6.0,,,,,,,,
STIN62,Sud,8.0,,,,8.0,,,,,,,,,
KERN88,Sud,,,18.0,2.0,18.0,2.0,,,,,,,,
STIN70,Sud,8.0,10.0,,,8.0,3.0,,,,,,,,
LORE50,Sud,,,,,,,,,,,,,,
HKZZ02,Sud,,,16.0,5.0,,,,,,,,,,
KLEE60,Sud,,,8.0,,,,,,,,,,,
PAUL56,Sud,,,,,,,,,,,,,,
LORE58,Sud,,,,,,,,,,,,,,
PUMA38,Sud,,,,,,,,,,,,,,
AEZZ32,Sud,,,,,,,,,23.0,13.0,22.0,20.0,,
LORE74,Sud,,,8.0,3.0,8.0,5.0,,,,,,,,
