mission,direction,heure_th_sceaux,delta_sceaux,heure_th_antony,delta_antony,heure_th_bourg_la_reine,delta_bourg_la_reine,heure_th_chatelet,delta_chatelet,heure_th_aulnay,delta_aulnay,heure_th_cdg1,delta_cdg1,heure_th_vert_galant,delta_vert_galant
STIN62,Sud,2026-04-16 08:01:46+02:00,12.0,,,2026-04-16 07:59:49+02:00,3.0,2026-04-16 07:38:47+02:00,3.0,2026-04-16 07:15:50+02:00,3.0,2026-04-16 07:02:00+02:00,6.0,,
PAUL64,Sud,,,2026-04-16 08:07:34+02:00,5.0,2026-04-16 08:02:44+02:00,3.0,2026-04-16 07:41:47+02:00,3.0,2026-04-16 07:18:50+02:00,3.0,,,2026-04-16 07:12:00+02:00,6.0
LORE66,Sud,,,2026-04-16 08:10:44+02:00,3.0,2026-04-16 08:05:54+02:00,3.0,2026-04-16 07:44:47+02:00,3.0,2026-04-16 07:21:50+02:00,3.0,2026-04-16 07:08:00+02:00,6.0,,
KLEE68,Sud,,,2026-04-16 08:14:35+02:00,4.0,2026-04-16 08:08:54+02:00,3.0,2026-04-16 07:47:47+02:00,3.0,2026-04-16 07:24:50+02:00,3.0,,,2026-04-16 07:18:00+02:00,6.0
STIN70,Sud,2026-04-16 08:13:46+02:00,12.0,,,2026-04-16 08:11:49+02:00,3.0,2026-04-16 07:50:47+02:00,3.0,2026-04-16 07:27:50+02:00,3.0,2026-04-16 07:14:00+02:00,6.0,,
PAUL72,Sud,,,2026-04-16 08:19:34+02:00,5.0,2026-04-16 08:14:44+02:00,3.0,2026-04-16 07:53:47+02:00,3.0,2026-04-16 07:30:50+02:00,3.0,,,2026-04-16 07:24:00+02:00,6.0
LORE74,Sud,,,2026-04-16 08:22:44+02:00,3.0,2026-04-16 08:17:54+02:00,3.0,2026-04-16 07:56:47+02:00,3.0,2026-04-16 07:33:50+02:00,3.0,2026-04-16 07:20:00+02:00,6.0,,
KLEE76,Sud,,,2026-04-16 08:26:35+02:00,4.0,2026-04-16 08:20:54+02:00,3.0,2026-04-16 07:59:47+02:00,3.0,2026-04-16 07:36:50+02:00,3.0,,,2026-04-16 07:30:00+02:00,6.0
STIN78,Sud,2026-04-16 08:25:46+02:00,12.0,,,2026-04-16 08:23:49+02:00,3.0,2026-04-16 08:02:47+02:00,3.0,2026-04-16 07:39:50+02:00,3.0,2026-04-16 07:26:00+02:00,6.0,,
PAUL80,Sud,,,2026-04-16 08:31:34+02:00,5.0,2026-04-16 08:26:44+02:00,3.0,2026-04-16 08:05:47+02:00,3.0,2026-04-16 07:42:50+02:00,3.0,,,2026-04-16 07:36:00+02:00,6.0
LORE82,Sud,,,2026-04-16 08:34:44+02:00,3.0,2026-04-16 08:29:54+02:00,3.0,2026-04-16 08:08:47+02:00,3.0,2026-04-16 07:45:50+02:00,3.0,2026-04-16 07:32:00+02:00,6.0,,
KLEE84,Sud,,,2026-04-16 08:38:35+02:00,4.0,2026-04-16 08:32:54+02:00,3.0,2026-04-16 08:11:47+02:00,3.0,2026-04-16 07:48:50+02:00,3.0,,,2026-04-16 07:42:00+02:00,6.0
STIN86,Sud,2026-04-16 08:37:46+02:00,12.0,,,2026-04-16 08:35:49+02:00,3.0,2026-04-16 08:14:47+02:00,3.0,2026-04-16 07:51:50+02:00,3.0,2026-04-16 07:38:00+02:00,6.0,,
PAUL88,Sud,,,2026-04-16 08:43:34+02:00,5.0,2026-04-16 08:38:44+02:00,3.0,2026-04-16 08:17:47+02:00,3.0,2026-04-16 07:54:50+02:00,3.0,,,2026-04-16 07:48:00+02:00,6.0
LORE90,Sud,,,2026-04-16 08:46:44+02:00,2.0,2026-04-16 08:41:54+02:00,2.0,2026-04-16 08:20:47+02:00,3.0,2026-04-16 07:57:50+02:00,3.0,2026-04-16 07:44:00+02:00,6.0,,
KLEE92,Sud,,,2026-04-16 08:50:35+02:00,4.0,2026-04-16 08:44:54+02:00,3.0,2026-04-16 08:23:47+02:00,3.0,2026-04-16 08:00:50+02:00,3.0,,,2026-04-16 07:54:00+02:00,6.0
STIN94,Sud,2026-04-16 08:49:46+02:00,12.0,,,2026-04-16 08:47:49+02:00,3.0,2026-04-16 08:26:47+02:00,3.0,2026-04-16 08:03:50+02:00,3.0,2026-04-16 07:50:00+02:00,6.0,,
PAUL96,Sud,,,2026-04-16 08:55:34+02:00,5.0,2026-04-16 08:50:44+02:00,3.0,2026-04-16 08:29:47+02:00,3.0,2026-04-16 08:06:50+02:00,3.0,,,2026-04-16 08:00:00+02:00,6.0
LORE98,Sud,,,2026-04-16 08:58:44+02:00,3.0,2026-04-16 08:53:54+02:00,3.0,2026-04-16 08:32:47+02:00,3.0,2026-04-16 08:09:50+02:00,3.0,2026-04-16 07:56:00+02:00,6.0,,
KLAC02,Sud,,,2026-04-16 09:02:35+02:00,4.0,2026-04-16 08:56:54+02:00,3.0,2026-04-16 08:35:47+02:00,3.0,2026-04-16 08:12:50+02:00,3.0,,,2026-04-16 08:06:00+02:00,6.0
STRI04,Sud,2026-04-16 09:01:46+02:00,12.0,,,2026-04-16 08:59:49+02:00,3.0,2026-04-16 08:38:47+02:00,3.0,2026-04-16 08:15:50+02:00,3.0,2026-04-16 08:02:00+02:00,6.0,,
PAGE06,Sud,,,2026-04-16 09:07:34+02:00,5.0,2026-04-16 09:02:44+02:00,3.0,2026-04-16 08:41:47+02:00,3.0,2026-04-16 08:18:50+02:00,3.0,,,2026-04-16 08:12:00+02:00,6.0
LORD08,Sud,,,2026-04-16 09:10:44+02:00,3.0,2026-04-16 09:05:54+02:00,3.0,2026-04-16 08:44:47+02:00,3.0,2026-04-16 08:21:50+02:00,3.0,2026-04-16 08:08:00+02:00,6.0,,
KLAC10,Sud,,,2026-04-16 09:14:35+02:00,4.0,2026-04-16 09:08:54+02:00,3.0,2026-04-16 08:47:47+02:00,3.0,2026-04-16 08:24:50+02:00,3.0,,,2026-04-16 08:18:00+02:00,6.0
STRI12,Sud,2026-04-16 09:13:46+02:00,12.0,,,2026-04-16 09:11:49+02:00,3.0,2026-04-16 08:50:47+02:00,3.0,2026-04-16 08:27:50+02:00,3.0,2026-04-16 08:14:00+02:00,6.0,,
PAGE14,Sud,,,2026-04-16 09:19:34+02:00,5.0,2026-04-16 09:14:44+02:00,3.0,2026-04-16 08:53:47+02:00,3.0,2026-04-16 08:30:50+02:00,3.0,,,2026-04-16 08:24:00+02:00,6.0
LORD16,Sud,,,2026-04-16 09:22:44+02:00,3.0,2026-04-16 09:17:54+02:00,3.0,2026-04-16 08:56:47+02:00,3.0,2026-04-16 08:33:50+02:00,3.0,2026-04-16 08:20:00+02:00,6.0,,
KLAC18,Sud,,,2026-04-16 09:26:35+02:00,4.0,2026-04-16 09:20:54+02:00,3.0,2026-04-16 08:59:47+02:00,3.0,2026-04-16 08:36:50+02:00,3.0,,,2026-04-16 08:30:00+02:00,6.0
STRI20,Sud,2026-04-16 09:25:46+02:00,12.0,,,2026-04-16 09:23:49+02:00,3.0,2026-04-16 09:02:47+02:00,3.0,2026-04-16 08:39:50+02:00,3.0,2026-04-16 08:26:00+02:00,6.0,,
PPIT22,Sud,,,2026-04-16 09:31:44+02:00,5.0,2026-04-16 09:26:54+02:00,3.0,2026-04-16 09:05:47+02:00,3.0,2026-04-16 08:42:50+02:00,3.0,,,2026-04-16 08:36:00+02:00,6.0
USER24,Sud,,,,,,,2026-04-16 09:08:47+02:00,3.0,2026-04-16 08:45:50+02:00,3.0,2026-04-16 08:32:00+02:00,6.0,,
KFON26,Sud,,,2026-04-16 09:37:40+02:00,6.0,2026-04-16 09:32:09+02:00,5.0,2026-04-16 09:11:47+02:00,3.0,2026-04-16 08:48:50+02:00,3.0,,,2026-04-16 08:42:00+02:00,6.0
USER28,Sud,,,,,,,2026-04-16 09:14:47+02:00,3.0,2026-04-16 08:51:50+02:00,3.0,2026-04-16 08:38:00+02:00,6.0,,
SORI30,Sud,2026-04-16 09:40:46+02:00,15.0,,,2026-04-16 09:38:49+02:00,7.0,2026-04-16 09:17:47+02:00,3.0,2026-04-16 08:54:50+02:00,3.0,,,2026-04-16 08:48:00+02:00,6.0
USER32,Sud,,,,,,,2026-04-16 09:20:47+02:00,3.0,2026-04-16 08:57:50+02:00,3.0,2026-04-16 08:44:00+02:00,6.0,,
PLAC34,Sud,,,2026-04-16 09:44:37+02:00,7.0,2026-04-16 09:40:02+02:00,1.0,2026-04-16 09:23:47+02:00,3.0,2026-04-16 09:00:50+02:00,3.0,,,2026-04-16 08:54:00+02:00,6.0
KOCQ36,Sud,,,2026-04-16 09:52:40+02:00,8.0,2026-04-16 09:47:09+02:00,7.0,2026-04-16 09:26:47+02:00,3.0,2026-04-16 09:03:50+02:00,3.0,2026-04-16 08:50:00+02:00,6.0,,
ULMS38,Sud,,,,,,,2026-04-16 09:29:47+02:00,3.0,2026-04-16 09:06:50+02:00,3.0,2026-04-16 08:55:40+02:00,6.0,,
SORI40,Sud,2026-04-16 09:55:46+02:00,15.0,,,2026-04-16 09:53:49+02:00,7.0,2026-04-16 09:32:47+02:00,3.0,2026-04-16 09:10:00+02:00,3.0,,,2026-04-16 09:03:00+02:00,9.0
PIER42,Sud,,,2026-04-16 09:59:37+02:00,7.0,2026-04-16 09:55:02+02:00,1.0,2026-04-16 09:38:47+02:00,6.0,2026-04-16 09:15:50+02:00,6.0,2026-04-16 09:02:00+02:00,6.0,,
KARI44,Sud,,,2026-04-16 10:07:10+02:00,8.0,2026-04-16 10:01:54+02:00,7.0,2026-04-16 09:41:47+02:00,3.0,2026-04-16 09:19:50+02:00,4.0,2026-04-16 09:07:40+02:00,6.0,,
SORI46,Sud,2026-04-16 10:09:51+02:00,14.0,,,2026-04-16 10:07:59+02:00,6.0,2026-04-16 09:47:47+02:00,6.0,2026-04-16 09:24:50+02:00,5.0,,,2026-04-16 09:18:00+02:00,15.0
PIER48,Sud,,,2026-04-16 10:14:37+02:00,7.0,2026-04-16 10:10:02+02:00,2.0,2026-04-16 09:53:47+02:00,6.0,2026-04-16 09:30:50+02:00,6.0,2026-04-16 09:14:40+02:00,7.0,,
KARI50,Sud,,,2026-04-16 10:22:10+02:00,8.0,2026-04-16 10:16:54+02:00,7.0,2026-04-16 09:56:47+02:00,3.0,2026-04-16 09:36:50+02:00,6.0,2026-04-16 09:25:40+02:00,11.0,,
SORI52,Sud,2026-04-16 10:24:51+02:00,15.0,,,2026-04-16 10:22:59+02:00,6.0,2026-04-16 10:02:47+02:00,6.0,2026-04-16 09:39:50+02:00,3.0,,,2026-04-16 09:33:00+02:00,15.0
PIER54,Sud,,,2026-04-16 10:29:37+02:00,7.0,2026-04-16 10:25:02+02:00,2.0,2026-04-16 10:08:47+02:00,6.0,2026-04-16 09:45:50+02:00,6.0,2026-04-16 09:32:00+02:00,6.0,,
KARI56,Sud,,,2026-04-16 10:37:10+02:00,8.0,2026-04-16 10:31:54+02:00,7.0,2026-04-16 10:11:47+02:00,3.0,2026-04-16 09:49:50+02:00,4.0,2026-04-16 09:37:40+02:00,6.0,,
SORI58,Sud,2026-04-16 10:39:51+02:00,15.0,,,2026-04-16 10:37:59+02:00,6.0,2026-04-16 10:17:47+02:00,6.0,2026-04-16 09:54:50+02:00,5.0,,,2026-04-16 09:48:00+02:00,15.0
PIER60,Sud,,,2026-04-16 10:44:37+02:00,7.0,2026-04-16 10:40:02+02:00,2.0,2026-04-16 10:23:47+02:00,6.0,2026-04-16 10:00:50+02:00,6.0,2026-04-16 09:43:40+02:00,6.0,,
KARI62,Sud,,,2026-04-16 10:52:10+02:00,8.0,2026-04-16 10:46:54+02:00,7.0,2026-04-16 10:26:47+02:00,3.0,2026-04-16 10:04:50+02:00,4.0,2026-04-16 09:49:40+02:00,6.0,,
SORI64,Sud,2026-04-16 10:54:51+02:00,15.0,,,2026-04-16 10:52:59+02:00,6.0,2026-04-16 10:32:47+02:00,6.0,2026-04-16 10:09:50+02:00,5.0,,,2026-04-16 10:03:00+02:00,15.0
PIGE66,Sud,,,2026-04-16 10:59:37+02:00,7.0,2026-04-16 10:55:02+02:00,2.0,2026-04-16 10:38:47+02:00,6.0,2026-04-16 10:15:50+02:00,6.0,2026-04-16 10:01:40+02:00,12.0,,
KAPE68,Sud,,,2026-04-16 11:07:10+02:00,8.0,2026-04-16 11:01:54+02:00,7.0,2026-04-16 10:41:47+02:00,3.0,2026-04-16 10:19:50+02:00,4.0,2026-04-16 10:07:40+02:00,6.0,,
SORI70,Sud,2026-04-16 11:09:51+02:00,15.0,,,2026-04-16 11:07:59+02:00,6.0,2026-04-16 10:47:47+02:00,6.0,2026-04-16 10:24:50+02:00,5.0,,,2026-04-16 10:18:00+02:00,15.0
PIER72,Sud,,,2026-04-16 11:14:37+02:00,7.0,2026-04-16 11:10:02+02:00,2.0,2026-04-16 10:53:47+02:00,6.0,2026-04-16 10:30:50+02:00,6.0,2026-04-16 10:17:10+02:00,10.0,,
KARI74,Sud,,,2026-04-16 11:22:10+02:00,8.0,2026-04-16 11:16:54+02:00,7.0,2026-04-16 10:56:47+02:00,3.0,2026-04-16 10:36:50+02:00,6.0,2026-04-16 10:24:20+02:00,7.0,,
SORI76,Sud,2026-04-16 11:24:51+02:00,15.0,,,2026-04-16 11:22:59+02:00,6.0,2026-04-16 11:02:47+02:00,6.0,2026-04-16 10:39:50+02:00,3.0,,,2026-04-16 10:33:00+02:00,15.0
PIER78,Sud,,,2026-04-16 11:29:37+02:00,7.0,2026-04-16 11:25:02+02:00,2.0,2026-04-16 11:08:47+02:00,6.0,2026-04-16 10:45:50+02:00,6.0,2026-04-16 10:32:10+02:00,8.0,,
KARI80,Sud,,,2026-04-16 11:37:10+02:00,8.0,2026-04-16 11:31:54+02:00,7.0,2026-04-16 11:11:47+02:00,3.0,2026-04-16 10:51:50+02:00,6.0,2026-04-16 10:39:20+02:00,7.0,,
SORI82,Sud,2026-04-16 11:39:51+02:00,15.0,,,2026-04-16 11:37:59+02:00,6.0,2026-04-16 11:17:47+02:00,6.0,2026-04-16 10:54:50+02:00,3.0,,,2026-04-16 10:48:00+02:00,15.0
PIER84,Sud,,,2026-04-16 11:44:37+02:00,7.0,2026-04-16 11:40:02+02:00,2.0,2026-04-16 11:23:47+02:00,6.0,2026-04-16 11:00:50+02:00,6.0,2026-04-16 10:47:10+02:00,8.0,,
KARI86,Sud,,,2026-04-16 11:52:10+02:00,8.0,2026-04-16 11:46:54+02:00,7.0,2026-04-16 11:26:47+02:00,3.0,2026-04-16 11:04:50+02:00,4.0,2026-04-16 10:53:40+02:00,7.0,,
SORI88,Sud,2026-04-16 11:54:51+02:00,15.0,,,2026-04-16 11:52:59+02:00,6.0,2026-04-16 11:32:47+02:00,6.0,2026-04-16 11:09:40+02:00,5.0,,,2026-04-16 11:01:50+02:00,14.0
PIER90,Sud,,,2026-04-16 11:59:37+02:00,7.0,2026-04-16 11:55:02+02:00,2.0,2026-04-16 11:38:47+02:00,6.0,2026-04-16 11:15:50+02:00,6.0,2026-04-16 11:02:10+02:00,9.0,,
KARI92,Sud,,,2026-04-16 12:07:10+02:00,8.0,2026-04-16 12:01:54+02:00,7.0,2026-04-16 11:41:47+02:00,3.0,2026-04-16 11:21:50+02:00,6.0,2026-04-16 11:09:20+02:00,7.0,,
SORI94,Sud,2026-04-16 12:09:51+02:00,15.0,,,2026-04-16 12:07:59+02:00,6.0,2026-04-16 11:47:47+02:00,6.0,2026-04-16 11:24:50+02:00,3.0,,,2026-04-16 11:18:00+02:00,16.0
PIER96,Sud,,,2026-04-16 12:14:37+02:00,7.0,2026-04-16 12:10:02+02:00,2.0,2026-04-16 11:53:47+02:00,6.0,2026-04-16 11:30:50+02:00,6.0,2026-04-16 11:17:10+02:00,8.0,,
KARI98,Sud,,,2026-04-16 12:22:10+02:00,8.0,2026-04-16 12:16:54+02:00,7.0,2026-04-16 11:56:47+02:00,3.0,2026-04-16 11:36:50+02:00,6.0,2026-04-16 11:24:20+02:00,7.0,,
SOSO02,Sud,2026-04-16 12:24:51+02:00,15.0,,,2026-04-16 12:22:59+02:00,6.0,2026-04-16 12:02:47+02:00,6.0,2026-04-16 11:39:50+02:00,3.0,,,2026-04-16 11:33:00+02:00,15.0
PIST04,Sud,,,2026-04-16 12:29:37+02:00,7.0,2026-04-16 12:25:02+02:00,2.0,2026-04-16 12:08:47+02:00,6.0,2026-04-16 11:45:50+02:00,6.0,2026-04-16 11:32:10+02:00,8.0,,
KALI06,Sud,,,2026-04-16 12:37:10+02:00,8.0,2026-04-16 12:31:54+02:00,7.0,2026-04-16 12:11:47+02:00,3.0,2026-04-16 11:51:50+02:00,6.0,2026-04-16 11:39:20+02:00,7.0,,
SOSO08,Sud,2026-04-16 12:39:51+02:00,15.0,,,2026-04-16 12:37:59+02:00,6.0,2026-04-16 12:17:47+02:00,6.0,2026-04-16 11:54:50+02:00,3.0,,,2026-04-16 11:48:00+02:00,15.0
PIST10,Sud,,,2026-04-16 12:44:37+02:00,7.0,2026-04-16 12:40:02+02:00,2.0,2026-04-16 12:23:47+02:00,6.0,2026-04-16 12:00:50+02:00,6.0,2026-04-16 11:47:10+02:00,8.0,,
KALI12,Sud,,,2026-04-16 12:52:10+02:00,8.0,2026-04-16 12:46:54+02:00,7.0,2026-04-16 12:26:47+02:00,3.0,2026-04-16 12:04:50+02:00,4.0,2026-04-16 11:53:40+02:00,7.0,,
SOSO14,Sud,2026-04-16 12:54:51+02:00,15.0,,,2026-04-16 12:52:59+02:00,6.0,2026-04-16 12:32:47+02:00,6.0,2026-04-16 12:09:40+02:00,5.0,,,2026-04-16 12:01:50+02:00,14.0
PIST16,Sud,,,2026-04-16 12:59:37+02:00,7.0,2026-04-16 12:55:02+02:00,2.0,2026-04-16 12:38:47+02:00,6.0,2026-04-16 12:15:50+02:00,6.0,2026-04-16 12:02:10+02:00,9.0,,
KALI18,Sud,,,2026-04-16 13:07:10+02:00,8.0,2026-04-16 13:01:54+02:00,7.0,2026-04-16 12:41:47+02:00,3.0,2026-04-16 12:21:50+02:00,6.0,2026-04-16 12:09:20+02:00,7.0,,
SOSO20,Sud,2026-04-16 13:09:51+02:00,15.0,,,2026-04-16 13:07:59+02:00,6.0,2026-04-16 12:47:47+02:00,6.0,2026-04-16 12:24:50+02:00,3.0,,,2026-04-16 12:18:00+02:00,16.0
PIST22,Sud,,,2026-04-16 13:14:37+02:00,7.0,2026-04-16 13:10:02+02:00,2.0,2026-04-16 12:53:47+02:00,6.0,2026-04-16 12:30:50+02:00,6.0,2026-04-16 12:17:10+02:00,8.0,,
KALI24,Sud,,,2026-04-16 13:22:10+02:00,8.0,2026-04-16 13:16:54+02:00,7.0,2026-04-16 12:56:47+02:00,3.0,2026-04-16 12:36:50+02:00,6.0,2026-04-16 12:24:20+02:00,7.0,,
SOSO26,Sud,2026-04-16 13:24:51+02:00,15.0,,,2026-04-16 13:22:59+02:00,6.0,2026-04-16 13:02:47+02:00,6.0,2026-04-16 12:39:50+02:00,3.0,,,2026-04-16 12:33:00+02:00,15.0
PIST28,Sud,,,2026-04-16 13:29:37+02:00,7.0,2026-04-16 13:25:02+02:00,2.0,2026-04-16 13:08:47+02:00,6.0,2026-04-16 12:45:50+02:00,6.0,2026-04-16 12:32:10+02:00,8.0,,
KALI30,Sud,,,2026-04-16 13:37:10+02:00,8.0,2026-04-16 13:31:54+02:00,7.0,2026-04-16 13:11:47+02:00,3.0,2026-04-16 12:51:20+02:00,6.0,2026-04-16 12:39:20+02:00,7.0,,
SOSO32,Sud,2026-04-16 13:39:51+02:00,15.0,,,2026-04-16 13:37:59+02:00,6.0,2026-04-16 13:17:47+02:00,6.0,2026-04-16 12:54:50+02:00,4.0,,,2026-04-16 12:48:00+02:00,15.0
PIST34,Sud,,,2026-04-16 13:44:37+02:00,7.0,2026-04-16 13:40:02+02:00,2.0,2026-04-16 13:23:47+02:00,6.0,2026-04-16 13:00:50+02:00,6.0,2026-04-16 12:47:10+02:00,8.0,,
KALI36,Sud,,,2026-04-16 13:52:10+02:00,8.0,2026-04-16 13:46:54+02:00,7.0,2026-04-16 13:26:47+02:00,3.0,2026-04-16 13:06:20+02:00,6.0,2026-04-16 12:54:20+02:00,7.0,,
SOSO38,Sud,2026-04-16 13:54:51+02:00,15.0,,,2026-04-16 13:52:59+02:00,6.0,2026-04-16 13:32:47+02:00,6.0,2026-04-16 13:09:50+02:00,4.0,,,2026-04-16 13:03:00+02:00,15.0
PIST40,Sud,,,2026-04-16 13:59:37+02:00,7.0,2026-04-16 13:55:02+02:00,2.0,2026-04-16 13:38:47+02:00,6.0,2026-04-16 13:15:50+02:00,6.0,2026-04-16 13:02:10+02:00,8.0,,
KALI42,Sud,,,2026-04-16 14:07:10+02:00,8.0,2026-04-16 14:01:54+02:00,7.0,2026-04-16 13:41:47+02:00,3.0,2026-04-16 13:21:50+02:00,6.0,2026-04-16 13:09:20+02:00,7.0,,
SOSO44,Sud,2026-04-16 14:09:51+02:00,15.0,,,2026-04-16 14:07:59+02:00,6.0,2026-04-16 13:47:47+02:00,6.0,2026-04-16 13:24:50+02:00,3.0,,,2026-04-16 13:18:00+02:00,15.0
PIST46,Sud,,,2026-04-16 14:14:37+02:00,7.0,2026-04-16 14:10:02+02:00,2.0,2026-04-16 13:53:47+02:00,6.0,2026-04-16 13:30:50+02:00,6.0,2026-04-16 13:17:10+02:00,8.0,,
KALI48,Sud,,,2026-04-16 14:22:10+02:00,8.0,2026-04-16 14:16:54+02:00,7.0,2026-04-16 13:56:47+02:00,3.0,,,,,,
SOSO50,Sud,2026-04-16 14:24:51+02:00,15.0,,,2026-04-16 14:22:59+02:00,6.0,2026-04-16 14:02:47+02:00,6.0,,,,,,
PIST52,Sud,,,2026-04-16 14:29:37+02:00,7.0,2026-04-16 14:25:02+02:00,2.0,2026-04-16 14:08:47+02:00,6.0,,,,,,
KALI54,Sud,,,2026-04-16 14:37:10+02:00,8.0,2026-04-16 14:31:54+02:00,7.0,2026-04-16 14:11:47+02:00,3.0,,,,,,
SOSO56,Sud,2026-04-16 14:39:51+02:00,15.0,,,2026-04-16 14:37:59+02:00,6.0,2026-04-16 14:17:47+02:00,6.0,2026-04-16 13:54:50+02:00,24.0,,,,
PIST58,Sud,,,2026-04-16 14:44:37+02:00,7.0,2026-04-16 14:40:02+02:00,2.0,2026-04-16 14:23:47+02:00,6.0,2026-04-16 14:00:50+02:00,6.0,,,,
KALI60,Sud,,,2026-04-16 14:52:10+02:00,8.0,2026-04-16 14:46:54+02:00,7.0,2026-04-16 14:26:47+02:00,3.0,2026-04-16 14:06:50+02:00,6.0,,,,
SOSO62,Sud,2026-04-16 14:54:51+02:00,15.0,,,2026-04-16 14:52:59+02:00,6.0,2026-04-16 14:32:47+02:00,6.0,2026-04-16 14:09:50+02:00,3.0,,,2026-04-16 14:03:00+02:00,45.0
PIST64,Sud,,,2026-04-16 14:59:37+02:00,7.0,2026-04-16 14:55:02+02:00,2.0,2026-04-16 14:38:47+02:00,6.0,2026-04-16 14:15:50+02:00,6.0,2026-04-16 14:02:10+02:00,45.0,,
KALI66,Sud,,,2026-04-16 15:07:10+02:00,8.0,2026-04-16 15:01:54+02:00,7.0,2026-04-16 14:41:47+02:00,3.0,2026-04-16 14:21:50+02:00,6.0,2026-04-16 14:09:20+02:00,7.0,,
SOSO68,Sud,2026-04-16 15:09:51+02:00,15.0,,,2026-04-16 15:07:59+02:00,6.0,2026-04-16 14:47:47+02:00,6.0,2026-04-16 14:24:50+02:00,3.0,,,2026-04-16 14:18:00+02:00,15.0
PIST70,Sud,,,2026-04-16 15:14:37+02:00,7.0,2026-04-16 15:10:02+02:00,2.0,2026-04-16 14:53:47+02:00,6.0,2026-04-16 14:30:50+02:00,6.0,2026-04-16 14:17:10+02:00,8.0,,
KALI72,Sud,,,2026-04-16 15:22:10+02:00,8.0,2026-04-16 15:16:54+02:00,7.0,2026-04-16 14:56:47+02:00,3.0,2026-04-16 14:36:50+02:00,6.0,2026-04-16 14:24:20+02:00,7.0,,
SOSO74,Sud,2026-04-16 15:24:51+02:00,15.0,,,2026-04-16 15:22:59+02:00,6.0,2026-04-16 15:02:47+02:00,6.0,2026-04-16 14:39:50+02:00,3.0,,,2026-04-16 14:33:00+02:00,15.0
PIST76,Sud,,,2026-04-16 15:29:37+02:00,7.0,2026-04-16 15:25:02+02:00,2.0,2026-04-16 15:08:47+02:00,6.0,2026-04-16 14:45:50+02:00,6.0,2026-04-16 14:32:10+02:00,8.0,,
KALI78,Sud,,,2026-04-16 15:37:10+02:00,8.0,2026-04-16 15:31:54+02:00,7.0,2026-04-16 15:11:47+02:00,3.0,2026-04-16 14:51:50+02:00,6.0,2026-04-16 14:39:20+02:00,7.0,,
SOSO80,Sud,2026-04-16 15:39:51+02:00,15.0,,,2026-04-16 15:37:59+02:00,6.0,2026-04-16 15:17:47+02:00,6.0,2026-04-16 14:54:50+02:00,3.0,,,2026-04-16 14:48:00+02:00,15.0
PIST82,Sud,,,2026-04-16 15:44:37+02:00,7.0,2026-04-16 15:40:02+02:00,2.0,2026-04-16 15:23:47+02:00,6.0,2026-04-16 15:00:50+02:00,6.0,2026-04-16 14:47:10+02:00,8.0,,
KALI84,Sud,,,2026-04-16 15:52:10+02:00,8.0,2026-04-16 15:46:54+02:00,7.0,2026-04-16 15:26:47+02:00,3.0,2026-04-16 15:06:50+02:00,6.0,2026-04-16 14:54:20+02:00,7.0,,
SOSO86,Sud,2026-04-16 15:54:51+02:00,15.0,,,2026-04-16 15:52:59+02:00,6.0,2026-04-16 15:32:47+02:00,6.0,2026-04-16 15:09:50+02:00,3.0,,,2026-04-16 15:03:00+02:00,15.0
PIST88,Sud,,,2026-04-16 15:59:37+02:00,7.0,2026-04-16 15:55:02+02:00,2.0,2026-04-16 15:38:47+02:00,6.0,2026-04-16 15:15:50+02:00,6.0,2026-04-16 15:02:10+02:00,8.0,,
KALI90,Sud,,,2026-04-16 16:07:10+02:00,8.0,2026-04-16 16:01:54+02:00,7.0,2026-04-16 15:41:47+02:00,3.0,2026-04-16 15:21:50+02:00,6.0,2026-04-16 15:09:20+02:00,7.0,,
SOSO92,Sud,2026-04-16 16:09:51+02:00,15.0,,,2026-04-16 16:07:59+02:00,6.0,2026-04-16 15:47:47+02:00,6.0,2026-04-16 15:24:50+02:00,3.0,,,2026-04-16 15:18:00+02:00,15.0
PIST94,Sud,,,2026-04-16 16:14:37+02:00,7.0,2026-04-16 16:10:02+02:00,2.0,2026-04-16 15:53:47+02:00,6.0,2026-04-16 15:30:50+02:00,6.0,2026-04-16 15:17:10+02:00,8.0,,
KALI96,Sud,,,2026-04-16 16:22:10+02:00,8.0,2026-04-16 16:16:54+02:00,7.0,2026-04-16 15:56:47+02:00,3.0,2026-04-16 15:36:50+02:00,6.0,2026-04-16 15:24:20+02:00,7.0,,
SOSO98,Sud,2026-04-16 16:24:51+02:00,15.0,,,2026-04-16 16:22:59+02:00,6.0,2026-04-16 16:02:47+02:00,6.0,2026-04-16 15:39:50+02:00,3.0,,,2026-04-16 15:33:00+02:00,15.0
PINA02,Sud,,,2026-04-16 16:29:37+02:00,7.0,2026-04-16 16:25:02+02:00,2.0,2026-04-16 16:08:47+02:00,6.0,2026-04-16 15:45:50+02:00,6.0,2026-04-16 15:32:10+02:00,8.0,,
KANE04,Sud,,,2026-04-16 16:37:10+02:00,8.0,2026-04-16 16:31:54+02:00,7.0,2026-04-16 16:11:47+02:00,3.0,2026-04-16 15:51:50+02:00,6.0,2026-04-16 15:39:20+02:00,7.0,,
SOME06,Sud,2026-04-16 16:39:51+02:00,15.0,,,2026-04-16 16:37:59+02:00,6.0,2026-04-16 16:17:47+02:00,6.0,2026-04-16 15:54:50+02:00,3.0,,,2026-04-16 15:48:00+02:00,15.0
