mission,direction,heure_re_sceaux,delta_sceaux,heure_re_antony,delta_antony,heure_re_bourg_la_reine,delta_bourg_la_reine,heure_re_chatelet,delta_chatelet,heure_re_aulnay,delta_aulnay,heure_re_cdg1,delta_cdg1,heure_re_vert_galant,delta_vert_galant
EMMY37,Nord,,,9.0,4.0,9.0,3.0,9.0,3.0,9.0,3.0,10.0,6.0,,
IDOR41,Nord,,,9.0,11.0,9.0,12.0,9.0,12.0,10.0,12.0,,,10.0,15.0
EPAF43,Nord,,,9.0,9.0,9.0,8.0,9.0,3.0,10.0,3.0,10.0,15.0,,
EMIR65,Nord,,,,,,,,,8.0,8.0,8.0,8.0,,
IVAN59,Nord,,,,,,,,,7.0,4.0,,,8.0,
ELFE69,Nord,,,,,,,,,8.0,3.0,8.0,5.0,,
GUAD63,Nord,,,,,,,,,,,,,,
ELFE53,Nord,,,,,,,,,,,7.0,5.0,,
EMIR57,Nord,,,,,,,,,7.0,,8.0,6.0,,
EAST49,Nord,,,,,,,,,,,7.0,,,
ELFE61,Nord,,,,,,,,,7.0,2.0,8.0,6.0,,
IVAN67,Nord,,,,,,,,,8.0,2.0,,,8.0,12.0
IVAN51,Nord,,,,,,,,,,,,,,
STIN70,Sud,8.0,10.0,,,8.0,3.0,7.0,,,,,,,
PAUL72,Sud,,,8.0,6.0,8.0,3.0,7.0,3.0,,,,,,
LORE74,Sud,,,8.0,4.0,8.0,4.0,7.0,4.0,,,,,,
KLEE76,Sud,,,8.0,3.0,8.0,3.0,7.0,2.0,,,,,,
STIN78,Sud,8.0,12.0,,,8.0,3.0,8.0,3.0,,,,,,
PAUL80,Sud,,,8.0,5.0,8.0,2.0,8.0,4.0,,,,,,
LORE82,Sud,,,8.0,6.0,8.0,6.0,8.0,4.0,,,,,,
KLEE84,Sud,,,8.0,2.0,8.0,1.0,8.0,1.0,,,,,,
STIN86,Sud,8.0,11.0,,,8.0,3.0,8.0,3.0,7.0,,,,,
PAUL88,Sud,,,8.0,5.0,8.0,3.0,8.0,3.0,7.0,3.0,,,,
LORE90,Sud,,,8.0,4.0,8.0,4.0,8.0,3.0,7.0,3.0,,,,
KLEE92,Sud,,,8.0,5.0,8.0,4.0,8.0,4.0,8.0,3.0,,,7.0,
STIN94,Sud,8.0,12.0,,,8.0,2.0,8.0,2.0,8.0,4.0,7.0,,,
PAUL96,Sud,,,8.0,4.0,8.0,3.0,8.0,3.0,8.0,3.0,,,8.0,7.0
LORE98,Sud,,,8.0,3.0,8.0,3.0,8.0,2.0,8.0,2.0,7.0,6.0,,
KLAC02,Sud,,,9.0,4.0,8.0,3.0,8.0,3.0,8.0,3.0,,,8.0,5.0
STRI04,Sud,9.0,12.0,,,8.0,3.0,8.0,3.0,8.0,3.0,8.0,6.0,,
PAGE06,Sud,,,9.0,5.0,9.0,3.0,8.0,3.0,8.0,3.0,,,8.0,6.0
LORD08,Sud,,,9.0,3.0,9.0,3.0,8.0,3.0,8.0,3.0,8.0,6.0,,
KLAC10,Sud,,,9.0,4.0,9.0,3.0,8.0,3.0,8.0,3.0,,,8.0,6.0
STRI12,Sud,9.0,12.0,,,9.0,3.0,8.0,3.0,8.0,3.0,8.0,6.0,,
PAGE14,Sud,,,9.0,5.0,9.0,3.0,8.0,3.0,8.0,3.0,,,8.0,6.0
LORD16,Sud,,,9.0,3.0,9.0,3.0,8.0,3.0,8.0,3.0,8.0,6.0,,
KLAC18,Sud,,,9.0,4.0,9.0,3.0,8.0,3.0,8.0,3.0,,,8.0,6.0
STRI20,Sud,9.0,12.0,,,9.0,3.0,9.0,3.0,8.0,3.0,8.0,6.0,,
PPIT22,Sud,,,9.0,5.0,9.0,3.0,9.0,3.0,8.0,3.0,,,8.0,6.0
USER24,Sud,,,9.0,2.0,9.0,1.0,9.0,3.0,8.0,3.0,8.0,6.0,,
KFON26,Sud,,,9.0,4.0,9.0,4.0,9.0,3.0,8.0,3.0,,,8.0,6.0
USER28,Sud,,,,,,,9.0,3.0,8.0,3.0,8.0,6.0,,
SORI30,Sud,9.0,15.0,,,9.0,7.0,9.0,3.0,8.0,3.0,,,8.0,6.0
USER32,Sud,,,,,,,9.0,3.0,8.0,3.0,8.0,6.0,,
PLAC34,Sud,,,9.0,7.0,9.0,1.0,9.0,3.0,9.0,3.0,,,8.0,6.0
KOCQ36,Sud,,,9.0,8.0,9.0,7.0,9.0,3.0,9.0,3.0,8.0,6.0,,
ULMS38,Sud,,,9.0,2.0,9.0,2.0,9.0,3.0,9.0,3.0,8.0,6.0,,
PIER42,Sud,,,9.0,5.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,,
KLEE60,Sud,,,8.0,3.0,7.0,2.0,,,,,,,,
PAUL64,Sud,,,8.0,6.0,8.0,3.0,,,,,,,,
LORE66,Sud,,,8.0,4.0,8.0,4.0,,,,,,,,
STIN54,Sud,7.0,,,,,,,,,,,,,
STIN62,Sud,8.0,14.0,,,8.0,4.0,,,,,,,,
KLEE52,Sud,,,7.0,,,,,,,,,,,
PUMA38,Sud,,,,,,,,,,,,,,
LORE42,Sud,,,,,,,,,,,,,,
PLIC36,Sud,,,,,,,,,,,,,,
PAUL48,Sud,,,,,,,,,,,,,,
LORE50,Sud,,,,,,,,,,,,,,
PAUL56,Sud,,,7.0,3.0,7.0,,,,,,,,,
LORE58,Sud,,,7.0,4.0,7.0,4.0,,,,,,,,
