mission,type_mission,destination,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,gare_depart,nb_arrets_desservis,date_observation
ELOI17,ELOI,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 08:28:33+02:00,2026-04-17 08:31:04+02:00,2026-04-17 08:32:48+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:35:06+02:00,2026-04-17 08:37:41+02:00,2026-04-17 08:39:26+02:00,2026-04-17 08:41:29+02:00,2026-04-17 08:43:16+02:00,2026-04-17 08:45:12+02:00,2026-04-17 08:48:02+02:00,2026-04-17 08:49:49+02:00,2026-04-17 08:51:23+02:00,2026-04-17 08:53:59+02:00,2026-04-17 08:56:00+02:00,2026-04-17 09:00:00+02:00,2026-04-17 09:05:10+02:00,2026-04-17 09:07:40+02:00,2026-04-17 09:10:50+02:00,2026-04-17 09:13:30+02:00,2026-04-17 09:15:40+02:00,2026-04-17 09:18:10+02:00,2026-04-17 09:21:30+02:00,2026-04-17 09:24:00+02:00,2026-04-17 09:26:20+02:00,2026-04-17 09:32:00+02:00,,,,,,Robinson,25,2026-04-17 08:10:02.694843+02:00
PLAC34,PLAC,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 10:11:06+02:00,2026-04-17 10:07:58+02:00,2026-04-17 10:06:00+02:00,2026-04-17 10:04:08+02:00,2026-04-17 10:02:11+02:00,2026-04-17 09:59:48+02:00,2026-04-17 09:57:27+02:00,2026-04-17 09:54:34+02:00,2026-04-17 09:52:29+02:00,2026-04-17 09:50:02+02:00,,,,2026-04-17 09:44:37+02:00,2026-04-17 09:42:42+02:00,,2026-04-17 09:40:02+02:00,,,,,2026-04-17 09:34:32+02:00,2026-04-17 09:31:54+02:00,2026-04-17 09:29:36+02:00,2026-04-17 09:28:01+02:00,2026-04-17 09:26:09+02:00,2026-04-17 09:23:47+02:00,2026-04-17 09:20:00+02:00,2026-04-17 09:14:20+02:00,2026-04-17 09:11:30+02:00,2026-04-17 09:08:00+02:00,2026-04-17 09:05:10+02:00,2026-04-17 09:03:00+02:00,2026-04-17 09:00:50+02:00,,,,,,2026-04-17 08:57:10+02:00,2026-04-17 08:54:00+02:00,2026-04-17 08:50:50+02:00,2026-04-17 08:47:00+02:00,Mitry - Claye,30,2026-04-17 08:10:02.694843+02:00
GUAD79,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 08:10:40+02:00,2026-04-17 08:13:50+02:00,2026-04-17 08:16:30+02:00,2026-04-17 08:18:40+02:00,,,,,,,,,,,La Courneuve - Aubervilliers,4,2026-04-17 08:10:02.694843+02:00
PAUL56,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:19:18+02:00,2026-04-17 08:16:10+02:00,2026-04-17 08:14:12+02:00,2026-04-17 08:12:20+02:00,2026-04-17 08:10:23+02:00,2026-04-17 08:08:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Guichet,6,2026-04-17 08:10:02.694843+02:00
KLEE76,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 08:31:12+02:00,2026-04-17 08:29:23+02:00,,2026-04-17 08:26:35+02:00,2026-04-17 08:24:40+02:00,2026-04-17 08:22:46+02:00,2026-04-17 08:20:54+02:00,2026-04-17 08:18:11+02:00,2026-04-17 08:16:23+02:00,2026-04-17 08:14:15+02:00,2026-04-17 08:12:19+02:00,2026-04-17 08:10:32+02:00,2026-04-17 08:07:54+02:00,2026-04-17 08:05:36+02:00,,,,,,,,,,,,,,,,,,,,Port Royal,13,2026-04-17 08:10:02.694843+02:00
STRI12,STRI,Robinson,,2026-04-17 09:15:31+02:00,2026-04-17 09:13:46+02:00,,,,,,,,,,,,,,,,,,2026-04-17 09:11:49+02:00,2026-04-17 09:09:01+02:00,2026-04-17 09:07:23+02:00,2026-04-17 09:05:15+02:00,2026-04-17 09:03:19+02:00,2026-04-17 09:01:32+02:00,2026-04-17 08:58:54+02:00,2026-04-17 08:56:36+02:00,2026-04-17 08:55:01+02:00,2026-04-17 08:53:09+02:00,2026-04-17 08:50:47+02:00,2026-04-17 08:47:00+02:00,2026-04-17 08:41:20+02:00,2026-04-17 08:38:30+02:00,2026-04-17 08:35:00+02:00,2026-04-17 08:32:10+02:00,2026-04-17 08:30:00+02:00,2026-04-17 08:27:50+02:00,2026-04-17 08:24:10+02:00,2026-04-17 08:21:20+02:00,2026-04-17 08:19:20+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:06:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-17 08:10:02.694843+02:00
IRUS35,IRUS,Mitry - Claye,,,,,,,,,,,,,,2026-04-17 08:49:33+02:00,2026-04-17 08:51:48+02:00,2026-04-17 08:53:46+02:00,,2026-04-17 08:56:39+02:00,2026-04-17 08:58:25+02:00,2026-04-17 09:00:08+02:00,2026-04-17 09:02:17+02:00,2026-04-17 09:04:46+02:00,2026-04-17 09:06:31+02:00,2026-04-17 09:08:34+02:00,2026-04-17 09:10:21+02:00,2026-04-17 09:12:12+02:00,2026-04-17 09:15:02+02:00,2026-04-17 09:16:49+02:00,2026-04-17 09:18:23+02:00,2026-04-17 09:20:59+02:00,2026-04-17 09:23:00+02:00,2026-04-17 09:27:00+02:00,2026-04-17 09:32:10+02:00,2026-04-17 09:34:40+02:00,2026-04-17 09:37:50+02:00,2026-04-17 09:40:30+02:00,2026-04-17 09:42:40+02:00,2026-04-17 09:45:20+02:00,,,,,,2026-04-17 09:48:40+02:00,2026-04-17 09:51:30+02:00,2026-04-17 09:54:40+02:00,,Massy - Palaiseau,27,2026-04-17 08:10:02.694843+02:00
IDOR41,IDOR,Mitry - Claye,,,,2026-04-17 08:38:56+02:00,2026-04-17 08:42:07+02:00,2026-04-17 08:45:14+02:00,2026-04-17 08:47:10+02:00,2026-04-17 08:49:02+02:00,2026-04-17 08:51:42+02:00,2026-04-17 08:53:56+02:00,2026-04-17 08:56:03+02:00,2026-04-17 08:58:37+02:00,2026-04-17 09:00:28+02:00,2026-04-17 09:03:10+02:00,2026-04-17 09:05:25+02:00,2026-04-17 09:07:23+02:00,2026-04-17 09:08:58+02:00,2026-04-17 09:11:24+02:00,2026-04-17 09:13:15+02:00,2026-04-17 09:14:58+02:00,2026-04-17 09:17:17+02:00,2026-04-17 09:19:46+02:00,2026-04-17 09:21:31+02:00,2026-04-17 09:23:34+02:00,2026-04-17 09:25:21+02:00,2026-04-17 09:27:12+02:00,2026-04-17 09:30:02+02:00,2026-04-17 09:31:49+02:00,2026-04-17 09:33:23+02:00,2026-04-17 09:35:59+02:00,2026-04-17 09:38:00+02:00,2026-04-17 09:42:00+02:00,2026-04-17 09:47:10+02:00,2026-04-17 09:49:40+02:00,2026-04-17 09:52:50+02:00,2026-04-17 09:55:30+02:00,2026-04-17 09:57:40+02:00,2026-04-17 10:00:20+02:00,,,,,,2026-04-17 10:03:40+02:00,2026-04-17 10:06:30+02:00,2026-04-17 10:09:40+02:00,,Saint-Rémy-lès-Chevreuse,38,2026-04-17 08:10:02.694843+02:00
STIN94,STIN,Robinson,,2026-04-17 08:51:31+02:00,2026-04-17 08:49:46+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:47:49+02:00,2026-04-17 08:45:01+02:00,2026-04-17 08:43:23+02:00,2026-04-17 08:41:15+02:00,2026-04-17 08:39:19+02:00,2026-04-17 08:37:32+02:00,2026-04-17 08:34:54+02:00,2026-04-17 08:32:36+02:00,2026-04-17 08:31:01+02:00,2026-04-17 08:29:09+02:00,2026-04-17 08:26:47+02:00,2026-04-17 08:23:00+02:00,2026-04-17 08:17:20+02:00,2026-04-17 08:14:30+02:00,2026-04-17 08:11:00+02:00,,,,,,,,,,,,,Le Bourget,17,2026-04-17 08:10:02.694843+02:00
SORI30,SORI,Robinson,,2026-04-17 09:42:31+02:00,2026-04-17 09:40:46+02:00,,,,,,,,,,,,,,,,,,2026-04-17 09:38:49+02:00,2026-04-17 09:36:01+02:00,2026-04-17 09:34:23+02:00,2026-04-17 09:32:15+02:00,2026-04-17 09:30:19+02:00,2026-04-17 09:28:32+02:00,2026-04-17 09:25:54+02:00,2026-04-17 09:23:36+02:00,2026-04-17 09:22:01+02:00,2026-04-17 09:20:09+02:00,2026-04-17 09:17:47+02:00,2026-04-17 09:14:00+02:00,2026-04-17 09:08:20+02:00,2026-04-17 09:05:30+02:00,2026-04-17 09:02:00+02:00,2026-04-17 08:59:10+02:00,2026-04-17 08:57:00+02:00,2026-04-17 08:54:50+02:00,,,,,,2026-04-17 08:51:10+02:00,2026-04-17 08:48:00+02:00,2026-04-17 08:44:50+02:00,2026-04-17 08:41:00+02:00,Mitry - Claye,24,2026-04-17 08:10:02.694843+02:00
EMIR73,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 08:07:30+02:00,2026-04-17 08:09:40+02:00,2026-04-17 08:12:10+02:00,2026-04-17 08:15:30+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:20:20+02:00,2026-04-17 08:26:00+02:00,,,,,,Drancy,7,2026-04-17 08:10:02.694843+02:00
PAUL80,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:55:18+02:00,2026-04-17 08:52:10+02:00,2026-04-17 08:50:12+02:00,2026-04-17 08:48:20+02:00,2026-04-17 08:46:23+02:00,2026-04-17 08:44:00+02:00,,,,2026-04-17 08:38:09+02:00,,,,2026-04-17 08:31:34+02:00,2026-04-17 08:29:39+02:00,,2026-04-17 08:26:44+02:00,2026-04-17 08:24:01+02:00,2026-04-17 08:22:13+02:00,2026-04-17 08:20:05+02:00,2026-04-17 08:18:09+02:00,2026-04-17 08:16:27+02:00,2026-04-17 08:13:54+02:00,2026-04-17 08:11:36+02:00,2026-04-17 08:10:01+02:00,2026-04-17 08:08:09+02:00,2026-04-17 08:05:47+02:00,,,,,,,,,,,,,,,,,Châtelet les Halles,20,2026-04-17 08:10:02.694843+02:00
USER24,USER,Laplace,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 09:21:09+02:00,2026-04-17 09:19:27+02:00,2026-04-17 09:16:54+02:00,2026-04-17 09:14:36+02:00,2026-04-17 09:13:01+02:00,2026-04-17 09:11:09+02:00,2026-04-17 09:08:47+02:00,2026-04-17 09:05:00+02:00,2026-04-17 08:59:20+02:00,2026-04-17 08:56:30+02:00,2026-04-17 08:53:00+02:00,2026-04-17 08:50:10+02:00,2026-04-17 08:48:00+02:00,2026-04-17 08:45:50+02:00,2026-04-17 08:42:10+02:00,2026-04-17 08:39:20+02:00,2026-04-17 08:37:20+02:00,2026-04-17 08:32:00+02:00,2026-04-17 08:24:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),19,2026-04-17 08:10:02.694843+02:00
GUAD87,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 08:11:00+02:00,2026-04-17 08:15:00+02:00,2026-04-17 08:20:10+02:00,2026-04-17 08:22:40+02:00,2026-04-17 08:25:50+02:00,2026-04-17 08:28:30+02:00,2026-04-17 08:30:40+02:00,,,,,,,,,,,Châtelet les Halles,7,2026-04-17 08:10:02.694843+02:00
ELFE69,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 08:09:30+02:00,2026-04-17 08:12:00+02:00,2026-04-17 08:14:20+02:00,2026-04-17 08:20:00+02:00,,,,,,Sevran Beaudottes,4,2026-04-17 08:10:02.694843+02:00
STRI04,STRI,Robinson,,2026-04-17 09:03:31+02:00,2026-04-17 09:01:46+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:59:49+02:00,2026-04-17 08:57:01+02:00,2026-04-17 08:55:23+02:00,2026-04-17 08:53:15+02:00,2026-04-17 08:51:19+02:00,2026-04-17 08:49:32+02:00,2026-04-17 08:46:54+02:00,2026-04-17 08:44:36+02:00,2026-04-17 08:43:01+02:00,2026-04-17 08:41:09+02:00,2026-04-17 08:38:47+02:00,2026-04-17 08:35:00+02:00,2026-04-17 08:29:20+02:00,2026-04-17 08:26:30+02:00,2026-04-17 08:23:00+02:00,2026-04-17 08:20:10+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:15:50+02:00,2026-04-17 08:12:10+02:00,,,,,,,,,Sevran Beaudottes,21,2026-04-17 08:10:02.694843+02:00
KARI44,KARI,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 10:12:13+02:00,2026-04-17 10:10:29+02:00,2026-04-17 10:09:05+02:00,2026-04-17 10:07:10+02:00,2026-04-17 10:05:30+02:00,2026-04-17 10:03:41+02:00,2026-04-17 10:01:54+02:00,2026-04-17 09:59:26+02:00,2026-04-17 09:57:53+02:00,2026-04-17 09:55:55+02:00,2026-04-17 09:54:09+02:00,2026-04-17 09:52:32+02:00,2026-04-17 09:49:54+02:00,2026-04-17 09:47:36+02:00,2026-04-17 09:46:01+02:00,2026-04-17 09:44:09+02:00,2026-04-17 09:41:47+02:00,2026-04-17 09:38:00+02:00,,,,,,2026-04-17 09:19:50+02:00,,,,2026-04-17 09:07:40+02:00,2026-04-17 09:00:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),21,2026-04-17 08:10:02.694843+02:00
PAUL96,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:19:38+02:00,2026-04-17 09:16:20+02:00,2026-04-17 09:14:22+02:00,2026-04-17 09:12:25+02:00,2026-04-17 09:10:23+02:00,2026-04-17 09:08:00+02:00,,,,2026-04-17 09:02:09+02:00,,,,2026-04-17 08:55:34+02:00,2026-04-17 08:53:39+02:00,,2026-04-17 08:50:44+02:00,2026-04-17 08:48:01+02:00,2026-04-17 08:46:13+02:00,2026-04-17 08:44:05+02:00,2026-04-17 08:42:09+02:00,2026-04-17 08:40:27+02:00,2026-04-17 08:37:54+02:00,2026-04-17 08:35:36+02:00,2026-04-17 08:34:01+02:00,2026-04-17 08:32:09+02:00,2026-04-17 08:29:47+02:00,2026-04-17 08:26:00+02:00,2026-04-17 08:20:20+02:00,2026-04-17 08:17:30+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:11:10+02:00,,,,,,,,,,,,Drancy,25,2026-04-17 08:10:02.694843+02:00
KLAC18,KLAC,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 09:31:12+02:00,2026-04-17 09:29:23+02:00,,2026-04-17 09:26:35+02:00,2026-04-17 09:24:40+02:00,2026-04-17 09:22:46+02:00,2026-04-17 09:20:54+02:00,2026-04-17 09:18:11+02:00,2026-04-17 09:16:23+02:00,2026-04-17 09:14:15+02:00,2026-04-17 09:12:19+02:00,2026-04-17 09:10:32+02:00,2026-04-17 09:07:54+02:00,2026-04-17 09:05:36+02:00,2026-04-17 09:04:01+02:00,2026-04-17 09:02:09+02:00,2026-04-17 08:59:47+02:00,2026-04-17 08:56:00+02:00,2026-04-17 08:50:20+02:00,2026-04-17 08:47:30+02:00,2026-04-17 08:44:00+02:00,2026-04-17 08:41:10+02:00,2026-04-17 08:39:00+02:00,2026-04-17 08:36:50+02:00,,,,,,2026-04-17 08:33:10+02:00,2026-04-17 08:30:00+02:00,2026-04-17 08:26:50+02:00,2026-04-17 08:23:00+02:00,Mitry - Claye,27,2026-04-17 08:10:02.694843+02:00
EPAF43,EPAF,Aéroport Charles de Gaulle 2 (Terminal 2),,,,2026-04-17 08:51:55+02:00,2026-04-17 08:55:06+02:00,2026-04-17 08:58:13+02:00,2026-04-17 08:59:59+02:00,2026-04-17 09:01:41+02:00,2026-04-17 09:04:21+02:00,2026-04-17 09:06:25+02:00,2026-04-17 09:08:22+02:00,2026-04-17 09:10:51+02:00,2026-04-17 09:12:42+02:00,2026-04-17 09:15:24+02:00,,,,2026-04-17 09:20:19+02:00,2026-04-17 09:21:55+02:00,,2026-04-17 09:24:46+02:00,,,,,2026-04-17 09:30:32+02:00,2026-04-17 09:33:22+02:00,2026-04-17 09:35:09+02:00,2026-04-17 09:36:43+02:00,2026-04-17 09:39:09+02:00,2026-04-17 09:41:00+02:00,2026-04-17 09:45:00+02:00,2026-04-17 09:50:10+02:00,2026-04-17 09:52:40+02:00,2026-04-17 09:55:50+02:00,2026-04-17 09:58:30+02:00,2026-04-17 10:00:40+02:00,2026-04-17 10:03:10+02:00,2026-04-17 10:06:20+02:00,2026-04-17 10:08:50+02:00,2026-04-17 10:11:10+02:00,2026-04-17 10:16:50+02:00,,,,,,Saint-Rémy-lès-Chevreuse,31,2026-04-17 08:10:02.694843+02:00
KLAC02,KLAC,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 09:07:12+02:00,2026-04-17 09:05:23+02:00,,2026-04-17 09:02:35+02:00,2026-04-17 09:00:40+02:00,2026-04-17 08:58:46+02:00,2026-04-17 08:56:54+02:00,2026-04-17 08:54:11+02:00,2026-04-17 08:52:23+02:00,2026-04-17 08:50:15+02:00,2026-04-17 08:48:19+02:00,2026-04-17 08:46:32+02:00,2026-04-17 08:43:54+02:00,2026-04-17 08:41:36+02:00,2026-04-17 08:40:01+02:00,2026-04-17 08:38:09+02:00,2026-04-17 08:35:47+02:00,2026-04-17 08:32:00+02:00,2026-04-17 08:26:20+02:00,2026-04-17 08:23:30+02:00,2026-04-17 08:20:00+02:00,,,2026-04-17 08:12:50+02:00,,,,,,2026-04-17 08:09:10+02:00,,,,Sevran - Livry,22,2026-04-17 08:10:02.694843+02:00
PAUL64,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:31:18+02:00,2026-04-17 08:28:10+02:00,2026-04-17 08:26:12+02:00,2026-04-17 08:24:20+02:00,2026-04-17 08:22:23+02:00,2026-04-17 08:20:00+02:00,,,,2026-04-17 08:14:09+02:00,,,,2026-04-17 08:07:34+02:00,2026-04-17 08:05:39+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Croix de Berny,9,2026-04-17 08:10:02.694843+02:00
PAGE14,PAGE,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:43:18+02:00,2026-04-17 09:40:10+02:00,2026-04-17 09:38:12+02:00,2026-04-17 09:36:20+02:00,2026-04-17 09:34:23+02:00,2026-04-17 09:32:00+02:00,,,,2026-04-17 09:26:09+02:00,,,,2026-04-17 09:19:34+02:00,2026-04-17 09:17:39+02:00,,2026-04-17 09:14:44+02:00,2026-04-17 09:12:01+02:00,2026-04-17 09:10:13+02:00,2026-04-17 09:08:05+02:00,2026-04-17 09:06:09+02:00,2026-04-17 09:04:27+02:00,2026-04-17 09:01:54+02:00,2026-04-17 08:59:36+02:00,2026-04-17 08:58:01+02:00,2026-04-17 08:56:09+02:00,2026-04-17 08:53:47+02:00,2026-04-17 08:50:00+02:00,2026-04-17 08:44:20+02:00,2026-04-17 08:41:30+02:00,2026-04-17 08:38:00+02:00,2026-04-17 08:35:10+02:00,2026-04-17 08:33:00+02:00,2026-04-17 08:30:50+02:00,,,,,,2026-04-17 08:27:10+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:20:50+02:00,2026-04-17 08:17:00+02:00,Mitry - Claye,31,2026-04-17 08:10:02.694843+02:00
IVAN99,IVAN,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,2026-04-17 08:08:07+02:00,2026-04-17 08:10:36+02:00,2026-04-17 08:12:26+02:00,2026-04-17 08:14:29+02:00,2026-04-17 08:16:16+02:00,2026-04-17 08:18:12+02:00,2026-04-17 08:21:02+02:00,2026-04-17 08:22:49+02:00,2026-04-17 08:24:23+02:00,2026-04-17 08:26:59+02:00,2026-04-17 08:29:00+02:00,2026-04-17 08:33:00+02:00,2026-04-17 08:38:10+02:00,2026-04-17 08:40:40+02:00,2026-04-17 08:43:50+02:00,2026-04-17 08:46:30+02:00,2026-04-17 08:48:40+02:00,2026-04-17 08:51:20+02:00,,,,,,2026-04-17 08:54:40+02:00,2026-04-17 08:57:30+02:00,2026-04-17 09:00:40+02:00,,Bourg-la-Reine,21,2026-04-17 08:10:02.694843+02:00
KLEE92,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 08:55:12+02:00,2026-04-17 08:53:23+02:00,,2026-04-17 08:50:35+02:00,2026-04-17 08:48:40+02:00,2026-04-17 08:46:46+02:00,2026-04-17 08:44:54+02:00,2026-04-17 08:42:11+02:00,2026-04-17 08:40:23+02:00,2026-04-17 08:38:15+02:00,2026-04-17 08:36:19+02:00,2026-04-17 08:34:32+02:00,2026-04-17 08:31:54+02:00,2026-04-17 08:29:36+02:00,2026-04-17 08:28:01+02:00,2026-04-17 08:26:09+02:00,2026-04-17 08:23:47+02:00,2026-04-17 08:20:00+02:00,2026-04-17 08:14:20+02:00,2026-04-17 08:11:30+02:00,,,,,,,,,,,,,,La Courneuve - Aubervilliers,19,2026-04-17 08:10:02.694843+02:00
LORD16,LORD,Orsay-Ville,,,,,,,,,,2026-04-17 09:40:38+02:00,2026-04-17 09:38:17+02:00,2026-04-17 09:35:24+02:00,2026-04-17 09:33:19+02:00,2026-04-17 09:30:52+02:00,,2026-04-17 09:26:43+02:00,2026-04-17 09:24:59+02:00,2026-04-17 09:22:44+02:00,2026-04-17 09:20:49+02:00,,2026-04-17 09:17:54+02:00,2026-04-17 09:15:11+02:00,2026-04-17 09:13:23+02:00,2026-04-17 09:11:15+02:00,2026-04-17 09:09:19+02:00,2026-04-17 09:07:32+02:00,2026-04-17 09:04:54+02:00,2026-04-17 09:02:36+02:00,2026-04-17 09:01:01+02:00,2026-04-17 08:59:09+02:00,2026-04-17 08:56:47+02:00,2026-04-17 08:53:00+02:00,2026-04-17 08:47:20+02:00,2026-04-17 08:44:30+02:00,2026-04-17 08:41:00+02:00,2026-04-17 08:38:10+02:00,2026-04-17 08:36:00+02:00,2026-04-17 08:33:50+02:00,2026-04-17 08:30:10+02:00,2026-04-17 08:27:20+02:00,2026-04-17 08:25:20+02:00,2026-04-17 08:20:00+02:00,2026-04-17 08:12:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),32,2026-04-17 08:10:02.694843+02:00
EPAF49,EPAF,Aéroport Charles de Gaulle 2 (Terminal 2),,,,2026-04-17 09:06:55+02:00,2026-04-17 09:10:06+02:00,2026-04-17 09:13:13+02:00,2026-04-17 09:14:59+02:00,2026-04-17 09:16:41+02:00,2026-04-17 09:19:21+02:00,2026-04-17 09:21:25+02:00,2026-04-17 09:23:22+02:00,2026-04-17 09:25:51+02:00,2026-04-17 09:27:42+02:00,2026-04-17 09:30:24+02:00,,,,2026-04-17 09:35:19+02:00,2026-04-17 09:36:55+02:00,,2026-04-17 09:39:46+02:00,,,,,2026-04-17 09:45:32+02:00,2026-04-17 09:48:22+02:00,2026-04-17 09:50:09+02:00,2026-04-17 09:51:43+02:00,2026-04-17 09:54:09+02:00,2026-04-17 09:56:00+02:00,2026-04-17 10:00:00+02:00,2026-04-17 10:05:10+02:00,2026-04-17 10:07:40+02:00,2026-04-17 10:10:50+02:00,2026-04-17 10:13:30+02:00,2026-04-17 10:15:40+02:00,2026-04-17 10:18:10+02:00,2026-04-17 10:21:20+02:00,2026-04-17 10:23:50+02:00,2026-04-17 10:26:10+02:00,2026-04-17 10:31:50+02:00,,,,,,Saint-Rémy-lès-Chevreuse,31,2026-04-17 08:10:02.694843+02:00
IVIS15,IVIS,Mitry - Claye,,,,,,,,2026-04-17 08:09:58+02:00,2026-04-17 08:12:48+02:00,2026-04-17 08:15:07+02:00,,,2026-04-17 08:19:38+02:00,2026-04-17 08:22:20+02:00,,,,2026-04-17 08:27:15+02:00,2026-04-17 08:29:06+02:00,,2026-04-17 08:32:07+02:00,2026-04-17 08:34:36+02:00,2026-04-17 08:36:26+02:00,2026-04-17 08:38:29+02:00,2026-04-17 08:40:16+02:00,2026-04-17 08:42:12+02:00,2026-04-17 08:45:02+02:00,2026-04-17 08:46:49+02:00,2026-04-17 08:48:23+02:00,2026-04-17 08:50:59+02:00,2026-04-17 08:53:00+02:00,2026-04-17 08:57:00+02:00,2026-04-17 09:02:10+02:00,2026-04-17 09:04:40+02:00,2026-04-17 09:07:50+02:00,2026-04-17 09:10:30+02:00,2026-04-17 09:12:40+02:00,2026-04-17 09:15:20+02:00,,,,,,2026-04-17 09:18:40+02:00,2026-04-17 09:21:30+02:00,2026-04-17 09:24:40+02:00,,Bures-sur-Yvette,28,2026-04-17 08:10:02.694843+02:00
IVIS31,IVIS,Mitry - Claye,,,,2026-04-17 08:23:52+02:00,2026-04-17 08:27:03+02:00,2026-04-17 08:30:10+02:00,2026-04-17 08:32:06+02:00,2026-04-17 08:33:58+02:00,2026-04-17 08:36:48+02:00,2026-04-17 08:39:07+02:00,,,2026-04-17 08:43:38+02:00,2026-04-17 08:46:20+02:00,2026-04-17 08:48:07+02:00,,,2026-04-17 08:51:15+02:00,2026-04-17 08:53:06+02:00,2026-04-17 08:54:26+02:00,2026-04-17 08:56:07+02:00,2026-04-17 08:58:36+02:00,2026-04-17 09:00:26+02:00,2026-04-17 09:02:29+02:00,2026-04-17 09:04:16+02:00,2026-04-17 09:06:12+02:00,2026-04-17 09:09:02+02:00,2026-04-17 09:10:49+02:00,2026-04-17 09:12:23+02:00,2026-04-17 09:14:59+02:00,2026-04-17 09:17:00+02:00,2026-04-17 09:21:00+02:00,2026-04-17 09:26:10+02:00,2026-04-17 09:28:40+02:00,2026-04-17 09:31:50+02:00,2026-04-17 09:34:30+02:00,2026-04-17 09:36:40+02:00,2026-04-17 09:39:20+02:00,,,,,,2026-04-17 09:42:40+02:00,2026-04-17 09:45:30+02:00,2026-04-17 09:48:40+02:00,,Saint-Rémy-lès-Chevreuse,34,2026-04-17 08:10:02.694843+02:00
PAGE06,PAGE,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:31:18+02:00,2026-04-17 09:28:10+02:00,2026-04-17 09:26:12+02:00,2026-04-17 09:24:20+02:00,2026-04-17 09:22:23+02:00,2026-04-17 09:20:00+02:00,,,,2026-04-17 09:14:09+02:00,,,,2026-04-17 09:07:34+02:00,2026-04-17 09:05:39+02:00,,2026-04-17 09:02:44+02:00,2026-04-17 09:00:01+02:00,2026-04-17 08:58:13+02:00,2026-04-17 08:56:05+02:00,2026-04-17 08:54:09+02:00,2026-04-17 08:52:27+02:00,2026-04-17 08:49:54+02:00,2026-04-17 08:47:36+02:00,2026-04-17 08:46:01+02:00,2026-04-17 08:44:09+02:00,2026-04-17 08:41:47+02:00,2026-04-17 08:38:00+02:00,2026-04-17 08:32:20+02:00,2026-04-17 08:29:30+02:00,2026-04-17 08:26:00+02:00,2026-04-17 08:23:10+02:00,2026-04-17 08:21:00+02:00,2026-04-17 08:18:50+02:00,,,,,,2026-04-17 08:15:10+02:00,2026-04-17 08:12:00+02:00,,,Vert Galant,29,2026-04-17 08:10:02.694843+02:00
