mission,type_mission,destination,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,gare_depart,nb_arrets_desservis,date_observation
ELOI01,ELOI,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 08:04:33+02:00,2026-04-17 08:06:54+02:00,2026-04-17 08:08:38+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:10:36+02:00,2026-04-17 08:13:31+02:00,2026-04-17 08:15:11+02:00,2026-04-17 08:17:19+02:00,2026-04-17 08:19:06+02:00,2026-04-17 08:20:42+02:00,2026-04-17 08:23:22+02:00,2026-04-17 08:25:39+02:00,2026-04-17 08:27:13+02:00,2026-04-17 08:29:19+02:00,2026-04-17 08:31:39+02:00,2026-04-17 08:36:00+02:00,2026-04-17 08:41:10+02:00,2026-04-17 08:43:40+02:00,2026-04-17 08:46:50+02:00,2026-04-17 08:49:30+02:00,2026-04-17 08:51:40+02:00,2026-04-17 08:54:10+02:00,2026-04-17 08:57:30+02:00,2026-04-17 09:00:00+02:00,2026-04-17 09:02:20+02:00,2026-04-17 09:08:00+02:00,,,,,,Robinson,25,2026-04-17 07:20:02.692663+02:00
EMIR97,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-17 07:42:31+02:00,2026-04-17 07:44:35+02:00,2026-04-17 07:46:42+02:00,2026-04-17 07:49:11+02:00,2026-04-17 07:51:02+02:00,2026-04-17 07:53:14+02:00,,2026-04-17 07:56:44+02:00,2026-04-17 07:58:19+02:00,2026-04-17 08:00:20+02:00,2026-04-17 08:02:11+02:00,,2026-04-17 08:04:57+02:00,2026-04-17 08:07:36+02:00,2026-04-17 08:09:16+02:00,2026-04-17 08:11:24+02:00,2026-04-17 08:13:11+02:00,2026-04-17 08:14:47+02:00,2026-04-17 08:17:22+02:00,2026-04-17 08:19:39+02:00,2026-04-17 08:21:13+02:00,2026-04-17 08:23:19+02:00,2026-04-17 08:25:39+02:00,2026-04-17 08:30:00+02:00,2026-04-17 08:35:10+02:00,2026-04-17 08:37:40+02:00,2026-04-17 08:40:50+02:00,2026-04-17 08:43:30+02:00,2026-04-17 08:45:40+02:00,2026-04-17 08:48:10+02:00,2026-04-17 08:51:30+02:00,2026-04-17 08:54:00+02:00,2026-04-17 08:56:20+02:00,2026-04-17 09:02:00+02:00,,,,,,Orsay Ville,32,2026-04-17 07:20:02.692663+02:00
IVIS07,IVIS,Mitry - Claye,,,,2026-04-17 07:47:52+02:00,2026-04-17 07:50:53+02:00,2026-04-17 07:54:00+02:00,2026-04-17 07:55:56+02:00,2026-04-17 07:57:48+02:00,2026-04-17 08:00:18+02:00,2026-04-17 08:02:52+02:00,,,2026-04-17 08:07:18+02:00,2026-04-17 08:09:40+02:00,,,,2026-04-17 08:14:55+02:00,2026-04-17 08:16:46+02:00,,2026-04-17 08:19:37+02:00,2026-04-17 08:22:26+02:00,2026-04-17 08:24:06+02:00,2026-04-17 08:26:19+02:00,2026-04-17 08:28:06+02:00,2026-04-17 08:29:42+02:00,2026-04-17 08:32:22+02:00,2026-04-17 08:34:39+02:00,2026-04-17 08:36:13+02:00,2026-04-17 08:38:19+02:00,2026-04-17 08:40:39+02:00,2026-04-17 08:45:00+02:00,2026-04-17 08:50:10+02:00,2026-04-17 08:52:40+02:00,2026-04-17 08:55:50+02:00,2026-04-17 08:58:30+02:00,2026-04-17 09:00:40+02:00,2026-04-17 09:03:20+02:00,,,,,,2026-04-17 09:06:40+02:00,2026-04-17 09:09:30+02:00,2026-04-17 09:12:40+02:00,,Saint-Rémy-lès-Chevreuse,32,2026-04-17 07:20:02.692663+02:00
KLEE44,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 07:42:58+02:00,2026-04-17 07:40:54+02:00,,2026-04-17 07:38:01+02:00,2026-04-17 07:36:16+02:00,2026-04-17 07:34:32+02:00,2026-04-17 07:32:20+02:00,2026-04-17 07:29:42+02:00,2026-04-17 07:27:54+02:00,2026-04-17 07:25:46+02:00,2026-04-17 07:23:50+02:00,2026-04-17 07:21:53+02:00,2026-04-17 07:19:05+02:00,,,,,,,,,,,,,,,,,,,,,Denfert-Rochereau,12,2026-04-17 07:20:02.692663+02:00
ELFE61,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:19:06+02:00,2026-04-17 07:20:42+02:00,2026-04-17 07:23:22+02:00,2026-04-17 07:25:39+02:00,2026-04-17 07:27:13+02:00,2026-04-17 07:29:19+02:00,2026-04-17 07:31:39+02:00,2026-04-17 07:36:00+02:00,2026-04-17 07:41:10+02:00,2026-04-17 07:43:40+02:00,2026-04-17 07:46:50+02:00,2026-04-17 07:49:30+02:00,2026-04-17 07:51:40+02:00,2026-04-17 07:54:10+02:00,2026-04-17 07:57:30+02:00,2026-04-17 08:00:00+02:00,2026-04-17 08:02:20+02:00,2026-04-17 08:08:00+02:00,,,,,,Gentilly,18,2026-04-17 07:20:02.692663+02:00
ELFE53,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:19:39+02:00,2026-04-17 07:24:00+02:00,2026-04-17 07:29:10+02:00,2026-04-17 07:31:40+02:00,2026-04-17 07:34:50+02:00,2026-04-17 07:37:30+02:00,2026-04-17 07:39:40+02:00,2026-04-17 07:42:10+02:00,2026-04-17 07:45:30+02:00,2026-04-17 07:48:00+02:00,2026-04-17 07:50:20+02:00,2026-04-17 07:56:00+02:00,,,,,,Châtelet les Halles,12,2026-04-17 07:20:02.692663+02:00
PAUL56,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:22:38+02:00,2026-04-17 08:19:25+02:00,2026-04-17 08:17:32+02:00,2026-04-17 08:15:40+02:00,2026-04-17 08:13:23+02:00,2026-04-17 08:11:05+02:00,,,,2026-04-17 08:03:39+02:00,,,,2026-04-17 07:58:39+02:00,2026-04-17 07:56:44+02:00,,2026-04-17 07:53:49+02:00,2026-04-17 07:51:11+02:00,2026-04-17 07:49:23+02:00,2026-04-17 07:47:15+02:00,2026-04-17 07:45:24+02:00,2026-04-17 07:43:32+02:00,2026-04-17 07:40:44+02:00,2026-04-17 07:38:56+02:00,2026-04-17 07:37:21+02:00,2026-04-17 07:34:59+02:00,2026-04-17 07:31:05+02:00,2026-04-17 07:27:58+02:00,2026-04-17 07:22:18+02:00,2026-04-17 07:21:00+02:00,,,,,,,,,,,,,,La Courneuve - Aubervilliers,23,2026-04-17 07:20:02.692663+02:00
LORE98,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 09:16:13+02:00,2026-04-17 09:13:52+02:00,2026-04-17 09:10:59+02:00,2026-04-17 09:08:54+02:00,2026-04-17 09:05:42+02:00,,2026-04-17 09:02:23+02:00,2026-04-17 09:00:39+02:00,2026-04-17 08:58:19+02:00,2026-04-17 08:56:24+02:00,,2026-04-17 08:53:29+02:00,2026-04-17 08:50:51+02:00,2026-04-17 08:49:03+02:00,2026-04-17 08:46:55+02:00,2026-04-17 08:44:59+02:00,2026-04-17 08:43:02+02:00,2026-04-17 08:40:14+02:00,2026-04-17 08:38:26+02:00,2026-04-17 08:36:51+02:00,2026-04-17 08:34:29+02:00,2026-04-17 08:32:07+02:00,2026-04-17 08:29:00+02:00,2026-04-17 08:23:20+02:00,2026-04-17 08:20:30+02:00,2026-04-17 08:17:00+02:00,2026-04-17 08:14:10+02:00,2026-04-17 08:12:00+02:00,2026-04-17 08:09:50+02:00,2026-04-17 08:06:10+02:00,2026-04-17 08:03:20+02:00,2026-04-17 08:01:20+02:00,2026-04-17 07:56:00+02:00,2026-04-17 07:48:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),32,2026-04-17 07:20:02.692663+02:00
EMIR89,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-17 07:30:31+02:00,2026-04-17 07:32:35+02:00,2026-04-17 07:34:42+02:00,2026-04-17 07:37:11+02:00,2026-04-17 07:39:02+02:00,2026-04-17 07:41:14+02:00,,2026-04-17 07:44:44+02:00,2026-04-17 07:46:19+02:00,2026-04-17 07:48:20+02:00,2026-04-17 07:50:11+02:00,,2026-04-17 07:52:57+02:00,2026-04-17 07:55:36+02:00,2026-04-17 07:57:16+02:00,2026-04-17 07:59:24+02:00,2026-04-17 08:01:11+02:00,2026-04-17 08:02:47+02:00,2026-04-17 08:05:22+02:00,2026-04-17 08:07:39+02:00,2026-04-17 08:09:13+02:00,2026-04-17 08:11:19+02:00,2026-04-17 08:13:39+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:23:10+02:00,2026-04-17 08:25:40+02:00,2026-04-17 08:28:50+02:00,2026-04-17 08:31:30+02:00,2026-04-17 08:33:40+02:00,2026-04-17 08:36:10+02:00,2026-04-17 08:39:30+02:00,2026-04-17 08:42:00+02:00,2026-04-17 08:44:20+02:00,2026-04-17 08:50:00+02:00,,,,,,Orsay Ville,32,2026-04-17 07:20:02.692663+02:00
PAGE14,PAGE,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:43:08+02:00,2026-04-17 09:39:55+02:00,2026-04-17 09:38:02+02:00,2026-04-17 09:36:10+02:00,2026-04-17 09:33:53+02:00,2026-04-17 09:31:35+02:00,,,,2026-04-17 09:24:09+02:00,,,,2026-04-17 09:19:09+02:00,2026-04-17 09:17:14+02:00,,2026-04-17 09:14:19+02:00,2026-04-17 09:11:41+02:00,2026-04-17 09:09:53+02:00,2026-04-17 09:07:45+02:00,2026-04-17 09:05:54+02:00,2026-04-17 09:04:02+02:00,2026-04-17 09:01:14+02:00,2026-04-17 08:59:26+02:00,2026-04-17 08:57:51+02:00,2026-04-17 08:55:29+02:00,2026-04-17 08:53:07+02:00,2026-04-17 08:50:00+02:00,2026-04-17 08:44:20+02:00,2026-04-17 08:41:30+02:00,2026-04-17 08:38:00+02:00,2026-04-17 08:35:10+02:00,2026-04-17 08:33:00+02:00,2026-04-17 08:30:50+02:00,,,,,,2026-04-17 08:27:10+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:20:50+02:00,2026-04-17 08:17:00+02:00,Mitry - Claye,31,2026-04-17 07:20:02.692663+02:00
IVIS15,IVIS,Mitry - Claye,,,,2026-04-17 07:59:52+02:00,2026-04-17 08:02:53+02:00,2026-04-17 08:06:00+02:00,2026-04-17 08:07:56+02:00,2026-04-17 08:09:48+02:00,2026-04-17 08:12:18+02:00,2026-04-17 08:14:52+02:00,,,2026-04-17 08:19:18+02:00,2026-04-17 08:21:40+02:00,,,,2026-04-17 08:26:55+02:00,2026-04-17 08:28:46+02:00,,2026-04-17 08:31:37+02:00,2026-04-17 08:34:26+02:00,2026-04-17 08:36:06+02:00,2026-04-17 08:38:19+02:00,2026-04-17 08:40:06+02:00,2026-04-17 08:41:42+02:00,2026-04-17 08:44:22+02:00,2026-04-17 08:46:39+02:00,2026-04-17 08:48:13+02:00,2026-04-17 08:50:19+02:00,2026-04-17 08:52:39+02:00,2026-04-17 08:57:00+02:00,2026-04-17 09:02:10+02:00,2026-04-17 09:04:40+02:00,2026-04-17 09:07:50+02:00,2026-04-17 09:10:30+02:00,2026-04-17 09:12:40+02:00,2026-04-17 09:15:20+02:00,,,,,,2026-04-17 09:18:40+02:00,2026-04-17 09:21:30+02:00,2026-04-17 09:24:40+02:00,,Saint-Rémy-lès-Chevreuse,32,2026-04-17 07:20:02.692663+02:00
GSOL55,GSOL,Aulnay-sous-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:20:12+02:00,2026-04-17 07:22:22+02:00,2026-04-17 07:27:00+02:00,2026-04-17 07:32:10+02:00,2026-04-17 07:34:40+02:00,2026-04-17 07:37:50+02:00,2026-04-17 07:40:30+02:00,2026-04-17 07:42:40+02:00,,,,,,,,,,,Saint-Michel Notre-Dame,8,2026-04-17 07:20:02.692663+02:00
EMIR81,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,2026-04-17 07:19:59+02:00,2026-04-17 07:22:06+02:00,2026-04-17 07:24:35+02:00,2026-04-17 07:26:26+02:00,2026-04-17 07:28:38+02:00,,2026-04-17 07:32:08+02:00,2026-04-17 07:33:43+02:00,2026-04-17 07:35:44+02:00,2026-04-17 07:37:35+02:00,,2026-04-17 07:40:21+02:00,2026-04-17 07:43:00+02:00,2026-04-17 07:44:40+02:00,2026-04-17 07:46:48+02:00,2026-04-17 07:48:35+02:00,2026-04-17 07:50:11+02:00,2026-04-17 07:52:46+02:00,2026-04-17 07:55:03+02:00,2026-04-17 07:56:37+02:00,2026-04-17 07:58:43+02:00,2026-04-17 08:01:03+02:00,2026-04-17 08:06:00+02:00,2026-04-17 08:11:10+02:00,2026-04-17 08:13:40+02:00,2026-04-17 08:16:50+02:00,2026-04-17 08:19:30+02:00,2026-04-17 08:21:40+02:00,2026-04-17 08:24:10+02:00,2026-04-17 08:27:30+02:00,2026-04-17 08:30:00+02:00,2026-04-17 08:32:20+02:00,2026-04-17 08:38:00+02:00,,,,,,Le Guichet,31,2026-04-17 07:20:02.692663+02:00
KLEE52,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 07:55:07+02:00,2026-04-17 07:53:03+02:00,,2026-04-17 07:50:10+02:00,2026-04-17 07:48:25+02:00,2026-04-17 07:46:41+02:00,2026-04-17 07:44:29+02:00,2026-04-17 07:41:51+02:00,2026-04-17 07:40:03+02:00,2026-04-17 07:37:55+02:00,2026-04-17 07:35:59+02:00,2026-04-17 07:34:02+02:00,2026-04-17 07:31:14+02:00,2026-04-17 07:29:26+02:00,2026-04-17 07:27:51+02:00,2026-04-17 07:25:29+02:00,2026-04-17 07:23:07+02:00,2026-04-17 07:20:00+02:00,,,,,,,,,,,,,,,,Gare du Nord,17,2026-04-17 07:20:02.692663+02:00
PAUL48,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:07:02+02:00,2026-04-17 08:03:49+02:00,2026-04-17 08:01:56+02:00,2026-04-17 08:00:04+02:00,2026-04-17 07:57:47+02:00,2026-04-17 07:55:29+02:00,,,,2026-04-17 07:48:03+02:00,,,,2026-04-17 07:43:03+02:00,2026-04-17 07:41:08+02:00,,2026-04-17 07:38:13+02:00,2026-04-17 07:35:35+02:00,2026-04-17 07:33:47+02:00,2026-04-17 07:31:39+02:00,2026-04-17 07:29:48+02:00,2026-04-17 07:27:56+02:00,2026-04-17 07:25:08+02:00,2026-04-17 07:23:20+02:00,2026-04-17 07:21:45+02:00,2026-04-17 07:19:23+02:00,,,,,,,,,,,,,,,,,,Saint-Michel Notre-Dame,19,2026-04-17 07:20:02.692663+02:00
STIN54,STIN,Robinson,,2026-04-17 07:51:21+02:00,2026-04-17 07:49:36+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:47:24+02:00,2026-04-17 07:44:51+02:00,2026-04-17 07:43:03+02:00,2026-04-17 07:40:55+02:00,2026-04-17 07:38:59+02:00,2026-04-17 07:37:02+02:00,2026-04-17 07:34:14+02:00,2026-04-17 07:32:26+02:00,2026-04-17 07:30:51+02:00,2026-04-17 07:28:29+02:00,2026-04-17 07:26:07+02:00,2026-04-17 07:23:11+02:00,,,,,,,,,,,,,,,,Gare du Nord,14,2026-04-17 07:20:02.692663+02:00
KLEE52,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 07:56:23+02:00,2026-04-17 07:54:19+02:00,,2026-04-17 07:51:26+02:00,2026-04-17 07:49:41+02:00,2026-04-17 07:47:57+02:00,2026-04-17 07:45:45+02:00,2026-04-17 07:43:07+02:00,2026-04-17 07:41:19+02:00,2026-04-17 07:39:11+02:00,2026-04-17 07:37:15+02:00,2026-04-17 07:35:18+02:00,2026-04-17 07:32:30+02:00,2026-04-17 07:30:42+02:00,,,,,,,,,,,,,,,,,,,,Port Royal,13,2026-04-17 07:30:02.542704+02:00
GUAD95,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,2026-04-17 07:49:33+02:00,2026-04-17 07:51:38+02:00,2026-04-17 07:53:36+02:00,,2026-04-17 07:56:14+02:00,2026-04-17 07:58:10+02:00,2026-04-17 08:00:03+02:00,2026-04-17 08:01:57+02:00,2026-04-17 08:04:36+02:00,2026-04-17 08:06:16+02:00,2026-04-17 08:08:24+02:00,2026-04-17 08:10:11+02:00,2026-04-17 08:11:47+02:00,2026-04-17 08:14:22+02:00,2026-04-17 08:16:39+02:00,2026-04-17 08:18:13+02:00,2026-04-17 08:20:19+02:00,2026-04-17 08:22:39+02:00,2026-04-17 08:27:00+02:00,2026-04-17 08:32:10+02:00,2026-04-17 08:34:40+02:00,2026-04-17 08:37:50+02:00,2026-04-17 08:40:30+02:00,2026-04-17 08:42:40+02:00,,,,,,,,,,,Massy - Palaiseau,23,2026-04-17 07:20:02.692663+02:00
IVAN75,IVAN,Mitry - Claye,,,,,,,,,,,,,2026-04-17 07:19:18+02:00,2026-04-17 07:21:40+02:00,,,,2026-04-17 07:26:55+02:00,2026-04-17 07:28:46+02:00,,2026-04-17 07:31:37+02:00,2026-04-17 07:34:26+02:00,2026-04-17 07:36:06+02:00,2026-04-17 07:38:19+02:00,2026-04-17 07:40:06+02:00,2026-04-17 07:41:42+02:00,2026-04-17 07:44:22+02:00,2026-04-17 07:46:39+02:00,2026-04-17 07:48:13+02:00,2026-04-17 07:50:19+02:00,2026-04-17 07:52:39+02:00,2026-04-17 07:57:00+02:00,2026-04-17 08:02:10+02:00,2026-04-17 08:04:40+02:00,2026-04-17 08:07:50+02:00,2026-04-17 08:10:30+02:00,2026-04-17 08:12:40+02:00,2026-04-17 08:15:20+02:00,,,,,,2026-04-17 08:18:40+02:00,2026-04-17 08:21:30+02:00,2026-04-17 08:24:40+02:00,,Palaiseau,25,2026-04-17 07:20:02.692663+02:00
PAUL88,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:07:08+02:00,2026-04-17 09:03:55+02:00,2026-04-17 09:02:02+02:00,2026-04-17 09:00:10+02:00,2026-04-17 08:57:53+02:00,2026-04-17 08:55:35+02:00,,,,2026-04-17 08:48:09+02:00,,,,2026-04-17 08:43:09+02:00,2026-04-17 08:41:14+02:00,,2026-04-17 08:38:19+02:00,2026-04-17 08:35:41+02:00,2026-04-17 08:33:53+02:00,2026-04-17 08:31:45+02:00,2026-04-17 08:29:54+02:00,2026-04-17 08:28:02+02:00,2026-04-17 08:25:14+02:00,2026-04-17 08:23:26+02:00,2026-04-17 08:21:51+02:00,2026-04-17 08:19:29+02:00,2026-04-17 08:17:07+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:08:20+02:00,2026-04-17 08:05:30+02:00,2026-04-17 08:02:00+02:00,2026-04-17 07:59:10+02:00,2026-04-17 07:57:00+02:00,2026-04-17 07:54:50+02:00,,,,,,2026-04-17 07:51:10+02:00,2026-04-17 07:48:00+02:00,2026-04-17 07:44:50+02:00,2026-04-17 07:41:00+02:00,Mitry - Claye,31,2026-04-17 07:20:02.692663+02:00
IVAN83,IVAN,Mitry - Claye,,,,,,,2026-04-17 07:19:21+02:00,2026-04-17 07:21:13+02:00,2026-04-17 07:23:43+02:00,2026-04-17 07:26:17+02:00,,,2026-04-17 07:30:43+02:00,2026-04-17 07:33:05+02:00,,,,2026-04-17 07:38:20+02:00,2026-04-17 07:40:11+02:00,,2026-04-17 07:43:02+02:00,2026-04-17 07:45:51+02:00,2026-04-17 07:47:31+02:00,2026-04-17 07:49:44+02:00,2026-04-17 07:51:31+02:00,2026-04-17 07:53:07+02:00,2026-04-17 07:55:47+02:00,2026-04-17 07:58:04+02:00,2026-04-17 07:59:38+02:00,2026-04-17 08:01:44+02:00,2026-04-17 08:04:04+02:00,2026-04-17 08:09:00+02:00,2026-04-17 08:14:10+02:00,2026-04-17 08:16:40+02:00,2026-04-17 08:19:50+02:00,2026-04-17 08:22:30+02:00,2026-04-17 08:24:40+02:00,2026-04-17 08:27:20+02:00,,,,,,2026-04-17 08:30:40+02:00,2026-04-17 08:33:30+02:00,2026-04-17 08:36:40+02:00,,La Hacquinière,29,2026-04-17 07:20:02.692663+02:00
LORE66,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 08:28:53+02:00,2026-04-17 08:26:32+02:00,2026-04-17 08:23:39+02:00,2026-04-17 08:21:34+02:00,2026-04-17 08:18:22+02:00,2026-04-17 08:16:52+02:00,2026-04-17 08:15:03+02:00,2026-04-17 08:13:19+02:00,2026-04-17 08:10:59+02:00,2026-04-17 08:09:04+02:00,2026-04-17 08:08:03+02:00,2026-04-17 08:06:09+02:00,2026-04-17 08:03:31+02:00,2026-04-17 08:01:43+02:00,2026-04-17 07:59:35+02:00,2026-04-17 07:57:39+02:00,2026-04-17 07:55:42+02:00,2026-04-17 07:52:54+02:00,2026-04-17 07:51:06+02:00,2026-04-17 07:49:31+02:00,2026-04-17 07:47:09+02:00,2026-04-17 07:44:21+02:00,2026-04-17 07:41:14+02:00,2026-04-17 07:35:34+02:00,2026-04-17 07:32:44+02:00,2026-04-17 07:29:14+02:00,2026-04-17 07:26:24+02:00,2026-04-17 07:24:14+02:00,2026-04-17 07:22:04+02:00,,,,,,,,,,Aulnay-sous-Bois,29,2026-04-17 07:20:02.692663+02:00
GUAD63,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:20:24+02:00,2026-04-17 07:22:11+02:00,2026-04-17 07:23:47+02:00,2026-04-17 07:26:22+02:00,2026-04-17 07:28:39+02:00,2026-04-17 07:30:13+02:00,2026-04-17 07:32:19+02:00,2026-04-17 07:34:39+02:00,2026-04-17 07:39:00+02:00,2026-04-17 07:44:10+02:00,2026-04-17 07:46:40+02:00,2026-04-17 07:49:50+02:00,2026-04-17 07:52:30+02:00,2026-04-17 07:54:40+02:00,,,,,,,,,,,Laplace,14,2026-04-17 07:20:02.692663+02:00
KLEE84,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 08:43:07+02:00,2026-04-17 08:41:03+02:00,,2026-04-17 08:38:10+02:00,2026-04-17 08:36:25+02:00,2026-04-17 08:34:41+02:00,2026-04-17 08:32:29+02:00,2026-04-17 08:29:51+02:00,2026-04-17 08:28:03+02:00,2026-04-17 08:25:55+02:00,2026-04-17 08:23:59+02:00,2026-04-17 08:22:02+02:00,2026-04-17 08:19:14+02:00,2026-04-17 08:17:26+02:00,2026-04-17 08:15:51+02:00,2026-04-17 08:13:29+02:00,2026-04-17 08:11:07+02:00,2026-04-17 08:08:00+02:00,2026-04-17 08:02:20+02:00,2026-04-17 07:59:30+02:00,2026-04-17 07:56:00+02:00,2026-04-17 07:53:10+02:00,2026-04-17 07:51:00+02:00,2026-04-17 07:48:50+02:00,,,,,,2026-04-17 07:45:10+02:00,2026-04-17 07:42:00+02:00,2026-04-17 07:38:50+02:00,2026-04-17 07:35:00+02:00,Mitry - Claye,27,2026-04-17 07:20:02.692663+02:00
KLAC10,KLAC,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 09:19:07+02:00,2026-04-17 09:17:03+02:00,,2026-04-17 09:14:10+02:00,2026-04-17 09:12:25+02:00,2026-04-17 09:10:41+02:00,2026-04-17 09:08:29+02:00,2026-04-17 09:05:51+02:00,2026-04-17 09:04:03+02:00,2026-04-17 09:01:55+02:00,2026-04-17 08:59:59+02:00,2026-04-17 08:58:02+02:00,2026-04-17 08:55:14+02:00,2026-04-17 08:53:26+02:00,2026-04-17 08:51:51+02:00,2026-04-17 08:49:29+02:00,2026-04-17 08:47:07+02:00,2026-04-17 08:44:00+02:00,2026-04-17 08:38:20+02:00,2026-04-17 08:35:30+02:00,2026-04-17 08:32:00+02:00,2026-04-17 08:29:10+02:00,2026-04-17 08:27:00+02:00,2026-04-17 08:24:50+02:00,,,,,,2026-04-17 08:21:10+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:14:50+02:00,2026-04-17 08:11:00+02:00,Mitry - Claye,27,2026-04-17 07:20:02.692663+02:00
STRI20,STRI,Robinson,,2026-04-17 09:27:21+02:00,2026-04-17 09:25:36+02:00,,,,,,,,,,,,,,,,,,2026-04-17 09:23:24+02:00,2026-04-17 09:20:51+02:00,2026-04-17 09:19:03+02:00,2026-04-17 09:16:55+02:00,2026-04-17 09:14:59+02:00,2026-04-17 09:13:02+02:00,2026-04-17 09:10:14+02:00,2026-04-17 09:08:26+02:00,2026-04-17 09:06:51+02:00,2026-04-17 09:04:29+02:00,2026-04-17 09:02:07+02:00,2026-04-17 08:59:00+02:00,2026-04-17 08:53:20+02:00,2026-04-17 08:50:30+02:00,2026-04-17 08:47:00+02:00,2026-04-17 08:44:10+02:00,2026-04-17 08:42:00+02:00,2026-04-17 08:39:50+02:00,2026-04-17 08:36:10+02:00,2026-04-17 08:33:20+02:00,2026-04-17 08:31:20+02:00,2026-04-17 08:26:00+02:00,2026-04-17 08:18:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-17 07:20:02.692663+02:00
STIN94,STIN,Robinson,,2026-04-17 08:51:21+02:00,2026-04-17 08:49:36+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:47:24+02:00,2026-04-17 08:44:51+02:00,2026-04-17 08:43:03+02:00,2026-04-17 08:40:55+02:00,2026-04-17 08:38:59+02:00,2026-04-17 08:37:02+02:00,2026-04-17 08:34:14+02:00,2026-04-17 08:32:26+02:00,2026-04-17 08:30:51+02:00,2026-04-17 08:28:29+02:00,2026-04-17 08:26:07+02:00,2026-04-17 08:23:00+02:00,2026-04-17 08:17:20+02:00,2026-04-17 08:14:30+02:00,2026-04-17 08:11:00+02:00,2026-04-17 08:08:10+02:00,2026-04-17 08:06:00+02:00,2026-04-17 08:03:50+02:00,2026-04-17 08:00:10+02:00,2026-04-17 07:57:20+02:00,2026-04-17 07:55:20+02:00,2026-04-17 07:50:00+02:00,2026-04-17 07:42:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-17 07:20:02.692663+02:00
