mission,type_mission,destination,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,gare_depart,nb_arrets_desservis,date_observation
STIN70,STIN,Robinson,,2026-04-17 08:15:21+02:00,2026-04-17 08:13:36+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:11:24+02:00,2026-04-17 08:08:51+02:00,2026-04-17 08:07:03+02:00,2026-04-17 08:04:55+02:00,2026-04-17 08:02:59+02:00,2026-04-17 08:01:02+02:00,2026-04-17 07:58:14+02:00,2026-04-17 07:56:26+02:00,2026-04-17 07:54:51+02:00,2026-04-17 07:52:29+02:00,2026-04-17 07:50:07+02:00,2026-04-17 07:47:00+02:00,2026-04-17 07:41:20+02:00,2026-04-17 07:38:30+02:00,2026-04-17 07:35:00+02:00,2026-04-17 07:32:10+02:00,2026-04-17 07:30:00+02:00,2026-04-17 07:27:50+02:00,2026-04-17 07:24:10+02:00,2026-04-17 07:21:20+02:00,2026-04-17 07:19:20+02:00,2026-04-17 07:14:00+02:00,,,,,,Aéroport CDG 1 (Terminal 3) - RER,24,2026-04-17 07:10:02.116790+02:00
SOSI34,SOSI,Robinson,,2026-04-17 07:15:57+02:00,2026-04-17 07:14:17+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:12:15+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,Bourg-la-Reine,3,2026-04-17 07:10:02.116790+02:00
PAUL48,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:07:33+02:00,2026-04-17 08:04:20+02:00,2026-04-17 08:02:27+02:00,2026-04-17 08:00:35+02:00,2026-04-17 07:58:18+02:00,2026-04-17 07:56:00+02:00,,,,2026-04-17 07:48:34+02:00,,,,2026-04-17 07:43:34+02:00,2026-04-17 07:41:39+02:00,,2026-04-17 07:38:44+02:00,2026-04-17 07:36:06+02:00,2026-04-17 07:34:18+02:00,2026-04-17 07:32:10+02:00,2026-04-17 07:30:19+02:00,2026-04-17 07:28:27+02:00,2026-04-17 07:25:39+02:00,2026-04-17 07:23:51+02:00,2026-04-17 07:22:16+02:00,2026-04-17 07:19:54+02:00,2026-04-17 07:16:46+02:00,2026-04-17 07:14:00+02:00,,,,,,,,,,,,,,,,Gare du Nord,21,2026-04-17 07:10:02.116790+02:00
ELFE93,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 07:52:33+02:00,2026-04-17 07:54:54+02:00,2026-04-17 07:56:38+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:58:36+02:00,2026-04-17 08:01:31+02:00,2026-04-17 08:03:11+02:00,2026-04-17 08:05:19+02:00,2026-04-17 08:07:06+02:00,2026-04-17 08:08:42+02:00,2026-04-17 08:11:22+02:00,2026-04-17 08:13:39+02:00,2026-04-17 08:15:13+02:00,2026-04-17 08:17:19+02:00,2026-04-17 08:19:39+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:29:10+02:00,2026-04-17 08:31:40+02:00,2026-04-17 08:34:50+02:00,2026-04-17 08:37:30+02:00,2026-04-17 08:39:40+02:00,2026-04-17 08:42:10+02:00,2026-04-17 08:45:30+02:00,2026-04-17 08:48:00+02:00,2026-04-17 08:50:20+02:00,2026-04-17 08:56:00+02:00,,,,,,Robinson,25,2026-04-17 07:10:02.116790+02:00
IVAN59,IVAN,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:10:36+02:00,2026-04-17 07:12:16+02:00,2026-04-17 07:14:29+02:00,2026-04-17 07:16:16+02:00,2026-04-17 07:17:52+02:00,2026-04-17 07:20:32+02:00,2026-04-17 07:22:49+02:00,2026-04-17 07:24:23+02:00,2026-04-17 07:26:29+02:00,2026-04-17 07:28:49+02:00,2026-04-17 07:33:10+02:00,2026-04-17 07:38:20+02:00,2026-04-17 07:40:50+02:00,2026-04-17 07:44:00+02:00,2026-04-17 07:46:40+02:00,2026-04-17 07:48:50+02:00,2026-04-17 07:51:30+02:00,,,,,,2026-04-17 07:54:50+02:00,2026-04-17 07:57:40+02:00,2026-04-17 08:00:50+02:00,,Bagneux,20,2026-04-17 07:10:02.116790+02:00
EMIR57,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:20:11+02:00,2026-04-17 07:22:17+02:00,2026-04-17 07:24:37+02:00,2026-04-17 07:30:00+02:00,2026-04-17 07:35:10+02:00,2026-04-17 07:37:40+02:00,2026-04-17 07:40:50+02:00,2026-04-17 07:43:30+02:00,2026-04-17 07:45:40+02:00,2026-04-17 07:48:10+02:00,2026-04-17 07:51:30+02:00,2026-04-17 07:54:00+02:00,2026-04-17 07:56:20+02:00,2026-04-17 08:02:00+02:00,,,,,,Luxembourg,14,2026-04-17 07:20:02.692663+02:00
STRI04,STRI,Robinson,,2026-04-17 09:03:21+02:00,2026-04-17 09:01:36+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:59:24+02:00,2026-04-17 08:56:51+02:00,2026-04-17 08:55:03+02:00,2026-04-17 08:52:55+02:00,2026-04-17 08:50:59+02:00,2026-04-17 08:49:02+02:00,2026-04-17 08:46:14+02:00,2026-04-17 08:44:26+02:00,2026-04-17 08:42:51+02:00,2026-04-17 08:40:29+02:00,2026-04-17 08:38:07+02:00,2026-04-17 08:35:00+02:00,2026-04-17 08:29:20+02:00,2026-04-17 08:26:30+02:00,2026-04-17 08:23:00+02:00,2026-04-17 08:20:10+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:15:50+02:00,2026-04-17 08:12:10+02:00,2026-04-17 08:09:20+02:00,2026-04-17 08:07:20+02:00,2026-04-17 08:02:00+02:00,2026-04-17 07:54:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-17 07:10:02.116790+02:00
ELFE85,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 07:40:33+02:00,2026-04-17 07:42:54+02:00,2026-04-17 07:44:38+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:46:36+02:00,2026-04-17 07:49:31+02:00,2026-04-17 07:51:11+02:00,2026-04-17 07:53:19+02:00,2026-04-17 07:55:06+02:00,2026-04-17 07:56:42+02:00,2026-04-17 07:59:22+02:00,2026-04-17 08:01:39+02:00,2026-04-17 08:03:13+02:00,2026-04-17 08:05:19+02:00,2026-04-17 08:07:39+02:00,2026-04-17 08:12:00+02:00,2026-04-17 08:17:10+02:00,2026-04-17 08:19:40+02:00,2026-04-17 08:22:50+02:00,2026-04-17 08:25:30+02:00,2026-04-17 08:27:40+02:00,2026-04-17 08:30:10+02:00,2026-04-17 08:33:30+02:00,2026-04-17 08:36:00+02:00,2026-04-17 08:38:20+02:00,2026-04-17 08:44:00+02:00,,,,,,Robinson,25,2026-04-17 07:10:02.116790+02:00
KLAC02,KLAC,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 09:07:07+02:00,2026-04-17 09:05:03+02:00,,2026-04-17 09:02:10+02:00,2026-04-17 09:00:25+02:00,2026-04-17 08:58:41+02:00,2026-04-17 08:56:29+02:00,2026-04-17 08:53:51+02:00,2026-04-17 08:52:03+02:00,2026-04-17 08:49:55+02:00,2026-04-17 08:47:59+02:00,2026-04-17 08:46:02+02:00,2026-04-17 08:43:14+02:00,2026-04-17 08:41:26+02:00,2026-04-17 08:39:51+02:00,2026-04-17 08:37:29+02:00,2026-04-17 08:35:07+02:00,2026-04-17 08:32:00+02:00,2026-04-17 08:26:20+02:00,2026-04-17 08:23:30+02:00,2026-04-17 08:20:00+02:00,2026-04-17 08:17:10+02:00,2026-04-17 08:15:00+02:00,2026-04-17 08:12:50+02:00,,,,,,2026-04-17 08:09:10+02:00,2026-04-17 08:06:00+02:00,2026-04-17 08:02:50+02:00,2026-04-17 07:59:00+02:00,Mitry - Claye,27,2026-04-17 07:10:02.116790+02:00
GONG47,GONG,Aulnay-sous-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:10:21+02:00,2026-04-17 07:15:00+02:00,2026-04-17 07:20:10+02:00,2026-04-17 07:22:40+02:00,2026-04-17 07:25:50+02:00,2026-04-17 07:28:30+02:00,2026-04-17 07:30:40+02:00,,,,,,,,,,,Châtelet les Halles,7,2026-04-17 07:10:02.116790+02:00
PAUL56,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:24:18+02:00,2026-04-17 08:21:05+02:00,2026-04-17 08:19:12+02:00,2026-04-17 08:17:20+02:00,2026-04-17 08:15:03+02:00,2026-04-17 08:12:45+02:00,,,,2026-04-17 08:05:19+02:00,,,,2026-04-17 08:00:19+02:00,2026-04-17 07:58:24+02:00,,2026-04-17 07:55:29+02:00,2026-04-17 07:52:51+02:00,2026-04-17 07:51:03+02:00,2026-04-17 07:48:55+02:00,2026-04-17 07:47:04+02:00,2026-04-17 07:45:12+02:00,2026-04-17 07:42:24+02:00,2026-04-17 07:40:36+02:00,2026-04-17 07:39:01+02:00,2026-04-17 07:36:39+02:00,2026-04-17 07:33:49+02:00,2026-04-17 07:30:42+02:00,2026-04-17 07:25:02+02:00,2026-04-17 07:22:12+02:00,2026-04-17 07:18:42+02:00,,,2026-04-17 07:11:32+02:00,,,,,,,,,,Aulnay-sous-Bois,25,2026-04-17 07:10:02.116790+02:00
PLIC36,PLIC,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 07:40:29+02:00,2026-04-17 07:37:21+02:00,2026-04-17 07:35:28+02:00,2026-04-17 07:33:36+02:00,2026-04-17 07:31:29+02:00,2026-04-17 07:29:26+02:00,2026-04-17 07:27:20+02:00,2026-04-17 07:24:42+02:00,2026-04-17 07:22:52+02:00,2026-04-17 07:20:30+02:00,,,,2026-04-17 07:15:45+02:00,2026-04-17 07:14:15+02:00,,2026-04-17 07:11:35+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,Bourg-la-Reine,13,2026-04-17 07:10:02.116790+02:00
LORD08,LORD,Orsay-Ville,,,,,,,,,,2026-04-17 09:28:13+02:00,2026-04-17 09:25:52+02:00,2026-04-17 09:22:59+02:00,2026-04-17 09:20:54+02:00,2026-04-17 09:17:42+02:00,,2026-04-17 09:14:23+02:00,2026-04-17 09:12:39+02:00,2026-04-17 09:10:19+02:00,2026-04-17 09:08:24+02:00,,2026-04-17 09:05:29+02:00,2026-04-17 09:02:51+02:00,2026-04-17 09:01:03+02:00,2026-04-17 08:58:55+02:00,2026-04-17 08:56:59+02:00,2026-04-17 08:55:02+02:00,2026-04-17 08:52:14+02:00,2026-04-17 08:50:26+02:00,2026-04-17 08:48:51+02:00,2026-04-17 08:46:29+02:00,2026-04-17 08:44:07+02:00,2026-04-17 08:41:00+02:00,2026-04-17 08:35:20+02:00,2026-04-17 08:32:30+02:00,2026-04-17 08:29:00+02:00,2026-04-17 08:26:10+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:21:50+02:00,2026-04-17 08:18:10+02:00,2026-04-17 08:15:20+02:00,2026-04-17 08:13:20+02:00,2026-04-17 08:08:00+02:00,2026-04-17 08:00:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),32,2026-04-17 07:10:02.116790+02:00
PAUL72,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:43:08+02:00,2026-04-17 08:39:55+02:00,2026-04-17 08:38:02+02:00,2026-04-17 08:36:10+02:00,2026-04-17 08:33:53+02:00,2026-04-17 08:31:35+02:00,,,,2026-04-17 08:24:09+02:00,,,,2026-04-17 08:19:09+02:00,2026-04-17 08:17:14+02:00,,2026-04-17 08:14:19+02:00,2026-04-17 08:11:41+02:00,2026-04-17 08:09:53+02:00,2026-04-17 08:07:45+02:00,2026-04-17 08:05:54+02:00,2026-04-17 08:04:02+02:00,2026-04-17 08:01:14+02:00,2026-04-17 07:59:26+02:00,2026-04-17 07:57:51+02:00,2026-04-17 07:55:29+02:00,2026-04-17 07:53:07+02:00,2026-04-17 07:50:00+02:00,2026-04-17 07:44:20+02:00,2026-04-17 07:41:30+02:00,2026-04-17 07:38:00+02:00,2026-04-17 07:35:10+02:00,2026-04-17 07:33:00+02:00,2026-04-17 07:30:50+02:00,,,,,,2026-04-17 07:27:10+02:00,2026-04-17 07:24:00+02:00,2026-04-17 07:20:50+02:00,2026-04-17 07:17:00+02:00,Mitry - Claye,31,2026-04-17 07:10:02.116790+02:00
PROC30,PROC,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 07:26:19+02:00,2026-04-17 07:23:11+02:00,2026-04-17 07:21:18+02:00,2026-04-17 07:19:26+02:00,2026-04-17 07:17:19+02:00,2026-04-17 07:15:16+02:00,2026-04-17 07:13:10+02:00,2026-04-17 07:10:32+02:00,2026-04-17 07:08:42+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palaiseau,9,2026-04-17 07:10:02.116790+02:00
SOSI40,SOSI,Robinson,,2026-04-17 07:27:41+02:00,2026-04-17 07:26:01+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:23:59+02:00,2026-04-17 07:21:26+02:00,2026-04-17 07:19:48+02:00,2026-04-17 07:17:50+02:00,2026-04-17 07:16:04+02:00,2026-04-17 07:14:17+02:00,2026-04-17 07:11:29+02:00,2026-04-17 07:09:41+02:00,,,,,,,,,,,,,,,,,,,,Port Royal,10,2026-04-17 07:10:02.116790+02:00
STIN62,STIN,Robinson,,2026-04-17 08:03:27+02:00,2026-04-17 08:01:42+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:59:30+02:00,2026-04-17 07:56:57+02:00,2026-04-17 07:55:09+02:00,2026-04-17 07:53:01+02:00,2026-04-17 07:51:05+02:00,2026-04-17 07:49:08+02:00,2026-04-17 07:46:20+02:00,2026-04-17 07:44:32+02:00,2026-04-17 07:42:57+02:00,2026-04-17 07:40:35+02:00,2026-04-17 07:38:13+02:00,2026-04-17 07:35:40+02:00,2026-04-17 07:30:00+02:00,2026-04-17 07:27:10+02:00,2026-04-17 07:23:40+02:00,2026-04-17 07:20:50+02:00,2026-04-17 07:18:40+02:00,2026-04-17 07:16:30+02:00,2026-04-17 07:12:50+02:00,,,,,,,,,Sevran Beaudottes,21,2026-04-17 07:10:02.116790+02:00
PROC12,PROC,Saint-Rémy-lès-Chevreuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-04-17 07:10:02.116790+02:00
KLEE52,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 07:59:52+02:00,2026-04-17 07:57:48+02:00,,2026-04-17 07:54:55+02:00,2026-04-17 07:53:10+02:00,2026-04-17 07:51:26+02:00,2026-04-17 07:49:14+02:00,2026-04-17 07:46:36+02:00,2026-04-17 07:44:48+02:00,2026-04-17 07:42:40+02:00,2026-04-17 07:40:44+02:00,2026-04-17 07:38:47+02:00,2026-04-17 07:35:59+02:00,2026-04-17 07:34:11+02:00,2026-04-17 07:32:36+02:00,2026-04-17 07:30:14+02:00,2026-04-17 07:26:45+02:00,2026-04-17 07:23:38+02:00,,,,,,,,,,,,,,,,Gare du Nord,17,2026-04-17 07:10:02.116790+02:00
KLEE92,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 08:55:07+02:00,2026-04-17 08:53:03+02:00,,2026-04-17 08:50:10+02:00,2026-04-17 08:48:25+02:00,2026-04-17 08:46:41+02:00,2026-04-17 08:44:29+02:00,2026-04-17 08:41:51+02:00,2026-04-17 08:40:03+02:00,2026-04-17 08:37:55+02:00,2026-04-17 08:35:59+02:00,2026-04-17 08:34:02+02:00,2026-04-17 08:31:14+02:00,2026-04-17 08:29:26+02:00,2026-04-17 08:27:51+02:00,2026-04-17 08:25:29+02:00,2026-04-17 08:23:07+02:00,2026-04-17 08:20:00+02:00,2026-04-17 08:14:20+02:00,2026-04-17 08:11:30+02:00,2026-04-17 08:08:00+02:00,2026-04-17 08:05:10+02:00,2026-04-17 08:03:00+02:00,2026-04-17 08:00:50+02:00,,,,,,2026-04-17 07:57:10+02:00,2026-04-17 07:54:00+02:00,2026-04-17 07:50:50+02:00,2026-04-17 07:47:00+02:00,Mitry - Claye,27,2026-04-17 07:10:02.116790+02:00
PAUL64,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:31:08+02:00,2026-04-17 08:27:55+02:00,2026-04-17 08:26:02+02:00,2026-04-17 08:24:10+02:00,2026-04-17 08:21:53+02:00,2026-04-17 08:19:35+02:00,,,,2026-04-17 08:12:09+02:00,,,,2026-04-17 08:07:09+02:00,2026-04-17 08:05:14+02:00,,2026-04-17 08:02:19+02:00,2026-04-17 07:59:41+02:00,2026-04-17 07:57:53+02:00,2026-04-17 07:55:45+02:00,2026-04-17 07:53:54+02:00,2026-04-17 07:52:02+02:00,2026-04-17 07:49:14+02:00,2026-04-17 07:47:26+02:00,2026-04-17 07:45:51+02:00,2026-04-17 07:43:29+02:00,2026-04-17 07:41:07+02:00,2026-04-17 07:38:00+02:00,2026-04-17 07:32:20+02:00,2026-04-17 07:29:30+02:00,2026-04-17 07:26:00+02:00,2026-04-17 07:23:10+02:00,2026-04-17 07:21:00+02:00,2026-04-17 07:18:50+02:00,,,,,,2026-04-17 07:15:10+02:00,2026-04-17 07:12:00+02:00,2026-04-17 07:08:50+02:00,,Villeparisis - Mitry-le-Neuf,30,2026-04-17 07:10:02.116790+02:00
ELFE69,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 07:16:33+02:00,2026-04-17 07:18:54+02:00,2026-04-17 07:20:38+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:22:36+02:00,2026-04-17 07:25:31+02:00,2026-04-17 07:27:11+02:00,2026-04-17 07:29:19+02:00,2026-04-17 07:31:06+02:00,2026-04-17 07:32:42+02:00,2026-04-17 07:35:22+02:00,2026-04-17 07:37:39+02:00,2026-04-17 07:39:13+02:00,2026-04-17 07:41:19+02:00,2026-04-17 07:43:39+02:00,2026-04-17 07:48:00+02:00,2026-04-17 07:53:10+02:00,2026-04-17 07:55:40+02:00,2026-04-17 07:58:50+02:00,2026-04-17 08:01:30+02:00,2026-04-17 08:03:40+02:00,2026-04-17 08:06:10+02:00,2026-04-17 08:09:30+02:00,2026-04-17 08:12:00+02:00,2026-04-17 08:14:20+02:00,2026-04-17 08:20:00+02:00,,,,,,Robinson,25,2026-04-17 07:10:02.116790+02:00
KOCQ32,KOCQ,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 07:15:11+02:00,2026-04-17 07:13:27+02:00,2026-04-17 07:12:03+02:00,2026-04-17 07:09:58+02:00,2026-04-17 07:08:18+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Croix de Berny,5,2026-04-17 07:10:02.116790+02:00
ELFE61,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,2026-04-17 07:10:36+02:00,2026-04-17 07:13:31+02:00,2026-04-17 07:15:11+02:00,2026-04-17 07:17:19+02:00,2026-04-17 07:19:06+02:00,2026-04-17 07:20:42+02:00,2026-04-17 07:23:22+02:00,2026-04-17 07:25:39+02:00,2026-04-17 07:27:13+02:00,2026-04-17 07:29:19+02:00,2026-04-17 07:31:39+02:00,2026-04-17 07:36:00+02:00,2026-04-17 07:41:10+02:00,2026-04-17 07:43:40+02:00,2026-04-17 07:46:50+02:00,2026-04-17 07:49:30+02:00,2026-04-17 07:51:40+02:00,2026-04-17 07:54:10+02:00,2026-04-17 07:57:30+02:00,2026-04-17 08:00:00+02:00,2026-04-17 08:02:20+02:00,2026-04-17 08:08:00+02:00,,,,,,Bourg-la-Reine,22,2026-04-17 07:10:02.116790+02:00
IVAN91,IVAN,Mitry - Claye,,,,2026-04-17 07:23:52+02:00,2026-04-17 07:26:53+02:00,2026-04-17 07:30:00+02:00,2026-04-17 07:31:56+02:00,2026-04-17 07:33:48+02:00,2026-04-17 07:36:18+02:00,2026-04-17 07:38:52+02:00,,,2026-04-17 07:43:18+02:00,2026-04-17 07:45:40+02:00,,,,2026-04-17 07:50:55+02:00,2026-04-17 07:52:46+02:00,,2026-04-17 07:55:37+02:00,2026-04-17 07:58:26+02:00,2026-04-17 08:00:06+02:00,2026-04-17 08:02:19+02:00,2026-04-17 08:04:06+02:00,2026-04-17 08:05:42+02:00,2026-04-17 08:08:22+02:00,2026-04-17 08:10:39+02:00,2026-04-17 08:12:13+02:00,2026-04-17 08:14:19+02:00,2026-04-17 08:16:39+02:00,2026-04-17 08:21:00+02:00,2026-04-17 08:26:10+02:00,2026-04-17 08:28:40+02:00,2026-04-17 08:31:50+02:00,2026-04-17 08:34:30+02:00,2026-04-17 08:36:40+02:00,2026-04-17 08:39:20+02:00,,,,,,2026-04-17 08:42:40+02:00,2026-04-17 08:45:30+02:00,2026-04-17 08:48:40+02:00,,Saint-Rémy-lès-Chevreuse,32,2026-04-17 07:10:02.116790+02:00
LORE50,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 08:04:13+02:00,2026-04-17 08:01:52+02:00,2026-04-17 07:58:59+02:00,2026-04-17 07:56:54+02:00,2026-04-17 07:53:42+02:00,,2026-04-17 07:50:23+02:00,2026-04-17 07:48:39+02:00,2026-04-17 07:46:19+02:00,2026-04-17 07:44:24+02:00,,2026-04-17 07:41:29+02:00,2026-04-17 07:38:51+02:00,2026-04-17 07:37:03+02:00,2026-04-17 07:34:55+02:00,2026-04-17 07:32:59+02:00,2026-04-17 07:31:02+02:00,2026-04-17 07:28:14+02:00,2026-04-17 07:26:26+02:00,2026-04-17 07:24:51+02:00,2026-04-17 07:22:29+02:00,2026-04-17 07:21:25+02:00,2026-04-17 07:18:18+02:00,2026-04-17 07:12:38+02:00,,,,,,,,,,,,,,,La Plaine Stade de France,22,2026-04-17 07:10:02.116790+02:00
ECCO45,ECCO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:12:00+02:00,2026-04-17 07:17:10+02:00,2026-04-17 07:19:40+02:00,2026-04-17 07:22:50+02:00,2026-04-17 07:25:30+02:00,2026-04-17 07:27:40+02:00,2026-04-17 07:30:10+02:00,2026-04-17 07:33:30+02:00,2026-04-17 07:36:00+02:00,2026-04-17 07:38:20+02:00,2026-04-17 07:44:00+02:00,,,,,,Gare du Nord,11,2026-04-17 07:10:02.116790+02:00
EMIR97,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-17 07:42:31+02:00,2026-04-17 07:44:35+02:00,2026-04-17 07:46:42+02:00,2026-04-17 07:49:11+02:00,2026-04-17 07:51:02+02:00,2026-04-17 07:53:14+02:00,,2026-04-17 07:56:44+02:00,2026-04-17 07:58:19+02:00,2026-04-17 08:00:20+02:00,2026-04-17 08:02:11+02:00,,2026-04-17 08:04:57+02:00,2026-04-17 08:07:36+02:00,2026-04-17 08:09:16+02:00,2026-04-17 08:11:24+02:00,2026-04-17 08:13:11+02:00,2026-04-17 08:14:47+02:00,2026-04-17 08:17:22+02:00,2026-04-17 08:19:39+02:00,2026-04-17 08:21:13+02:00,2026-04-17 08:23:19+02:00,2026-04-17 08:25:39+02:00,2026-04-17 08:30:00+02:00,2026-04-17 08:35:10+02:00,2026-04-17 08:37:40+02:00,2026-04-17 08:40:50+02:00,2026-04-17 08:43:30+02:00,2026-04-17 08:45:40+02:00,2026-04-17 08:48:10+02:00,2026-04-17 08:51:30+02:00,2026-04-17 08:54:00+02:00,2026-04-17 08:56:20+02:00,2026-04-17 09:02:00+02:00,,,,,,Orsay Ville,32,2026-04-17 07:10:02.116790+02:00
PAUL88,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:07:08+02:00,2026-04-17 09:03:55+02:00,2026-04-17 09:02:02+02:00,2026-04-17 09:00:10+02:00,2026-04-17 08:57:53+02:00,2026-04-17 08:55:35+02:00,,,,2026-04-17 08:48:09+02:00,,,,2026-04-17 08:43:09+02:00,2026-04-17 08:41:14+02:00,,2026-04-17 08:38:19+02:00,2026-04-17 08:35:41+02:00,2026-04-17 08:33:53+02:00,2026-04-17 08:31:45+02:00,2026-04-17 08:29:54+02:00,2026-04-17 08:28:02+02:00,2026-04-17 08:25:14+02:00,2026-04-17 08:23:26+02:00,2026-04-17 08:21:51+02:00,2026-04-17 08:19:29+02:00,2026-04-17 08:17:07+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:08:20+02:00,2026-04-17 08:05:30+02:00,2026-04-17 08:02:00+02:00,2026-04-17 07:59:10+02:00,2026-04-17 07:57:00+02:00,2026-04-17 07:54:50+02:00,,,,,,2026-04-17 07:51:10+02:00,2026-04-17 07:48:00+02:00,2026-04-17 07:44:50+02:00,2026-04-17 07:41:00+02:00,Mitry - Claye,31,2026-04-17 07:10:02.116790+02:00
ECCO33,ECCO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:12:30+02:00,2026-04-17 07:20:00+02:00,,,,,,Parc des Expositions,2,2026-04-17 07:10:02.116790+02:00
LORE50,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 08:04:37+02:00,2026-04-17 08:02:16+02:00,2026-04-17 07:59:23+02:00,2026-04-17 07:57:18+02:00,2026-04-17 07:54:06+02:00,,2026-04-17 07:50:47+02:00,2026-04-17 07:49:03+02:00,2026-04-17 07:46:43+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antony,8,2026-04-17 07:45:01.962854+02:00
STRI12,STRI,Robinson,,2026-04-17 09:15:21+02:00,2026-04-17 09:13:36+02:00,,,,,,,,,,,,,,,,,,2026-04-17 09:11:24+02:00,2026-04-17 09:08:51+02:00,2026-04-17 09:07:03+02:00,2026-04-17 09:04:55+02:00,2026-04-17 09:02:59+02:00,2026-04-17 09:01:02+02:00,2026-04-17 08:58:14+02:00,2026-04-17 08:56:26+02:00,2026-04-17 08:54:51+02:00,2026-04-17 08:52:29+02:00,2026-04-17 08:50:07+02:00,2026-04-17 08:47:00+02:00,2026-04-17 08:41:20+02:00,2026-04-17 08:38:30+02:00,2026-04-17 08:35:00+02:00,2026-04-17 08:32:10+02:00,2026-04-17 08:30:00+02:00,2026-04-17 08:27:50+02:00,2026-04-17 08:24:10+02:00,2026-04-17 08:21:20+02:00,2026-04-17 08:19:20+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:06:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-17 07:10:02.116790+02:00
