mission,direction,heure_re_sceaux,delta_sceaux,heure_re_antony,delta_antony,heure_re_bourg_la_reine,delta_bourg_la_reine,heure_re_chatelet,delta_chatelet,heure_re_aulnay,delta_aulnay,heure_re_cdg1,delta_cdg1,heure_re_vert_galant,delta_vert_galant
KOCQ36,Sud,,,9.0,6.0,9.0,1.0,9.0,3.0,9.0,3.0,8.0,7.0,,
SORI30,Sud,9.0,13.0,,,9.0,1.0,9.0,0.0,8.0,2.0,,,8.0,6.0
PLAC34,Sud,,,9.0,2.0,9.0,5.0,9.0,2.0,9.0,4.0,,,8.0,6.0
ULMS38,Sud,,,9.0,3.0,9.0,4.0,9.0,1.0,9.0,3.0,8.0,5.0,,
SORI40,Sud,9.0,8.0,,,9.0,1.0,9.0,5.0,9.0,4.0,,,9.0,9.0
PIER42,Sud,,,9.0,2.0,9.0,3.0,9.0,4.0,9.0,6.0,9.0,6.0,,
KARI44,Sud,,,10.0,7.0,10.0,6.0,9.0,3.0,9.0,4.0,9.0,6.0,,
SORI46,Sud,10.0,13.0,,,10.0,7.0,9.0,7.0,9.0,5.0,,,9.0,15.0
PIER48,Sud,,,10.0,8.0,10.0,1.0,9.0,5.0,9.0,7.0,9.0,8.0,,
KARI50,Sud,,,10.0,8.0,10.0,7.0,9.0,2.0,9.0,5.0,9.0,10.0,,
SORI52,Sud,10.0,14.0,,,10.0,6.0,10.0,6.0,9.0,3.0,,,9.0,15.0
PIER54,Sud,,,10.0,8.0,10.0,2.0,10.0,9.0,9.0,6.0,9.0,6.0,,
KARI56,Sud,,,10.0,8.0,10.0,8.0,10.0,1.0,9.0,4.0,9.0,6.0,,
SORI58,Sud,10.0,15.0,,,10.0,5.0,10.0,5.0,9.0,5.0,,,9.0,15.0
PIER60,Sud,,,10.0,6.0,10.0,1.0,10.0,6.0,10.0,6.0,9.0,6.0,,
KARI62,Sud,,,10.0,6.0,10.0,6.0,10.0,4.0,10.0,4.0,9.0,6.0,,
SORI64,Sud,10.0,15.0,,,10.0,6.0,10.0,6.0,10.0,5.0,,,10.0,15.0
PIGE66,Sud,,,11.0,10.0,10.0,5.0,10.0,9.0,10.0,6.0,10.0,12.0,,
KAPE68,Sud,,,11.0,8.0,11.0,7.0,10.0,2.0,10.0,5.0,10.0,6.0,,
SORI70,Sud,11.0,15.0,,,11.0,3.0,10.0,3.0,10.0,4.0,,,10.0,15.0
PIER72,Sud,,,11.0,4.0,11.0,2.0,10.0,7.0,10.0,7.0,10.0,10.0,,
SORI76,Sud,11.0,16.0,,,11.0,14.0,11.0,8.0,10.0,9.0,,,10.0,15.0
KARI74,Sud,,,11.0,18.0,11.0,4.0,11.0,5.0,10.0,5.0,10.0,15.0,,
PIER78,Sud,,,11.0,6.0,11.0,6.0,11.0,11.0,10.0,9.0,10.0,8.0,,
KARI80,Sud,,,11.0,7.0,11.0,6.0,11.0,2.0,10.0,2.0,10.0,5.0,,
SORI82,Sud,11.0,19.0,,,11.0,3.0,11.0,3.0,10.0,1.0,,,10.0,16.0
PIER84,Sud,,,11.0,4.0,11.0,2.0,11.0,5.0,11.0,7.0,10.0,6.0,,
KARI86,Sud,,,11.0,8.0,11.0,7.0,11.0,4.0,11.0,4.0,10.0,6.0,,
SORI88,Sud,11.0,13.0,,,11.0,4.0,11.0,5.0,11.0,2.0,,,11.0,14.0
PIER90,Sud,,,12.0,4.0,11.0,0.0,11.0,4.0,11.0,8.0,11.0,5.0,,
KARI92,Sud,,,12.0,7.0,12.0,6.0,11.0,2.0,11.0,5.0,11.0,8.0,,
SORI94,Sud,12.0,12.0,,,12.0,5.0,11.0,5.0,11.0,2.0,,,11.0,15.0
PIER96,Sud,,,12.0,9.0,12.0,5.0,11.0,9.0,11.0,8.0,11.0,7.0,,
KARI98,Sud,,,12.0,7.0,12.0,7.0,12.0,5.0,11.0,5.0,11.0,8.0,,
SOSO02,Sud,12.0,15.0,,,12.0,4.0,12.0,2.0,11.0,2.0,,,11.0,15.0
PIST04,Sud,,,12.0,6.0,12.0,3.0,12.0,8.0,11.0,6.0,11.0,7.0,,
KALI06,Sud,,,12.0,8.0,12.0,8.0,12.0,6.0,11.0,5.0,11.0,7.0,,
SOSO08,Sud,12.0,16.0,,,12.0,4.0,12.0,2.0,11.0,3.0,,,11.0,15.0
PIST10,Sud,,,12.0,5.0,12.0,1.0,12.0,6.0,12.0,7.0,11.0,8.0,,
KALI12,Sud,,,12.0,9.0,12.0,8.0,12.0,4.0,12.0,5.0,11.0,8.0,,
SOSO14,Sud,12.0,17.0,,,12.0,1.0,12.0,8.0,12.0,5.0,,,12.0,15.0
PIST16,Sud,,,12.0,6.0,12.0,7.0,12.0,3.0,12.0,5.0,12.0,7.0,,
KALI18,Sud,,,13.0,9.0,13.0,7.0,12.0,4.0,12.0,7.0,12.0,8.0,,
SOSO20,Sud,13.0,14.0,,,13.0,6.0,12.0,6.0,12.0,3.0,,,12.0,15.0
PIST22,Sud,,,13.0,7.0,13.0,1.0,12.0,5.0,12.0,6.0,12.0,7.0,,
KALI24,Sud,,,13.0,9.0,13.0,8.0,12.0,4.0,12.0,6.0,12.0,7.0,,
SOSO26,Sud,13.0,14.0,,,13.0,4.0,13.0,4.0,12.0,3.0,,,12.0,15.0
PIST28,Sud,,,13.0,6.0,13.0,2.0,13.0,7.0,12.0,6.0,12.0,8.0,,
KALI30,Sud,,,13.0,7.0,13.0,7.0,13.0,3.0,12.0,5.0,12.0,7.0,,
SOSO32,Sud,13.0,15.0,,,13.0,7.0,13.0,6.0,12.0,4.0,,,12.0,15.0
PIST34,Sud,,,13.0,8.0,13.0,2.0,13.0,6.0,13.0,6.0,12.0,8.0,,
KALI36,Sud,,,13.0,8.0,13.0,7.0,13.0,2.0,13.0,5.0,12.0,7.0,,
SOSO38,Sud,13.0,15.0,,,13.0,6.0,13.0,6.0,13.0,4.0,,,13.0,15.0
PIST40,Sud,,,13.0,7.0,13.0,1.0,13.0,7.0,13.0,7.0,13.0,8.0,,
KALI42,Sud,,,14.0,8.0,14.0,7.0,13.0,4.0,13.0,7.0,13.0,8.0,,
SOSO44,Sud,14.0,15.0,,,14.0,6.0,13.0,5.0,13.0,2.0,,,13.0,15.0
PIST46,Sud,,,14.0,7.0,14.0,2.0,13.0,6.0,13.0,6.0,13.0,7.0,,
KALI48,Sud,,,14.0,8.0,14.0,7.0,13.0,3.0,13.0,6.0,13.0,7.0,,
SOSO50,Sud,14.0,18.0,,,14.0,9.0,14.0,6.0,13.0,3.0,,,13.0,15.0
PIST52,Sud,,,14.0,11.0,14.0,1.0,14.0,6.0,13.0,6.0,13.0,8.0,,
KALI54,Sud,,,14.0,5.0,14.0,5.0,14.0,3.0,13.0,6.0,13.0,7.0,,
SOSO56,Sud,14.0,12.0,,,14.0,6.0,14.0,6.0,13.0,3.0,,,13.0,15.0
PIST58,Sud,,,14.0,7.0,14.0,2.0,14.0,9.0,14.0,6.0,13.0,8.0,,
KALI60,Sud,,,14.0,8.0,14.0,8.0,14.0,1.0,14.0,6.0,13.0,7.0,,
SOSO62,Sud,14.0,15.0,,,14.0,5.0,14.0,5.0,14.0,3.0,,,14.0,15.0
PIST64,Sud,,,15.0,8.0,14.0,3.0,14.0,6.0,14.0,6.0,14.0,8.0,,
KALI66,Sud,,,15.0,7.0,15.0,7.0,14.0,3.0,14.0,6.0,14.0,7.0,,
SOSO68,Sud,15.0,16.0,,,15.0,6.0,14.0,6.0,14.0,4.0,,,,
PIST70,Sud,,,15.0,8.0,15.0,3.0,14.0,8.0,14.0,6.0,,,,
KALI72,Sud,,,15.0,10.0,15.0,10.0,15.0,4.0,14.0,1.0,14.0,18.0,,
SOSO74,Sud,15.0,15.0,,,15.0,3.0,15.0,3.0,14.0,9.0,,,14.0,30.0
PIST76,Sud,,,15.0,6.0,15.0,4.0,15.0,8.0,14.0,7.0,14.0,5.0,,
KALI78,Sud,,,15.0,7.0,15.0,6.0,15.0,5.0,14.0,5.0,14.0,8.0,,
SOSO80,Sud,15.0,15.0,,,15.0,4.0,15.0,2.0,14.0,3.0,,,14.0,15.0
PIST82,Sud,,,15.0,5.0,15.0,1.0,15.0,6.0,15.0,5.0,14.0,7.0,,
KALI84,Sud,,,15.0,9.0,15.0,8.0,15.0,4.0,15.0,6.0,14.0,7.0,,
SOSO86,Sud,15.0,15.0,,,15.0,6.0,15.0,5.0,15.0,3.0,,,15.0,15.0
PIST88,Sud,,,15.0,6.0,15.0,1.0,15.0,6.0,15.0,6.0,15.0,8.0,,
KALI90,Sud,,,16.0,8.0,16.0,8.0,15.0,3.0,15.0,6.0,15.0,7.0,,
SOSO92,Sud,16.0,15.0,,,16.0,6.0,15.0,6.0,15.0,3.0,,,15.0,15.0
PIST94,Sud,,,16.0,7.0,16.0,1.0,15.0,7.0,15.0,6.0,15.0,8.0,,
KALI96,Sud,,,16.0,7.0,16.0,7.0,15.0,3.0,15.0,6.0,15.0,7.0,,
SOSO98,Sud,16.0,14.0,,,16.0,6.0,16.0,6.0,15.0,3.0,,,15.0,15.0
PINA02,Sud,,,16.0,8.0,16.0,3.0,16.0,9.0,15.0,6.0,15.0,8.0,,
KANE04,Sud,,,16.0,7.0,16.0,7.0,16.0,0.0,15.0,5.0,15.0,7.0,,
SOME06,Sud,16.0,16.0,,,16.0,6.0,16.0,7.0,15.0,3.0,,,15.0,15.0
PINA08,Sud,,,16.0,8.0,16.0,3.0,16.0,7.0,16.0,7.0,15.0,8.0,,
PQUL10,Sud,,,16.0,7.0,16.0,7.0,16.0,3.0,16.0,6.0,15.0,8.0,,
SOME12,Sud,16.0,17.0,,,16.0,8.0,16.0,7.0,16.0,2.0,,,16.0,15.0
LOUP14,Sud,,,17.0,12.0,17.0,5.0,16.0,4.0,16.0,7.0,16.0,7.0,,
KERN16,Sud,,,17.0,3.0,17.0,2.0,16.0,2.0,,,,,,
STAR18,Sud,17.0,11.0,,,17.0,4.0,16.0,5.0,16.0,6.0,16.0,6.0,,
PGAZ20,Sud,,,17.0,6.0,17.0,2.0,16.0,2.0,16.0,3.0,,,16.0,15.0
LOUP22,Sud,,,17.0,3.0,17.0,3.0,16.0,4.0,16.0,3.0,16.0,6.0,,
KERN24,Sud,,,17.0,3.0,17.0,2.0,16.0,2.0,,,,,,
STAR26,Sud,17.0,12.0,,,17.0,4.0,16.0,4.0,16.0,6.0,16.0,6.0,,
PGAZ28,Sud,,,17.0,6.0,17.0,3.0,17.0,3.0,16.0,3.0,,,16.0,13.0
LOUP30,Sud,,,17.0,3.0,17.0,3.0,17.0,3.0,16.0,3.0,16.0,6.0,,
KERN32,Sud,,,17.0,4.0,17.0,4.0,17.0,4.0,,,,,,
STAR34,Sud,17.0,14.0,,,17.0,5.0,17.0,5.0,16.0,6.0,16.0,6.0,,
PGAZ36,Sud,,,17.0,9.0,17.0,5.0,17.0,5.0,16.0,3.0,,,16.0,12.0
KERN40,Sud,,,17.0,4.0,17.0,4.0,17.0,1.0,,,,,,
LOUP38,Sud,,,17.0,3.0,17.0,3.0,17.0,2.0,16.0,3.0,16.0,6.0,,
STAR42,Sud,17.0,14.0,,,17.0,2.0,17.0,7.0,16.0,6.0,16.0,6.0,,
KERN48,Sud,,,17.0,1.0,17.0,1.0,17.0,3.0,,,,,,
PGAZ44,Sud,,,17.0,4.0,17.0,3.0,17.0,2.0,17.0,3.0,,,16.0,11.0
LOUP46,Sud,,,17.0,2.0,17.0,3.0,17.0,1.0,17.0,5.0,16.0,7.0,,
STAR50,Sud,18.0,13.0,,,18.0,7.0,17.0,9.0,17.0,10.0,17.0,10.0,,
KERN56,Sud,,,18.0,10.0,18.0,2.0,17.0,0.0,,,,,,
PGAZ52,Sud,,,18.0,0.0,18.0,1.0,17.0,1.0,17.0,0.0,,,17.0,13.0
LOUP54,Sud,,,18.0,1.0,18.0,1.0,17.0,1.0,17.0,5.0,17.0,1.0,,
STAR58,Sud,18.0,10.0,,,18.0,5.0,17.0,6.0,17.0,4.0,17.0,6.0,,
PGAZ60,Sud,,,18.0,6.0,18.0,1.0,17.0,2.0,17.0,2.0,,,17.0,11.0
LOUP62,Sud,,,18.0,4.0,18.0,4.0,17.0,2.0,17.0,4.0,17.0,6.0,,
STAR66,Sud,18.0,8.0,,,18.0,3.0,17.0,4.0,17.0,4.0,17.0,7.0,,
PGAZ68,Sud,,,18.0,6.0,18.0,2.0,17.0,3.0,17.0,3.0,,,17.0,12.0
LOUP70,Sud,,,18.0,4.0,18.0,4.0,18.0,2.0,17.0,3.0,17.0,6.0,,
KERN72,Sud,,,18.0,3.0,18.0,2.0,18.0,3.0,,,,,,
STAR74,Sud,18.0,12.0,,,18.0,3.0,18.0,4.0,17.0,6.0,17.0,6.0,,
PGAZ76,Sud,,,18.0,0.0,18.0,0.0,18.0,2.0,17.0,3.0,,,17.0,13.0
LOUP78,Sud,,,18.0,8.0,18.0,6.0,18.0,3.0,17.0,3.0,17.0,7.0,,
LAZZ80,Sud,,,18.0,3.0,18.0,3.0,18.0,2.0,,,,,,
KERN80,Sud,,,18.0,1.0,18.0,0.0,18.0,0.0,,,,,,
STAR82,Sud,18.0,12.0,,,18.0,3.0,18.0,3.0,17.0,5.0,17.0,5.0,,
PGAZ84,Sud,,,18.0,5.0,18.0,3.0,18.0,3.0,18.0,3.0,,,17.0,11.0
LOUP86,Sud,,,18.0,3.0,18.0,3.0,18.0,3.0,18.0,3.0,17.0,6.0,,
KERN88,Sud,,,18.0,4.0,18.0,3.0,18.0,3.0,,,,,,
STAR90,Sud,18.0,12.0,,,18.0,3.0,18.0,3.0,18.0,6.0,17.0,6.0,,
PGAZ92,Sud,,,19.0,5.0,18.0,3.0,18.0,3.0,18.0,3.0,,,18.0,12.0
LOUP94,Sud,,,19.0,3.0,18.0,3.0,18.0,3.0,18.0,3.0,18.0,6.0,,
KERN96,Sud,,,19.0,4.0,19.0,3.0,18.0,3.0,,,,,,
STAR98,Sud,19.0,12.0,,,19.0,3.0,18.0,3.0,18.0,6.0,18.0,6.0,,
PGUY02,Sud,,,19.0,5.0,19.0,3.0,18.0,3.0,18.0,3.0,,,18.0,12.0
LOVE04,Sud,,,19.0,3.0,19.0,3.0,18.0,3.0,18.0,3.0,18.0,6.0,,
STOP08,Sud,19.0,12.0,,,19.0,6.0,18.0,6.0,18.0,6.0,18.0,6.0,,
PGUY10,Sud,,,19.0,9.0,19.0,3.0,18.0,3.0,18.0,3.0,,,18.0,12.0
LOVE12,Sud,,,19.0,3.0,19.0,3.0,19.0,3.0,18.0,3.0,18.0,6.0,,
STOP16,Sud,19.0,12.0,,,19.0,6.0,19.0,6.0,18.0,6.0,18.0,6.0,,
PGUY18,Sud,,,19.0,9.0,19.0,3.0,19.0,3.0,18.0,3.0,,,18.0,12.0
LOVE20,Sud,,,19.0,3.0,19.0,3.0,19.0,3.0,18.0,3.0,18.0,6.0,,
STOP24,Sud,19.0,12.0,,,19.0,6.0,19.0,6.0,18.0,6.0,18.0,6.0,,
PLIC06,Sud,,,5.0,,,,,,,,,,,
SHZZ01,Sud,6.0,9.0,,,6.0,7.0,,,,,,,,
SJZZ01,Sud,9.0,11.0,,,9.0,0.0,,,,,,,,
SOSI10,Sud,6.0,,,,6.0,1.0,,,,,,,,
PROC12,Sud,,,6.0,6.0,6.0,7.0,,,,,,,,
KJZZ01,Sud,,,10.0,2.0,10.0,2.0,,,,,,,,
KOCQ08,Sud,,,6.0,12.0,6.0,,,,,,,,,
