mission,direction,heure_re_sceaux,delta_sceaux,heure_re_antony,delta_antony,heure_re_bourg_la_reine,delta_bourg_la_reine,heure_re_chatelet,delta_chatelet,heure_re_aulnay,delta_aulnay,heure_re_cdg1,delta_cdg1,heure_re_vert_galant,delta_vert_galant
ELAN25,Nord,2026-04-16 05:57:33+02:00,15.0,,,2026-04-16 05:59:26+02:00,1.0,2026-04-16 06:19:49+02:00,5.0,2026-04-16 06:42:30+02:00,5.0,2026-04-16 06:56:20+02:00,6.0,,
ECCO27,Nord,,,2026-04-16 05:59:19+02:00,5.0,2026-04-16 06:05:07+02:00,6.0,2026-04-16 06:25:49+02:00,6.0,2026-04-16 06:48:49+02:00,6.0,2026-04-16 07:02:39+02:00,6.0,,
ICAR29,Nord,,,2026-04-16 06:09:21+02:00,10.0,2026-04-16 06:13:43+02:00,9.0,2026-04-16 06:30:00+02:00,4.0,2026-04-16 06:52:46+02:00,4.0,,,2026-04-16 06:58:56+02:00,16.0
ELAN31,Nord,2026-04-16 06:13:42+02:00,16.0,,,2026-04-16 06:15:35+02:00,2.0,2026-04-16 06:36:37+02:00,7.0,2026-04-16 06:59:05+02:00,6.0,2026-04-17 07:14:00+02:00,726.0,,
ECCO33,Nord,,,2026-04-16 06:14:19+02:00,5.0,2026-04-16 06:20:07+02:00,5.0,2026-04-16 06:40:49+02:00,4.0,2026-04-16 07:04:00+02:00,5.0,2026-04-17 07:20:00+02:00,6.0,,
ICAR35,Nord,,,2026-04-16 06:23:17+02:00,9.0,2026-04-16 06:27:49+02:00,8.0,2026-04-16 06:45:26+02:00,5.0,2026-04-17 07:06:20+02:00,717.0,,,2026-04-17 07:12:30+02:00,717.0
ELAN37,Nord,2026-04-16 06:27:33+02:00,14.0,,,2026-04-16 06:29:26+02:00,2.0,2026-04-16 06:50:27+02:00,5.0,2026-04-17 07:12:10+02:00,6.0,2026-04-17 07:26:00+02:00,6.0,,
ECCO39,Nord,,,2026-04-16 06:29:19+02:00,6.0,2026-04-16 06:35:07+02:00,6.0,2026-04-16 06:55:49+02:00,5.0,2026-04-17 07:19:07+02:00,7.0,2026-04-17 07:32:57+02:00,7.0,,
ISOL41,Nord,,,2026-04-16 06:34:10+02:00,5.0,2026-04-16 06:38:37+02:00,4.0,2026-04-16 06:58:49+02:00,3.0,2026-04-17 07:24:02+02:00,5.0,,,2026-04-17 07:30:12+02:00,18.0
GEDO43,Nord,2026-04-16 06:38:38+02:00,11.0,,,2026-04-16 06:40:36+02:00,2.0,2026-04-16 07:01:39+02:00,3.0,,,,,,
ELOI09,Nord,2026-04-16 08:20:38+02:00,84.0,,,2026-04-16 08:22:36+02:00,80.0,2026-04-16 08:43:54+02:00,102.0,2026-04-16 09:07:43+02:00,124.0,2026-04-16 09:21:33+02:00,139.0,,
GUIZ11,Nord,,,2026-04-16 08:20:14+02:00,75.0,2026-04-16 08:25:57+02:00,3.0,2026-04-16 08:49:25+02:00,6.0,,,,,,
EMMY13,Nord,,,2026-04-16 08:26:03+02:00,6.0,2026-04-16 08:31:12+02:00,5.0,2026-04-16 08:55:24+02:00,6.0,2026-04-16 09:20:30+02:00,13.0,2026-04-16 09:35:30+02:00,14.0,,
ELOI17,Nord,2026-04-16 08:32:38+02:00,12.0,,,2026-04-16 08:34:36+02:00,3.0,2026-04-16 08:56:56+02:00,2.0,2026-04-16 09:22:28+02:00,2.0,2026-04-16 09:37:38+02:00,2.0,,
EMMY21,Nord,,,2026-04-16 08:36:20+02:00,10.0,2026-04-16 08:40:57+02:00,6.0,2026-04-16 09:02:14+02:00,5.0,2026-04-16 09:28:02+02:00,6.0,2026-04-16 09:41:52+02:00,4.0,,
IVIS23,Nord,,,2026-04-16 08:39:50+02:00,4.0,2026-04-16 08:44:32+02:00,4.0,2026-04-16 09:05:45+02:00,4.0,2026-04-16 09:30:20+02:00,2.0,,,2026-04-16 09:44:15+02:00,165.0
ELOI25,Nord,2026-04-16 08:45:12+02:00,13.0,,,2026-04-16 08:47:10+02:00,3.0,2026-04-16 09:08:49+02:00,3.0,2026-04-16 09:32:33+02:00,2.0,2026-04-16 09:46:23+02:00,5.0,,
GUIZ27,Nord,,,2026-04-16 08:44:14+02:00,4.0,2026-04-16 08:49:57+02:00,3.0,2026-04-16 09:11:40+02:00,3.0,,,,,,
EMMY29,Nord,,,2026-04-16 08:48:20+02:00,4.0,2026-04-16 08:52:57+02:00,3.0,2026-04-16 09:15:09+02:00,3.0,2026-04-16 09:38:40+02:00,6.0,2026-04-16 09:52:30+02:00,6.0,,
IVIS31,Nord,,,2026-04-16 08:52:05+02:00,4.0,2026-04-16 08:56:47+02:00,4.0,2026-04-16 09:18:34+02:00,3.0,2026-04-16 09:42:33+02:00,4.0,,,2026-04-16 09:48:43+02:00,4.0
ELOI33,Nord,2026-04-16 08:56:38+02:00,11.0,,,2026-04-16 08:58:36+02:00,2.0,2026-04-16 09:20:29+02:00,2.0,2026-04-16 09:44:08+02:00,2.0,2026-04-16 09:57:58+02:00,5.0,,
IRUS35,Nord,,,2026-04-16 08:56:14+02:00,4.0,2026-04-16 09:01:57+02:00,3.0,2026-04-16 09:22:40+02:00,2.0,2026-04-16 09:46:53+02:00,3.0,,,2026-04-16 09:53:03+02:00,4.0
EMMY37,Nord,,,2026-04-16 09:01:00+02:00,5.0,2026-04-16 09:05:37+02:00,4.0,2026-04-16 09:26:19+02:00,4.0,2026-04-16 09:51:17+02:00,4.0,2026-04-16 10:05:07+02:00,7.0,,
ELOI39,Nord,2026-04-16 09:08:38+02:00,12.0,,,2026-04-16 09:10:36+02:00,5.0,2026-04-16 09:31:39+02:00,5.0,2026-04-16 09:54:10+02:00,3.0,2026-04-16 10:08:19+02:00,3.0,,
IDOR41,Nord,,,2026-04-16 09:11:25+02:00,10.0,2026-04-16 09:17:18+02:00,7.0,2026-04-16 09:38:10+02:00,7.0,2026-04-16 10:02:26+02:00,8.0,,,2026-04-16 10:08:36+02:00,16.0
EPAF43,Nord,,,2026-04-16 09:20:25+02:00,9.0,2026-04-16 09:24:52+02:00,8.0,2026-04-16 09:41:58+02:00,4.0,2026-04-16 10:06:02+02:00,4.0,2026-04-16 10:19:42+02:00,11.0,,
ILOT45,Nord,2026-04-16 09:24:33+02:00,16.0,,,2026-04-16 09:26:26+02:00,2.0,2026-04-16 09:47:31+02:00,6.0,2026-04-16 10:12:20+02:00,0.0,,,2026-04-16 10:18:30+02:00,10.0
ERIC47,Nord,,,2026-04-16 09:26:49+02:00,6.0,2026-04-16 09:32:17+02:00,6.0,2026-04-16 09:52:49+02:00,5.0,2026-04-16 10:12:10+02:00,6.0,2026-04-16 10:24:39+02:00,5.0,,
EPAF49,Nord,,,2026-04-16 09:36:26+02:00,10.0,2026-04-16 09:40:53+02:00,9.0,2026-04-16 09:57:16+02:00,4.0,2026-04-16 10:19:37+02:00,7.0,2026-04-16 10:33:27+02:00,9.0,,
ILOT51,Nord,2026-04-16 09:40:26+02:00,16.0,,,2026-04-16 09:42:19+02:00,1.0,2026-04-16 10:03:23+02:00,6.0,2026-04-16 10:26:16+02:00,7.0,,,2026-04-16 10:32:26+02:00,14.0
ERIC53,Nord,,,2026-04-16 09:41:49+02:00,5.0,2026-04-16 09:47:17+02:00,5.0,2026-04-16 10:08:27+02:00,5.0,2026-04-16 10:30:10+02:00,4.0,2026-04-16 10:42:30+02:00,9.0,,
EPAF55,Nord,,,2026-04-16 09:50:07+02:00,8.0,2026-04-16 09:54:34+02:00,7.0,2026-04-16 10:10:57+02:00,3.0,2026-04-16 10:36:19+02:00,6.0,2026-04-16 10:50:00+02:00,8.0,,
ILOT57,Nord,2026-04-16 09:54:33+02:00,14.0,,,2026-04-16 09:56:26+02:00,2.0,2026-04-16 10:16:49+02:00,6.0,2026-04-16 10:39:51+02:00,4.0,,,2026-04-16 10:46:01+02:00,14.0
ERIC59,Nord,,,2026-04-16 09:56:49+02:00,7.0,2026-04-16 10:02:17+02:00,6.0,2026-04-16 10:22:49+02:00,6.0,2026-04-16 10:42:10+02:00,2.0,2026-04-16 10:54:30+02:00,5.0,,
EPAF61,Nord,,,2026-04-16 10:05:56+02:00,9.0,2026-04-16 10:10:23+02:00,8.0,2026-04-16 10:26:46+02:00,4.0,2026-04-16 10:49:15+02:00,7.0,2026-04-16 11:03:27+02:00,9.0,,
ILOT63,Nord,2026-04-16 10:09:33+02:00,15.0,,,2026-04-16 10:11:26+02:00,1.0,2026-04-16 10:32:27+02:00,6.0,2026-04-16 10:54:58+02:00,6.0,,,2026-04-16 11:01:08+02:00,15.0
ERIC65,Nord,,,2026-04-16 10:11:49+02:00,6.0,2026-04-16 10:17:17+02:00,6.0,2026-04-16 10:37:49+02:00,5.0,2026-04-16 10:58:03+02:00,3.0,2026-04-16 11:10:23+02:00,7.0,,
EPAF67,Nord,,,2026-04-16 10:23:13+02:00,11.0,2026-04-16 10:27:40+02:00,1.0,2026-04-16 10:44:03+02:00,6.0,2026-04-16 11:07:55+02:00,10.0,2026-04-16 11:21:35+02:00,11.0,,
ILOT69,Nord,2026-04-16 10:24:33+02:00,15.0,,,2026-04-16 10:26:26+02:00,9.0,2026-04-16 10:49:36+02:00,6.0,2026-04-16 11:12:07+02:00,4.0,,,2026-04-16 11:18:37+02:00,17.0
ERIC71,Nord,,,2026-04-16 10:27:23+02:00,4.0,2026-04-16 10:33:37+02:00,6.0,2026-04-16 10:54:09+02:00,5.0,2026-04-16 11:13:30+02:00,1.0,2026-04-16 11:25:50+02:00,4.0,,
EPAF73,Nord,,,2026-04-16 10:35:56+02:00,9.0,2026-04-16 10:40:23+02:00,7.0,2026-04-16 10:56:46+02:00,3.0,2026-04-16 11:19:08+02:00,6.0,2026-04-16 11:32:48+02:00,7.0,,
ILOT75,Nord,2026-04-16 10:39:33+02:00,15.0,,,2026-04-16 10:41:26+02:00,1.0,2026-04-16 11:02:39+02:00,6.0,2026-04-16 11:25:20+02:00,6.0,,,2026-04-16 11:31:30+02:00,13.0
ERIC77,Nord,,,2026-04-16 10:42:58+02:00,7.0,2026-04-16 10:48:26+02:00,7.0,2026-04-16 11:08:58+02:00,6.0,2026-04-16 11:29:30+02:00,4.0,2026-04-16 11:41:50+02:00,9.0,,
EPAF79,Nord,,,2026-04-16 10:51:03+02:00,8.0,2026-04-16 10:55:30+02:00,7.0,2026-04-16 11:11:53+02:00,3.0,2026-04-16 11:34:14+02:00,5.0,2026-04-16 11:47:54+02:00,6.0,,
ILOT81,Nord,2026-04-16 10:54:33+02:00,15.0,,,2026-04-16 10:56:26+02:00,1.0,2026-04-16 11:17:30+02:00,6.0,2026-04-16 11:40:17+02:00,6.0,,,2026-04-16 11:46:27+02:00,15.0
ERIC83,Nord,,,2026-04-16 10:56:49+02:00,6.0,2026-04-16 11:02:38+02:00,6.0,2026-04-16 11:23:10+02:00,6.0,2026-04-16 11:43:04+02:00,3.0,2026-04-16 11:55:24+02:00,8.0,,
EPAF85,Nord,,,2026-04-16 11:06:06+02:00,9.0,2026-04-16 11:10:33+02:00,8.0,2026-04-16 11:26:56+02:00,4.0,2026-04-16 11:49:17+02:00,6.0,2026-04-16 12:02:57+02:00,8.0,,
ILOT87,Nord,2026-04-16 11:09:33+02:00,15.0,,,2026-04-16 11:11:26+02:00,1.0,2026-04-16 11:31:49+02:00,5.0,2026-04-16 11:54:20+02:00,5.0,,,2026-04-16 12:00:30+02:00,14.0
ERIC89,Nord,,,2026-04-16 11:11:49+02:00,6.0,2026-04-16 11:17:17+02:00,6.0,2026-04-16 11:37:49+02:00,6.0,2026-04-16 11:57:10+02:00,3.0,2026-04-16 12:09:30+02:00,7.0,,
EPAF91,Nord,,,2026-04-16 11:20:07+02:00,8.0,2026-04-16 11:24:34+02:00,7.0,2026-04-16 11:40:57+02:00,3.0,2026-04-16 12:03:18+02:00,6.0,2026-04-16 12:18:00+02:00,9.0,,
ILOT93,Nord,2026-04-16 11:24:33+02:00,15.0,,,2026-04-16 11:26:26+02:00,2.0,2026-04-16 11:46:49+02:00,6.0,2026-04-16 12:11:14+02:00,8.0,,,2026-04-16 12:17:44+02:00,17.0
ERIC95,Nord,,,2026-04-16 11:26:49+02:00,7.0,2026-04-16 11:32:17+02:00,6.0,2026-04-16 11:53:31+02:00,7.0,2026-04-16 12:13:11+02:00,2.0,2026-04-16 12:25:31+02:00,8.0,,
EPAF97,Nord,,,2026-04-16 11:36:10+02:00,9.0,2026-04-16 11:41:11+02:00,9.0,2026-04-16 11:57:34+02:00,4.0,2026-04-16 12:19:55+02:00,7.0,2026-04-16 12:33:35+02:00,8.0,,
ILOT99,Nord,2026-04-16 11:39:33+02:00,15.0,,,2026-04-16 11:41:26+02:00,0.0,2026-04-16 12:03:26+02:00,6.0,2026-04-16 12:25:57+02:00,6.0,,,2026-04-16 12:32:07+02:00,14.0
ERIO01,Nord,,,2026-04-16 11:41:49+02:00,6.0,2026-04-16 11:47:17+02:00,6.0,2026-04-16 12:07:49+02:00,4.0,2026-04-16 12:27:40+02:00,2.0,2026-04-16 12:40:00+02:00,6.0,,
EPAU03,Nord,,,2026-04-16 11:50:32+02:00,9.0,2026-04-16 11:54:59+02:00,8.0,2026-04-16 12:11:50+02:00,4.0,2026-04-16 12:34:55+02:00,7.0,2026-04-16 12:48:35+02:00,9.0,,
ILUS05,Nord,2026-04-16 11:54:33+02:00,15.0,,,2026-04-16 11:56:26+02:00,1.0,2026-04-16 12:17:47+02:00,6.0,2026-04-16 12:40:18+02:00,5.0,,,2026-04-16 12:46:28+02:00,14.0
ERIO07,Nord,,,2026-04-16 11:56:49+02:00,6.0,2026-04-16 12:02:17+02:00,6.0,2026-04-16 12:22:49+02:00,5.0,2026-04-16 12:42:10+02:00,2.0,2026-04-16 12:54:30+02:00,6.0,,
EPAU09,Nord,,,2026-04-16 12:06:01+02:00,9.0,2026-04-16 12:10:28+02:00,8.0,2026-04-16 12:26:51+02:00,4.0,2026-04-16 12:49:12+02:00,7.0,2026-04-16 13:02:52+02:00,8.0,,
ILUS11,Nord,2026-04-16 12:10:12+02:00,16.0,,,2026-04-16 12:12:05+02:00,2.0,2026-04-16 12:32:28+02:00,6.0,2026-04-16 12:54:59+02:00,6.0,,,2026-04-16 13:01:09+02:00,15.0
ERIO13,Nord,,,2026-04-16 12:11:49+02:00,6.0,2026-04-16 12:17:17+02:00,5.0,2026-04-16 12:37:49+02:00,5.0,2026-04-16 12:57:10+02:00,2.0,2026-04-16 13:09:30+02:00,7.0,,
EPAU15,Nord,,,2026-04-16 12:19:59+02:00,8.0,2026-04-16 12:24:26+02:00,7.0,2026-04-16 12:40:49+02:00,3.0,2026-04-16 13:03:10+02:00,6.0,2026-04-16 13:16:50+02:00,7.0,,
ILUS17,Nord,2026-04-16 12:24:33+02:00,14.0,,,2026-04-16 12:26:26+02:00,2.0,2026-04-16 12:46:49+02:00,6.0,2026-04-16 13:09:20+02:00,6.0,,,2026-04-16 13:15:30+02:00,14.0
ERIO19,Nord,,,2026-04-16 12:26:49+02:00,7.0,2026-04-16 12:32:17+02:00,6.0,2026-04-16 12:52:49+02:00,6.0,2026-04-16 13:12:10+02:00,3.0,2026-04-16 13:24:30+02:00,8.0,,
EPAU21,Nord,,,2026-04-16 12:36:11+02:00,9.0,2026-04-16 12:40:38+02:00,8.0,2026-04-16 12:57:01+02:00,4.0,2026-04-16 13:19:22+02:00,7.0,2026-04-16 13:33:02+02:00,9.0,,
ILUS23,Nord,2026-04-16 12:39:33+02:00,15.0,,,2026-04-16 12:41:26+02:00,1.0,2026-04-16 13:01:49+02:00,5.0,2026-04-16 13:24:20+02:00,5.0,,,2026-04-16 13:30:30+02:00,15.0
ERIO25,Nord,,,2026-04-16 12:41:49+02:00,6.0,2026-04-16 12:47:17+02:00,6.0,2026-04-16 13:07:49+02:00,6.0,2026-04-16 13:27:10+02:00,3.0,2026-04-16 13:39:30+02:00,6.0,,
EPAU27,Nord,,,2026-04-16 12:49:59+02:00,8.0,2026-04-16 12:54:26+02:00,7.0,2026-04-16 13:10:49+02:00,3.0,2026-04-16 13:33:10+02:00,6.0,2026-04-16 13:46:50+02:00,7.0,,
ILUS29,Nord,2026-04-16 12:54:33+02:00,15.0,,,2026-04-16 12:56:26+02:00,2.0,2026-04-16 13:16:49+02:00,6.0,2026-04-16 13:39:20+02:00,6.0,,,2026-04-16 13:45:30+02:00,15.0
ERIO31,Nord,,,2026-04-16 12:56:49+02:00,7.0,2026-04-16 13:02:17+02:00,6.0,2026-04-16 13:22:49+02:00,6.0,2026-04-16 13:42:10+02:00,3.0,2026-04-16 13:55:30+02:00,9.0,,
EPAU33,Nord,,,2026-04-16 13:04:59+02:00,8.0,2026-04-16 13:09:26+02:00,7.0,2026-04-16 13:25:49+02:00,3.0,2026-04-16 13:48:10+02:00,6.0,2026-04-16 14:04:00+02:00,9.0,,
ILUS35,Nord,2026-04-16 13:09:33+02:00,15.0,,,2026-04-16 13:11:26+02:00,2.0,2026-04-16 13:31:49+02:00,6.0,2026-04-16 13:57:16+02:00,9.0,,,2026-04-16 14:03:26+02:00,18.0
ERIO37,Nord,,,2026-04-16 13:11:49+02:00,7.0,2026-04-16 13:17:17+02:00,6.0,2026-04-16 13:37:49+02:00,6.0,2026-04-16 13:58:30+02:00,1.0,2026-04-16 14:10:50+02:00,7.0,,
EPAU39,Nord,,,2026-04-16 13:19:59+02:00,8.0,2026-04-16 13:24:26+02:00,7.0,2026-04-16 13:40:49+02:00,3.0,2026-04-16 14:04:31+02:00,6.0,2026-04-16 14:18:11+02:00,7.0,,
EPAU45,Nord,,,2026-04-16 13:34:59+02:00,15.0,2026-04-16 13:39:26+02:00,15.0,2026-04-16 13:56:37+02:00,16.0,2026-04-16 14:18:58+02:00,7.0,2026-04-16 14:32:38+02:00,8.0,,
ILUS47,Nord,,,,,,,2026-04-16 14:03:05+02:00,6.0,2026-04-16 14:26:03+02:00,7.0,,,2026-04-16 14:32:13+02:00,16.0
ERIO49,Nord,,,,,,,2026-04-16 14:07:49+02:00,5.0,2026-04-16 14:27:30+02:00,1.0,2026-04-16 14:39:50+02:00,7.0,,
EPAU51,Nord,,,,,2026-04-16 13:53:53+02:00,14.0,2026-04-16 14:10:16+02:00,2.0,2026-04-16 14:33:10+02:00,6.0,2026-04-16 14:46:50+02:00,7.0,,
ILUS53,Nord,2026-04-16 13:54:33+02:00,45.0,,,2026-04-16 13:56:26+02:00,3.0,2026-04-16 14:16:49+02:00,7.0,2026-04-16 14:39:43+02:00,7.0,,,2026-04-16 14:45:53+02:00,14.0
ERIO55,Nord,,,2026-04-16 13:56:49+02:00,22.0,2026-04-16 14:02:17+02:00,6.0,2026-04-16 14:22:49+02:00,6.0,2026-04-16 14:42:13+02:00,3.0,2026-04-16 14:55:30+02:00,9.0,,
EPAU57,Nord,,,2026-04-16 14:05:21+02:00,9.0,2026-04-16 14:09:48+02:00,8.0,2026-04-16 14:26:11+02:00,3.0,2026-04-16 14:48:35+02:00,6.0,2026-04-16 15:02:15+02:00,7.0,,
ILUS59,Nord,2026-04-16 14:09:33+02:00,15.0,,,2026-04-16 14:11:26+02:00,2.0,2026-04-16 14:33:02+02:00,7.0,2026-04-16 14:55:33+02:00,7.0,,,2026-04-16 15:01:43+02:00,16.0
ERIO61,Nord,,,2026-04-16 14:12:38+02:00,7.0,2026-04-16 14:18:06+02:00,7.0,2026-04-16 14:38:38+02:00,6.0,2026-04-16 14:57:59+02:00,2.0,2026-04-16 15:10:19+02:00,8.0,,
EPAU63,Nord,,,2026-04-16 14:20:52+02:00,8.0,2026-04-16 14:25:19+02:00,7.0,2026-04-16 14:41:42+02:00,3.0,2026-04-16 15:04:09+02:00,6.0,2026-04-16 15:17:49+02:00,8.0,,
ILUS65,Nord,2026-04-16 14:24:33+02:00,15.0,,,2026-04-16 14:26:26+02:00,1.0,2026-04-16 14:47:26+02:00,6.0,2026-04-16 15:10:58+02:00,7.0,,,2026-04-16 15:17:08+02:00,15.0
ERIO67,Nord,,,2026-04-16 14:26:49+02:00,6.0,2026-04-16 14:32:17+02:00,6.0,2026-04-16 14:52:49+02:00,5.0,2026-04-16 15:12:33+02:00,2.0,2026-04-16 15:24:53+02:00,7.0,,
EPAU69,Nord,,,2026-04-16 14:36:01+02:00,9.0,2026-04-16 14:40:28+02:00,8.0,2026-04-16 14:56:51+02:00,4.0,2026-04-16 15:19:16+02:00,7.0,2026-04-16 15:32:56+02:00,8.0,,
ILUS71,Nord,2026-04-16 14:39:33+02:00,15.0,,,2026-04-16 14:41:26+02:00,1.0,2026-04-16 15:01:49+02:00,5.0,2026-04-16 15:24:46+02:00,6.0,,,2026-04-16 15:30:56+02:00,14.0
ERIO73,Nord,,,2026-04-16 14:41:49+02:00,6.0,2026-04-16 14:47:17+02:00,6.0,2026-04-16 15:07:49+02:00,6.0,2026-04-16 15:27:31+02:00,3.0,2026-04-16 15:39:51+02:00,7.0,,
EPAU75,Nord,,,2026-04-16 14:51:06+02:00,9.0,2026-04-16 14:55:33+02:00,8.0,2026-04-16 15:11:56+02:00,4.0,2026-04-16 15:36:08+02:00,9.0,2026-04-16 15:49:48+02:00,10.0,,
ILUS77,Nord,2026-04-16 14:54:33+02:00,15.0,,,2026-04-16 14:56:26+02:00,1.0,2026-04-16 15:17:51+02:00,6.0,2026-04-16 15:40:22+02:00,4.0,,,2026-04-16 15:46:32+02:00,16.0
ERIO79,Nord,,,2026-04-16 14:56:49+02:00,6.0,2026-04-16 15:02:17+02:00,6.0,2026-04-16 15:22:49+02:00,5.0,2026-04-16 15:42:12+02:00,2.0,2026-04-16 15:54:32+02:00,5.0,,
EPAU81,Nord,,,2026-04-16 15:06:26+02:00,10.0,2026-04-16 15:10:53+02:00,9.0,2026-04-16 15:27:16+02:00,4.0,2026-04-16 15:50:33+02:00,8.0,2026-04-16 16:04:13+02:00,10.0,,
ILUS83,Nord,2026-04-16 15:09:33+02:00,15.0,,,2026-04-16 15:11:26+02:00,1.0,2026-04-16 15:32:51+02:00,6.0,2026-04-16 15:56:12+02:00,6.0,,,2026-04-16 16:02:22+02:00,16.0
ERIO85,Nord,,,2026-04-16 15:11:49+02:00,5.0,2026-04-16 15:17:17+02:00,6.0,2026-04-16 15:37:49+02:00,5.0,2026-04-16 15:57:40+02:00,1.0,2026-04-16 16:09:00+02:00,5.0,,
EPAU87,Nord,,,2026-04-16 15:20:31+02:00,9.0,2026-04-16 15:24:58+02:00,8.0,2026-04-16 15:41:21+02:00,4.0,2026-04-16 16:03:42+02:00,6.0,2026-04-16 16:19:42+02:00,11.0,,
ILUS89,Nord,2026-04-16 15:24:33+02:00,15.0,,,2026-04-16 15:26:26+02:00,1.0,2026-04-16 15:46:49+02:00,5.0,2026-04-16 16:09:57+02:00,6.0,,,2026-04-16 16:16:07+02:00,14.0
ERIO91,Nord,,,2026-04-16 15:26:49+02:00,6.0,2026-04-16 15:32:17+02:00,6.0,2026-04-16 15:52:49+02:00,6.0,2026-04-16 16:12:30+02:00,3.0,2026-04-16 16:26:00+02:00,6.0,,
EPAU93,Nord,,,2026-04-16 15:35:56+02:00,9.0,2026-04-16 15:40:23+02:00,8.0,2026-04-16 15:56:46+02:00,4.0,2026-04-16 16:19:07+02:00,7.0,2026-04-16 16:32:57+02:00,7.0,,
ILUS95,Nord,2026-04-16 15:39:33+02:00,15.0,,,2026-04-16 15:41:26+02:00,1.0,2026-04-16 16:01:49+02:00,5.0,2026-04-16 16:24:20+02:00,5.0,,,2026-04-16 16:30:30+02:00,14.0
ERIO97,Nord,,,2026-04-16 15:44:45+02:00,9.0,2026-04-16 15:50:13+02:00,9.0,2026-04-16 16:10:45+02:00,9.0,2026-04-16 16:30:06+02:00,6.0,2026-04-16 16:40:56+02:00,8.0,,
EPAU99,Nord,,,2026-04-16 15:50:27+02:00,6.0,2026-04-16 15:54:54+02:00,5.0,2026-04-16 16:11:17+02:00,1.0,2026-04-16 16:36:20+02:00,6.0,2026-04-16 16:53:10+02:00,12.0,,
ILAN01,Nord,2026-04-16 15:54:33+02:00,15.0,,,2026-04-16 15:56:26+02:00,2.0,2026-04-16 16:18:40+02:00,7.0,2026-04-16 16:41:11+02:00,5.0,,,2026-04-16 16:48:18+02:00,18.0
ERSE03,Nord,,,2026-04-16 15:56:49+02:00,6.0,2026-04-16 16:02:17+02:00,6.0,2026-04-16 16:22:49+02:00,4.0,2026-04-16 16:42:10+02:00,1.0,2026-04-16 16:57:00+02:00,4.0,,
EPIN05,Nord,,,2026-04-16 16:07:36+02:00,11.0,2026-04-16 16:12:03+02:00,1.0,2026-04-16 16:28:26+02:00,6.0,2026-04-16 16:50:47+02:00,9.0,2026-04-16 17:04:37+02:00,8.0,,
ILAN07,Nord,2026-04-16 16:09:33+02:00,15.0,,,2026-04-16 16:11:26+02:00,9.0,2026-04-16 16:32:27+02:00,4.0,2026-04-16 17:00:30+02:00,10.0,,,2026-04-16 17:06:40+02:00,18.0
EDME09,Nord,,,,,,,2026-04-16 16:34:39+02:00,2.0,2026-04-16 17:02:41+02:00,2.0,2026-04-16 17:13:51+02:00,9.0,,
