mission,direction,heure_re_sceaux,delta_sceaux,heure_re_antony,delta_antony,heure_re_bourg_la_reine,delta_bourg_la_reine,heure_re_chatelet,delta_chatelet,heure_re_aulnay,delta_aulnay,heure_re_cdg1,delta_cdg1,heure_re_vert_galant,delta_vert_galant
PAUL64,Sud,,,2026-04-17 08:07:09+02:00,1.0,2026-04-17 08:02:19+02:00,2.0,2026-04-17 07:41:07+02:00,2.0,2026-04-17 07:18:50+02:00,2.0,,,2026-04-17 07:12:00+02:00,2.0
LORE66,Sud,,,2026-04-17 08:10:19+02:00,3.0,2026-04-17 08:05:29+02:00,3.0,2026-04-17 07:44:07+02:00,3.0,2026-04-17 07:21:50+02:00,3.0,2026-04-17 07:08:00+02:00,786.0,,
KLEE68,Sud,,,2026-04-17 08:14:10+02:00,4.0,2026-04-17 08:08:29+02:00,3.0,2026-04-17 07:47:07+02:00,3.0,2026-04-17 07:24:50+02:00,3.0,,,2026-04-17 07:18:00+02:00,6.0
STIN70,Sud,2026-04-17 08:13:36+02:00,12.0,,,2026-04-17 08:11:24+02:00,3.0,2026-04-17 07:50:07+02:00,3.0,2026-04-17 07:27:50+02:00,3.0,2026-04-17 07:14:00+02:00,6.0,,
PAUL72,Sud,,,2026-04-17 08:19:09+02:00,5.0,2026-04-17 08:14:19+02:00,3.0,2026-04-17 07:53:07+02:00,3.0,2026-04-17 07:30:50+02:00,3.0,,,2026-04-17 07:24:00+02:00,6.0
LORE74,Sud,,,2026-04-17 08:22:19+02:00,3.0,2026-04-17 08:17:29+02:00,3.0,2026-04-17 07:56:07+02:00,3.0,2026-04-17 07:33:50+02:00,3.0,2026-04-17 07:20:00+02:00,6.0,,
KLEE76,Sud,,,2026-04-17 08:26:10+02:00,4.0,2026-04-17 08:20:29+02:00,3.0,2026-04-17 07:59:07+02:00,3.0,2026-04-17 07:36:50+02:00,3.0,,,2026-04-17 07:30:00+02:00,6.0
STIN78,Sud,2026-04-17 08:25:36+02:00,12.0,,,2026-04-17 08:23:24+02:00,3.0,2026-04-17 08:02:07+02:00,3.0,2026-04-17 07:39:50+02:00,3.0,2026-04-17 07:26:00+02:00,6.0,,
PAUL80,Sud,,,2026-04-17 08:31:09+02:00,5.0,2026-04-17 08:26:19+02:00,3.0,2026-04-17 08:05:07+02:00,3.0,2026-04-17 07:42:50+02:00,3.0,,,2026-04-17 07:36:00+02:00,6.0
LORE82,Sud,,,2026-04-17 08:34:19+02:00,3.0,2026-04-17 08:29:29+02:00,3.0,2026-04-17 08:08:07+02:00,3.0,2026-04-17 07:45:50+02:00,3.0,2026-04-17 07:32:00+02:00,6.0,,
KLEE84,Sud,,,2026-04-17 08:38:10+02:00,4.0,2026-04-17 08:32:29+02:00,3.0,2026-04-17 08:11:07+02:00,3.0,2026-04-17 07:48:50+02:00,3.0,,,2026-04-17 07:42:00+02:00,6.0
STIN86,Sud,2026-04-17 08:37:36+02:00,12.0,,,2026-04-17 08:35:24+02:00,3.0,2026-04-17 08:14:07+02:00,3.0,2026-04-17 07:51:50+02:00,3.0,2026-04-17 07:38:00+02:00,6.0,,
PAUL88,Sud,,,2026-04-17 08:43:09+02:00,5.0,2026-04-17 08:38:19+02:00,3.0,2026-04-17 08:17:07+02:00,3.0,2026-04-17 07:54:50+02:00,3.0,,,2026-04-17 07:48:00+02:00,6.0
LORE90,Sud,,,2026-04-17 08:46:19+02:00,3.0,2026-04-17 08:41:29+02:00,3.0,2026-04-17 08:20:07+02:00,3.0,2026-04-17 07:57:50+02:00,3.0,2026-04-17 07:44:00+02:00,6.0,,
KLEE92,Sud,,,2026-04-17 08:50:10+02:00,4.0,2026-04-17 08:44:29+02:00,3.0,2026-04-17 08:23:07+02:00,3.0,2026-04-17 08:00:50+02:00,3.0,,,2026-04-17 07:54:00+02:00,6.0
STIN94,Sud,2026-04-17 08:49:36+02:00,12.0,,,2026-04-17 08:47:24+02:00,3.0,2026-04-17 08:26:07+02:00,3.0,2026-04-17 08:03:50+02:00,3.0,2026-04-17 07:50:00+02:00,6.0,,
PAUL96,Sud,,,2026-04-17 08:55:09+02:00,5.0,2026-04-17 08:50:19+02:00,3.0,2026-04-17 08:29:07+02:00,3.0,2026-04-17 08:06:50+02:00,3.0,,,2026-04-17 08:00:00+02:00,6.0
LORE98,Sud,,,2026-04-17 08:58:19+02:00,3.0,2026-04-17 08:53:29+02:00,3.0,2026-04-17 08:32:07+02:00,3.0,2026-04-17 08:09:50+02:00,3.0,2026-04-17 07:56:00+02:00,6.0,,
KLAC02,Sud,,,2026-04-17 09:02:10+02:00,4.0,2026-04-17 08:56:29+02:00,3.0,2026-04-17 08:35:07+02:00,3.0,2026-04-17 08:12:50+02:00,3.0,,,2026-04-17 08:06:00+02:00,6.0
STRI04,Sud,2026-04-17 09:01:36+02:00,12.0,,,2026-04-17 08:59:24+02:00,3.0,2026-04-17 08:38:07+02:00,3.0,2026-04-17 08:15:50+02:00,3.0,2026-04-17 08:02:00+02:00,6.0,,
PAGE06,Sud,,,2026-04-17 09:07:09+02:00,5.0,2026-04-17 09:02:19+02:00,3.0,2026-04-17 08:41:07+02:00,3.0,2026-04-17 08:18:50+02:00,3.0,,,2026-04-17 08:12:00+02:00,6.0
LORD08,Sud,,,2026-04-17 09:10:19+02:00,3.0,2026-04-17 09:05:29+02:00,3.0,2026-04-17 08:44:07+02:00,3.0,2026-04-17 08:21:50+02:00,3.0,2026-04-17 08:08:00+02:00,6.0,,
RATPLORE90,Sud,,,2026-04-16 08:45:39+02:00,103.0,2026-04-16 08:41:08+02:00,103.0,,,,,,,,
